Column Distance (cm),Permeability Reduction (-)
0.10819165378671158, 0.0004814695294641535
3.2766615146831555, 0.0009957839856710993
4.358578052550233, 0.0014200171122477814
4.976816074188567, 0.002166605376432226
6.213292117465224, 0.00425949191425779
7.217928902627515, 0.007439772114947442
7.990726429675426, 0.02974366598442971
10.077279752704792, 0.5086534779371106
14.173106646058738, 0.5351066731649617
20.046367851622875, 0.5922118104060716
26.074188562596603, 0.7893101842490347
35.965996908809885, 0.7377171983555632
51.731066460587314, 0.5001296114330531
