Column Distance (cm),Permeability Reduction (-)
3.1221020092735756, 0.0006203839454818896
8.145285935085006, 0.001598342048243682
9.072642967542503, 0.0020249859689373886
10.231839258114377, 0.002279282547611541
11.081916537867082, 0.0028392982134749327
12.163833075734159, 0.004405920913201629
14.018547140649153, 0.006498962584818626
15.950540958268935, 0.02194241393885715
20.123647604327665, 0.1974298629460819
26.306027820710977, 0.9832422919064138
35.965996908809885, 0.8027626463449192
51.962905718701684, 0.42236514678872394
