Column Distance (cm),Permeability Reduction (-)
-0.12364760432766353, 0.00017173641206070923
1.2673879443585818, 0.0004424574984736573
2.117465224111286, 0.006498962584818626
3.1993817619783655, 0.09545891938677831
4.358578052550233, 0.2501296282321764
6.213292117465224, 0.29121932002181145
8.222565687789803, 0.34483765166627794
10.231839258114377, 0.5173226193829393
14.173106646058738, 0.5086534779371106
20.432766615146832, 0.5725298904922017
26.228748068006183, 0.7760831545860946
36.27511591962906, 0.7502903449415295
52.194744976816075, 0.4519036733524798
