Column Distance (cm),Permeability Reduction (-)
5.0478011472275375, 0.0009220822196878282
6.309751434034413, 0.0013077693821066264
8.489483747609945, 0.0012755311142955432
12.50478011472275, 0.002565748550000383
14.225621414913956, 0.0038252147924057256
16.175908221797325, 0.005702923697662175
18.470363288718925, 0.005994842503189409
20.191204588910136, 0.007694472676564554
22.141491395793498, 0.010381501298126906
24.321223709369022, 0.012675964954302305
26.386233269598467, 0.015477538643827086
27.992351816443595, 0.018432432654705636
30.172084130019115, 0.024256260508816387
32.12237093690249, 0.06920036753639855
35.90822179732313, 0.43880990568194145
51.96940726577438, 0.5632192718456297
