Column Distance (cm),Permeability Reduction (-)
0, 0.0001775507426660085
1.0325047801147251, 0.0004699879474520117
1.7208413001912075, 0.006460975630636396
3.0975143403441687, 0.09814539307055016
4.24474187380497, 0.2533926643035017
6.0803059273422555, 0.2943301070215641
8.030592734225625, 0.3418812937519131
10.095602294455068, 0.5225852909064442
14.11089866156788, 0.5097028631688902
19.84703632887189, 0.6070127760926799
26.156787762906305, 0.7599041347699093
35.79349904397705, 0.7599041347699093
51.96940726577438, 0.44990055733205264
