R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R96	0.0516	-190	0.0516	-190	0.3017	-190	0.3099	-190	0.31	-190	0.31	-190	0.31	-190
R97	0.0516	-192	0.0516	-192	0.3006	-192	0.3099	-192	0.31	-192	0.31	-192	0.31	-192
R98	0.0516	-194	0.0516	-194	0.2995	-194	0.3099	-194	0.31	-194	0.31	-194	0.31	-194
R99	0.0516	-196	0.0516	-196	0.2983	-196	0.3098	-196	0.31	-196	0.31	-196	0.31	-196
R100	0.0516	-198	0.0516	-198	0.2967	-198	0.3098	-198	0.31	-198	0.31	-198	0.31	-198
R101	0.0516	-200	0.0516	-200	0.295	-200	0.3098	-200	0.31	-200	0.31	-200	0.31	-200
R102	0.0516	-202	0.0516	-202	0.2931	-202	0.3097	-202	0.31	-202	0.31	-202	0.31	-202
R103	0.0516	-204	0.0516	-204	0.291	-204	0.3097	-204	0.31	-204	0.31	-204	0.31	-204
R104	0.0516	-206	0.0516	-206	0.2883	-206	0.3096	-206	0.31	-206	0.31	-206	0.31	-206
R105	0.0516	-208	0.0516	-208	0.2854	-208	0.3096	-208	0.31	-208	0.31	-208	0.31	-208
R106	0.0516	-210	0.0516	-210	0.2822	-210	0.3095	-210	0.31	-210	0.31	-210	0.31	-210
R107	0.0516	-212	0.0516	-212	0.2781	-212	0.3095	-212	0.31	-212	0.31	-212	0.31	-212
R108	0.0516	-214	0.0516	-214	0.2735	-214	0.3094	-214	0.31	-214	0.31	-214	0.31	-214
R109	0.0516	-216	0.0516	-216	0.2682	-216	0.3093	-216	0.31	-216	0.31	-216	0.31	-216
R110	0.0516	-218	0.0516	-218	0.2615	-218	0.3092	-218	0.31	-218	0.31	-218	0.31	-218
R111	0.0516	-220	0.0516	-220	0.2537	-220	0.3091	-220	0.31	-220	0.31	-220	0.31	-220
R112	0.0516	-222	0.0516	-222	0.2442	-222	0.309	-222	0.31	-222	0.31	-222	0.31	-222
R113	0.0516	-224	0.0516	-224	0.2325	-224	0.3089	-224	0.31	-224	0.31	-224	0.31	-224
R114	0.0516	-226	0.0516	-226	0.218	-226	0.3088	-226	0.31	-226	0.31	-226	0.31	-226
R115	0.0516	-228	0.0516	-228	0.1989	-228	0.3087	-228	0.31	-228	0.31	-228	0.31	-228
R116	0.0516	-230	0.0516	-230	0.1741	-230	0.3085	-230	0.31	-230	0.31	-230	0.31	-230
R117	0.0516	-232	0.0516	-232	0.1411	-232	0.3084	-232	0.31	-232	0.31	-232	0.31	-232
R118	0.0516	-234	0.0516	-234	0.1006	-234	0.3082	-234	0.31	-234	0.31	-234	0.31	-234
R119	0.0516	-236	0.0516	-236	0.0642	-236	0.308	-236	0.31	-236	0.31	-236	0.31	-236
R120	0.0516	-238	0.0516	-238	0.0526	-238	0.3077	-238	0.31	-238	0.31	-238	0.31	-238
R121	0.0516	-240	0.0516	-240	0.0516	-240	0.3075	-240	0.31	-240	0.31	-240	0.31	-240
R122	0.0516	-242	0.0516	-242	0.0516	-242	0.3073	-242	0.31	-242	0.31	-242	0.31	-242
R123	0.0516	-244	0.0516	-244	0.0516	-244	0.307	-244	0.3099	-244	0.31	-244	0.31	-244
R124	0.0516	-246	0.0516	-246	0.0516	-246	0.3066	-246	0.3099	-246	0.31	-246	0.31	-246
R125	0.0516	-248	0.0516	-248	0.0516	-248	0.3063	-248	0.3099	-248	0.31	-248	0.31	-248
R126	0.0516	-250	0.0516	-250	0.0516	-250	0.3059	-250	0.3099	-250	0.31	-250	0.31	-250
R127	0.0516	-252	0.0516	-252	0.0516	-252	0.3055	-252	0.3099	-252	0.31	-252	0.31	-252
R128	0.0516	-254	0.0516	-254	0.0516	-254	0.305	-254	0.3099	-254	0.31	-254	0.31	-254
R129	0.0516	-256	0.0516	-256	0.0516	-256	0.3045	-256	0.3099	-256	0.31	-256	0.31	-256
R130	0.0516	-258	0.0516	-258	0.0516	-258	0.3039	-258	0.3098	-258	0.31	-258	0.31	-258
R131	0.0516	-260	0.0516	-260	0.0516	-260	0.3033	-260	0.3098	-260	0.31	-260	0.31	-260
R132	0.0516	-262	0.0516	-262	0.0516	-262	0.3026	-262	0.3098	-262	0.31	-262	0.31	-262
R133	0.0516	-264	0.0516	-264	0.0516	-264	0.3018	-264	0.3097	-264	0.31	-264	0.31	-264
R134	0.0516	-266	0.0516	-266	0.0516	-266	0.3009	-266	0.3097	-266	0.31	-266	0.31	-266
R135	0.0516	-268	0.0516	-268	0.0516	-268	0.2999	-268	0.3097	-268	0.31	-268	0.31	-268
R136	0.0516	-270	0.0516	-270	0.0516	-270	0.2989	-270	0.3096	-270	0.31	-270	0.31	-270
R137	0.0516	-272	0.0516	-272	0.0516	-272	0.2976	-272	0.3096	-272	0.31	-272	0.31	-272
R138	0.0516	-274	0.0516	-274	0.0516	-274	0.2962	-274	0.3096	-274	0.31	-274	0.31	-274
R139	0.0516	-276	0.0516	-276	0.0516	-276	0.2946	-276	0.3095	-276	0.31	-276	0.31	-276
R140	0.0516	-278	0.0516	-278	0.0516	-278	0.293	-278	0.3094	-278	0.31	-278	0.31	-278
R141	0.0516	-280	0.0516	-280	0.0516	-280	0.291	-280	0.3094	-280	0.31	-280	0.31	-280
R142	0.0516	-282	0.0516	-282	0.0516	-282	0.2887	-282	0.3093	-282	0.31	-282	0.31	-282
R143	0.0516	-284	0.0516	-284	0.0516	-284	0.2861	-284	0.3092	-284	0.31	-284	0.31	-284
R144	0.0516	-286	0.0516	-286	0.0516	-286	0.2832	-286	0.3092	-286	0.31	-286	0.31	-286
R145	0.0516	-288	0.0516	-288	0.0516	-288	0.2798	-288	0.3091	-288	0.31	-288	0.31	-288
R146	0.0516	-290	0.0516	-290	0.0516	-290	0.2758	-290	0.309	-290	0.31	-290	0.31	-290
R147	0.0516	-292	0.0516	-292	0.0516	-292	0.2713	-292	0.3089	-292	0.31	-292	0.31	-292
R148	0.0516	-294	0.0516	-294	0.0516	-294	0.266	-294	0.3088	-294	0.31	-294	0.31	-294
R149	0.0516	-296	0.0516	-296	0.0516	-296	0.2596	-296	0.3087	-296	0.31	-296	0.31	-296
R150	0.0516	-298	0.0516	-298	0.0516	-298	0.2521	-298	0.3085	-298	0.31	-298	0.31	-298
R151	0.0516	-300	0.0516	-300	0.0516	-300	0.243	-300	0.3084	-300	0.31	-300	0.31	-300
R152	0.0516	-302	0.0516	-302	0.0516	-302	0.2319	-302	0.3082	-302	0.31	-302	0.31	-302
R153	0.0516	-304	0.0516	-304	0.0516	-304	0.2183	-304	0.3081	-304	0.3099	-304	0.31	-304
R154	0.0516	-306	0.0516	-306	0.0516	-306	0.2006	-306	0.3079	-306	0.3099	-306	0.31	-306
R155	0.0516	-308	0.0516	-308	0.0516	-308	0.1781	-308	0.3077	-308	0.3099	-308	0.31	-308
R156	0.0516	-310	0.0516	-310	0.0516	-310	0.149	-310	0.3075	-310	0.3099	-310	0.31	-310
R157	0.0516	-312	0.0516	-312	0.0516	-312	0.1115	-312	0.3072	-312	0.3099	-312	0.31	-312
R158	0.0516	-314	0.0516	-314	0.0516	-314	0.0724	-314	0.307	-314	0.3099	-314	0.31	-314
R159	0.0516	-316	0.0516	-316	0.0516	-316	0.0539	-316	0.3067	-316	0.3099	-316	0.31	-316
R160	0.0516	-318	0.0516	-318	0.0516	-318	0.0517	-318	0.3064	-318	0.3099	-318	0.31	-318
R161	0.0516	-320	0.0516	-320	0.0516	-320	0.0516	-320	0.306	-320	0.3098	-320	0.31	-320
R162	0.0516	-322	0.0516	-322	0.0516	-322	0.0516	-322	0.3057	-322	0.3098	-322	0.31	-322
R163	0.0516	-324	0.0516	-324	0.0516	-324	0.0516	-324	0.3053	-324	0.3098	-324	0.31	-324
R164	0.0516	-326	0.0516	-326	0.0516	-326	0.0516	-326	0.3048	-326	0.3098	-326	0.31	-326
R165	0.0516	-328	0.0516	-328	0.0516	-328	0.0516	-328	0.3043	-328	0.3097	-328	0.31	-328
R166	0.0516	-330	0.0516	-330	0.0516	-330	0.0516	-330	0.3038	-330	0.3097	-330	0.31	-330
R167	0.0516	-332	0.0516	-332	0.0516	-332	0.0516	-332	0.3032	-332	0.3097	-332	0.31	-332
R168	0.0516	-334	0.0516	-334	0.0516	-334	0.0516	-334	0.3026	-334	0.3096	-334	0.31	-334
R169	0.0516	-336	0.0516	-336	0.0516	-336	0.0516	-336	0.3018	-336	0.3096	-336	0.31	-336
R170	0.0516	-338	0.0516	-338	0.0516	-338	0.0516	-338	0.301	-338	0.3096	-338	0.31	-338
R171	0.0516	-340	0.0516	-340	0.0516	-340	0.0516	-340	0.3001	-340	0.3095	-340	0.31	-340
R172	0.0516	-342	0.0516	-342	0.0516	-342	0.0516	-342	0.2992	-342	0.3095	-342	0.31	-342
R173	0.0516	-344	0.0516	-344	0.0516	-344	0.0516	-344	0.2982	-344	0.3094	-344	0.31	-344
R174	0.0516	-346	0.0516	-346	0.0516	-346	0.0516	-346	0.2969	-346	0.3094	-346	0.31	-346
R175	0.0516	-348	0.0516	-348	0.0516	-348	0.0516	-348	0.2955	-348	0.3093	-348	0.31	-348
R176	0.0516	-350	0.0516	-350	0.0516	-350	0.0516	-350	0.294	-350	0.3093	-350	0.31	-350
R177	0.0516	-352	0.0516	-352	0.0516	-352	0.0516	-352	0.2923	-352	0.3092	-352	0.31	-352
R178	0.0516	-354	0.0516	-354	0.0516	-354	0.0516	-354	0.2904	-354	0.3091	-354	0.31	-354
R179	0.0516	-356	0.0516	-356	0.0516	-356	0.0516	-356	0.2881	-356	0.309	-356	0.31	-356
R180	0.0516	-358	0.0516	-358	0.0516	-358	0.0516	-358	0.2856	-358	0.309	-358	0.31	-358
R181	0.0516	-360	0.0516	-360	0.0516	-360	0.0516	-360	0.2829	-360	0.3089	-360	0.31	-360
R182	0.0516	-362	0.0516	-362	0.0516	-362	0.0516	-362	0.2796	-362	0.3088	-362	0.31	-362
R183	0.0516	-364	0.0516	-364	0.0516	-364	0.0516	-364	0.2758	-364	0.3086	-364	0.3099	-364
R184	0.0516	-366	0.0516	-366	0.0516	-366	0.0516	-366	0.2715	-366	0.3085	-366	0.3099	-366
R185	0.0516	-368	0.0516	-368	0.0516	-368	0.0516	-368	0.2666	-368	0.3084	-368	0.3099	-368
R186	0.0516	-370	0.0516	-370	0.0516	-370	0.0516	-370	0.2605	-370	0.3083	-370	0.3099	-370
R187	0.0516	-372	0.0516	-372	0.0516	-372	0.0516	-372	0.2535	-372	0.3081	-372	0.3099	-372
R188	0.0516	-374	0.0516	-374	0.0516	-374	0.0516	-374	0.2452	-374	0.3079	-374	0.3099	-374
R189	0.0516	-376	0.0516	-376	0.0516	-376	0.0516	-376	0.2351	-376	0.3078	-376	0.3099	-376
R190	0.0516	-378	0.0516	-378	0.0516	-378	0.0516	-378	0.2225	-378	0.3076	-378	0.3099	-378
R191	0.0516	-380	0.0516	-380	0.0516	-380	0.0516	-380	0.207	-380	0.3074	-380	0.3099	-380
R192	0.0516	-382	0.0516	-382	0.0516	-382	0.0516	-382	0.1876	-382	0.3072	-382	0.3098	-382
R193	0.0516	-384	0.0516	-384	0.0516	-384	0.0516	-384	0.162	-384	0.3069	-384	0.3098	-384
R194	0.0516	-386	0.0516	-386	0.0516	-386	0.0516	-386	0.1291	-386	0.3066	-386	0.3098	-386
R195	0.0516	-388	0.0516	-388	0.0516	-388	0.0516	-388	0.0899	-388	0.3063	-388	0.3098	-388
R196	0.0516	-390	0.0516	-390	0.0516	-390	0.0516	-390	0.0592	-390	0.306	-390	0.3098	-390
R197	0.0516	-392	0.0516	-392	0.0516	-392	0.0516	-392	0.0521	-392	0.3057	-392	0.3097	-392
R198	0.0516	-394	0.0516	-394	0.0516	-394	0.0516	-394	0.0516	-394	0.3054	-394	0.3097	-394
R199	0.0516	-396	0.0516	-396	0.0516	-396	0.0516	-396	0.0516	-396	0.3049	-396	0.3097	-396
R200	0.0516	-398	0.0516	-398	0.0516	-398	0.0516	-398	0.0516	-398	0.3044	-398	0.3097	-398
R201	0.0516	-400	0.0516	-400	0.0516	-400	0.0516	-400	0.0516	-400	0.3039	-400	0.3096	-400
R202	0.0516	-402	0.0516	-402	0.0516	-402	0.0516	-402	0.0516	-402	0.3034	-402	0.3096	-402
R203	0.0516	-404	0.0516	-404	0.0516	-404	0.0516	-404	0.0516	-404	0.3029	-404	0.3096	-404
R204	0.0516	-406	0.0516	-406	0.0516	-406	0.0516	-406	0.0516	-406	0.3022	-406	0.3095	-406
R205	0.0516	-408	0.0516	-408	0.0516	-408	0.0516	-408	0.0516	-408	0.3014	-408	0.3095	-408
R206	0.0516	-410	0.0516	-410	0.0516	-410	0.0516	-410	0.0516	-410	0.3006	-410	0.3094	-410
R207	0.0516	-412	0.0516	-412	0.0516	-412	0.0516	-412	0.0516	-412	0.2998	-412	0.3094	-412
R208	0.0516	-414	0.0516	-414	0.0516	-414	0.0516	-414	0.0516	-414	0.2989	-414	0.3093	-414
R209	0.0516	-416	0.0516	-416	0.0516	-416	0.0516	-416	0.0516	-416	0.2978	-416	0.3093	-416
R210	0.0516	-418	0.0516	-418	0.0516	-418	0.0516	-418	0.0516	-418	0.2965	-418	0.3092	-418
R211	0.0516	-420	0.0516	-420	0.0516	-420	0.0516	-420	0.0516	-420	0.2952	-420	0.3091	-420
R212	0.0516	-422	0.0516	-422	0.0516	-422	0.0516	-422	0.0516	-422	0.2937	-422	0.3091	-422
R213	0.0516	-424	0.0516	-424	0.0516	-424	0.0516	-424	0.0516	-424	0.2922	-424	0.309	-424
R214	0.0516	-426	0.0516	-426	0.0516	-426	0.0516	-426	0.0516	-426	0.2902	-426	0.3089	-426
R215	0.0516	-428	0.0516	-428	0.0516	-428	0.0516	-428	0.0516	-428	0.288	-428	0.3088	-428
R216	0.0516	-430	0.0516	-430	0.0516	-430	0.0516	-430	0.0516	-430	0.2857	-430	0.3087	-430
R217	0.0516	-432	0.0516	-432	0.0516	-432	0.0516	-432	0.0516	-432	0.283	-432	0.3086	-432
R218	0.0516	-434	0.0516	-434	0.0516	-434	0.0516	-434	0.0516	-434	0.2799	-434	0.3085	-434
R219	0.0516	-436	0.0516	-436	0.0516	-436	0.0516	-436	0.0516	-436	0.2763	-436	0.3084	-436
R220	0.0516	-438	0.0516	-438	0.0516	-438	0.0516	-438	0.0516	-438	0.2722	-438	0.3083	-438
R221	0.0516	-440	0.0516	-440	0.0516	-440	0.0516	-440	0.0516	-440	0.2676	-440	0.3081	-440
R222	0.0516	-442	0.0516	-442	0.0516	-442	0.0516	-442	0.0516	-442	0.2619	-442	0.308	-442
R223	0.0516	-444	0.0516	-444	0.0516	-444	0.0516	-444	0.0516	-444	0.2554	-444	0.3078	-444
R224	0.0516	-446	0.0516	-446	0.0516	-446	0.0516	-446	0.0516	-446	0.2476	-446	0.3076	-446
R225	0.0516	-448	0.0516	-448	0.0516	-448	0.0516	-448	0.0516	-448	0.2383	-448	0.3074	-448
R226	0.0516	-450	0.0516	-450	0.0516	-450	0.0516	-450	0.0516	-450	0.2269	-450	0.3073	-450
R227	0.0516	-452	0.0516	-452	0.0516	-452	0.0516	-452	0.0516	-452	0.2132	-452	0.307	-452
R228	0.0516	-454	0.0516	-454	0.0516	-454	0.0516	-454	0.0516	-454	0.1955	-454	0.3068	-454
R229	0.0516	-456	0.0516	-456	0.0516	-456	0.0516	-456	0.0516	-456	0.1728	-456	0.3065	-456
R230	0.0516	-458	0.0516	-458	0.0516	-458	0.0516	-458	0.0516	-458	0.1433	-458	0.3062	-458
R231	0.0516	-460	0.0516	-460	0.0516	-460	0.0516	-460	0.0516	-460	0.1067	-460	0.3059	-460
R232	0.0516	-462	0.0516	-462	0.0516	-462	0.0516	-462	0.0516	-462	0.0698	-462	0.3056	-462
R233	0.0516	-464	0.0516	-464	0.0516	-464	0.0516	-464	0.0516	-464	0.0535	-464	0.3053	-464
R234	0.0516	-466	0.0516	-466	0.0516	-466	0.0516	-466	0.0516	-466	0.0517	-466	0.3048	-466
R235	0.0516	-468	0.0516	-468	0.0516	-468	0.0516	-468	0.0516	-468	0.0516	-468	0.3044	-468
R236	0.0516	-470	0.0516	-470	0.0516	-470	0.0516	-470	0.0516	-470	0.0516	-470	0.3039	-470
R237	0.0516	-472	0.0516	-472	0.0516	-472	0.0516	-472	0.0516	-472	0.0516	-472	0.3034	-472
R238	0.0516	-474	0.0516	-474	0.0516	-474	0.0516	-474	0.0516	-474	0.0516	-474	0.3029	-474
R239	0.0516	-476	0.0516	-476	0.0516	-476	0.0516	-476	0.0516	-476	0.0516	-476	0.3023	-476
R240	0.0516	-478	0.0516	-478	0.0516	-478	0.0516	-478	0.0516	-478	0.0516	-478	0.3015	-478
R241	0.0516	-480	0.0516	-480	0.0516	-480	0.0516	-480	0.0516	-480	0.0516	-480	0.3008	-480
R242	0.0516	-482	0.0516	-482	0.0516	-482	0.0516	-482	0.0516	-482	0.0516	-482	0.2999	-482
R243	0.0516	-484	0.0516	-484	0.0516	-484	0.0516	-484	0.0516	-484	0.0516	-484	0.2991	-484
R244	0.0516	-486	0.0516	-486	0.0516	-486	0.0516	-486	0.0516	-486	0.0516	-486	0.2981	-486
R245	0.0516	-488	0.0516	-488	0.0516	-488	0.0516	-488	0.0516	-488	0.0516	-488	0.2969	-488
R246	0.0516	-490	0.0516	-490	0.0516	-490	0.0516	-490	0.0516	-490	0.0516	-490	0.2956	-490
R247	0.0516	-492	0.0516	-492	0.0516	-492	0.0516	-492	0.0516	-492	0.0516	-492	0.2942	-492
