R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R33	2.093e-005	-64	0.1696	-64	0.17	-64	0.17	-64	0.17	-64	0.17	-64	0.17	-64
R34	2.093e-005	-66	0.1688	-66	0.17	-66	0.17	-66	0.17	-66	0.17	-66	0.17	-66
R35	2.093e-005	-68	0.1678	-68	0.17	-68	0.17	-68	0.17	-68	0.17	-68	0.17	-68
R36	2.093e-005	-70	0.1667	-70	0.17	-70	0.17	-70	0.17	-70	0.17	-70	0.17	-70
R37	2.093e-005	-72	0.1655	-72	0.17	-72	0.17	-72	0.17	-72	0.17	-72	0.17	-72
R38	2.093e-005	-74	0.1641	-74	0.17	-74	0.17	-74	0.17	-74	0.17	-74	0.17	-74
R39	2.093e-005	-76	0.1627	-76	0.17	-76	0.17	-76	0.17	-76	0.17	-76	0.17	-76
R40	2.093e-005	-78	0.1611	-78	0.17	-78	0.17	-78	0.17	-78	0.17	-78	0.17	-78
R41	2.093e-005	-80	0.1594	-80	0.17	-80	0.17	-80	0.17	-80	0.17	-80	0.17	-80
R42	2.093e-005	-82	0.1576	-82	0.17	-82	0.17	-82	0.17	-82	0.17	-82	0.17	-82
R43	2.093e-005	-84	0.1557	-84	0.17	-84	0.17	-84	0.17	-84	0.17	-84	0.17	-84
R44	2.093e-005	-86	0.1536	-86	0.17	-86	0.17	-86	0.17	-86	0.17	-86	0.17	-86
R45	2.093e-005	-88	0.1514	-88	0.17	-88	0.17	-88	0.17	-88	0.17	-88	0.17	-88
R46	2.093e-005	-90	0.1491	-90	0.17	-90	0.17	-90	0.17	-90	0.17	-90	0.17	-90
R47	2.093e-005	-92	0.1466	-92	0.17	-92	0.17	-92	0.17	-92	0.17	-92	0.17	-92
R48	2.093e-005	-94	0.144	-94	0.17	-94	0.17	-94	0.17	-94	0.17	-94	0.17	-94
R49	2.093e-005	-96	0.1412	-96	0.17	-96	0.17	-96	0.17	-96	0.17	-96	0.17	-96
R50	2.093e-005	-98	0.1383	-98	0.17	-98	0.17	-98	0.17	-98	0.17	-98	0.17	-98
R51	2.093e-005	-100	0.1352	-100	0.17	-100	0.17	-100	0.17	-100	0.17	-100	0.17	-100
R52	2.093e-005	-102	0.1319	-102	0.17	-102	0.17	-102	0.17	-102	0.17	-102	0.17	-102
R53	2.093e-005	-104	0.1284	-104	0.17	-104	0.17	-104	0.17	-104	0.17	-104	0.17	-104
R54	2.093e-005	-106	0.1247	-106	0.17	-106	0.17	-106	0.17	-106	0.17	-106	0.17	-106
R55	2.093e-005	-108	0.1207	-108	0.17	-108	0.17	-108	0.17	-108	0.17	-108	0.17	-108
R56	2.093e-005	-110	0.1165	-110	0.17	-110	0.17	-110	0.17	-110	0.17	-110	0.17	-110
R57	2.093e-005	-112	0.1121	-112	0.17	-112	0.17	-112	0.17	-112	0.17	-112	0.17	-112
R58	2.093e-005	-114	0.1074	-114	0.1699	-114	0.17	-114	0.17	-114	0.17	-114	0.17	-114
R59	2.093e-005	-116	0.1023	-116	0.1696	-116	0.17	-116	0.17	-116	0.17	-116	0.17	-116
R60	2.093e-005	-118	0.09705	-118	0.1691	-118	0.17	-118	0.17	-118	0.17	-118	0.17	-118
R61	2.093e-005	-120	0.09142	-120	0.1686	-120	0.17	-120	0.17	-120	0.17	-120	0.17	-120
R62	2.093e-005	-122	0.08524	-122	0.1681	-122	0.17	-122	0.17	-122	0.17	-122	0.17	-122
R63	2.093e-005	-124	0.07919	-124	0.1675	-124	0.17	-124	0.17	-124	0.17	-124	0.17	-124
R64	2.093e-005	-126	0.07247	-126	0.1669	-126	0.17	-126	0.17	-126	0.17	-126	0.17	-126
R65	2.093e-005	-128	0.06532	-128	0.1662	-128	0.17	-128	0.17	-128	0.17	-128	0.17	-128
R66	2.093e-005	-130	0.05828	-130	0.1654	-130	0.17	-130	0.17	-130	0.17	-130	0.17	-130
R67	2.093e-005	-132	0.05012	-132	0.1647	-132	0.17	-132	0.17	-132	0.17	-132	0.17	-132
R68	2.093e-005	-134	0.04275	-134	0.1638	-134	0.17	-134	0.17	-134	0.17	-134	0.17	-134
R69	2.093e-005	-136	0.03422	-136	0.163	-136	0.17	-136	0.17	-136	0.17	-136	0.17	-136
R70	2.093e-005	-138	0.02673	-138	0.1621	-138	0.17	-138	0.17	-138	0.17	-138	0.17	-138
R71	2.093e-005	-140	0.01843	-140	0.1611	-140	0.17	-140	0.17	-140	0.17	-140	0.17	-140
R72	2.093e-005	-142	0.01146	-142	0.1601	-142	0.17	-142	0.17	-142	0.17	-142	0.17	-142
R73	2.093e-005	-144	0.005697	-144	0.159	-144	0.17	-144	0.17	-144	0.17	-144	0.17	-144
R74	2.093e-005	-146	0.001836	-146	0.1579	-146	0.17	-146	0.17	-146	0.17	-146	0.17	-146
R75	2.093e-005	-148	0.0002828	-148	0.1567	-148	0.17	-148	0.17	-148	0.17	-148	0.17	-148
R76	2.093e-005	-150	3.473e-005	-150	0.1555	-150	0.17	-150	0.17	-150	0.17	-150	0.17	-150
R77	2.093e-005	-152	2.169e-005	-152	0.1542	-152	0.17	-152	0.17	-152	0.17	-152	0.17	-152
R78	2.093e-005	-154	2.096e-005	-154	0.1528	-154	0.17	-154	0.17	-154	0.17	-154	0.17	-154
R79	2.093e-005	-156	2.093e-005	-156	0.1514	-156	0.17	-156	0.17	-156	0.17	-156	0.17	-156
R80	2.093e-005	-158	2.093e-005	-158	0.1499	-158	0.17	-158	0.17	-158	0.17	-158	0.17	-158
R81	2.093e-005	-160	2.093e-005	-160	0.1484	-160	0.17	-160	0.17	-160	0.17	-160	0.17	-160
R82	2.093e-005	-162	2.093e-005	-162	0.1467	-162	0.17	-162	0.17	-162	0.17	-162	0.17	-162
R83	2.093e-005	-164	2.093e-005	-164	0.145	-164	0.17	-164	0.17	-164	0.17	-164	0.17	-164
R84	2.093e-005	-166	2.093e-005	-166	0.1432	-166	0.1699	-166	0.17	-166	0.17	-166	0.17	-166
R85	2.093e-005	-168	2.093e-005	-168	0.1413	-168	0.1697	-168	0.17	-168	0.17	-168	0.17	-168
R86	2.093e-005	-170	2.093e-005	-170	0.1393	-170	0.1694	-170	0.17	-170	0.17	-170	0.17	-170
R87	2.093e-005	-172	2.093e-005	-172	0.1373	-172	0.1691	-172	0.17	-172	0.17	-172	0.17	-172
R88	2.093e-005	-174	2.093e-005	-174	0.135	-174	0.1687	-174	0.17	-174	0.17	-174	0.17	-174
R89	2.093e-005	-176	2.093e-005	-176	0.1327	-176	0.1684	-176	0.17	-176	0.17	-176	0.17	-176
R90	2.093e-005	-178	2.093e-005	-178	0.1303	-178	0.168	-178	0.17	-178	0.17	-178	0.17	-178
R91	2.093e-005	-180	2.093e-005	-180	0.1278	-180	0.1676	-180	0.17	-180	0.17	-180	0.17	-180
R92	2.093e-005	-182	2.093e-005	-182	0.1251	-182	0.1671	-182	0.17	-182	0.17	-182	0.17	-182
R93	2.093e-005	-184	2.093e-005	-184	0.1223	-184	0.1666	-184	0.17	-184	0.17	-184	0.17	-184
R94	2.093e-005	-186	2.093e-005	-186	0.1193	-186	0.1661	-186	0.17	-186	0.17	-186	0.17	-186
R95	2.093e-005	-188	2.093e-005	-188	0.1161	-188	0.1656	-188	0.17	-188	0.17	-188	0.17	-188
R96	2.093e-005	-190	2.093e-005	-190	0.1129	-190	0.1651	-190	0.17	-190	0.17	-190	0.17	-190
R97	2.093e-005	-192	2.093e-005	-192	0.1094	-192	0.1645	-192	0.17	-192	0.17	-192	0.17	-192
R98	2.093e-005	-194	2.093e-005	-194	0.1057	-194	0.1639	-194	0.17	-194	0.17	-194	0.17	-194
R99	2.093e-005	-196	2.093e-005	-196	0.1017	-196	0.1633	-196	0.17	-196	0.17	-196	0.17	-196
R100	2.093e-005	-198	2.093e-005	-198	0.09777	-198	0.1626	-198	0.17	-198	0.17	-198	0.17	-198
R101	2.093e-005	-200	2.093e-005	-200	0.09351	-200	0.1619	-200	0.17	-200	0.17	-200	0.17	-200
R102	2.093e-005	-202	2.093e-005	-202	0.0889	-202	0.1612	-202	0.17	-202	0.17	-202	0.17	-202
R103	2.093e-005	-204	2.093e-005	-204	0.08405	-204	0.1604	-204	0.17	-204	0.17	-204	0.17	-204
R104	2.093e-005	-206	2.093e-005	-206	0.0792	-206	0.1597	-206	0.17	-206	0.17	-206	0.17	-206
R105	2.093e-005	-208	2.093e-005	-208	0.07391	-208	0.1589	-208	0.17	-208	0.17	-208	0.17	-208
R106	2.093e-005	-210	2.093e-005	-210	0.06804	-210	0.158	-210	0.17	-210	0.17	-210	0.17	-210
R107	2.093e-005	-212	2.093e-005	-212	0.06253	-212	0.1571	-212	0.17	-212	0.17	-212	0.17	-212
R108	2.093e-005	-214	2.093e-005	-214	0.05654	-214	0.1562	-214	0.17	-214	0.17	-214	0.17	-214
R109	2.093e-005	-216	2.093e-005	-216	0.04969	-216	0.1552	-216	0.17	-216	0.17	-216	0.17	-216
R110	2.093e-005	-218	2.093e-005	-218	0.04368	-218	0.1542	-218	0.17	-218	0.17	-218	0.17	-218
R111	2.093e-005	-220	2.093e-005	-220	0.03689	-220	0.1532	-220	0.1698	-220	0.17	-220	0.17	-220
R112	2.093e-005	-222	2.093e-005	-222	0.03003	-222	0.1521	-222	0.1696	-222	0.17	-222	0.17	-222
R113	2.093e-005	-224	2.093e-005	-224	0.02353	-224	0.151	-224	0.1694	-224	0.17	-224	0.17	-224
R114	2.093e-005	-226	2.093e-005	-226	0.017	-226	0.1498	-226	0.1692	-226	0.17	-226	0.17	-226
R115	2.093e-005	-228	2.093e-005	-228	0.01068	-228	0.1485	-228	0.169	-228	0.17	-228	0.17	-228
R116	2.093e-005	-230	2.093e-005	-230	0.005878	-230	0.1472	-230	0.1687	-230	0.17	-230	0.17	-230
R117	2.093e-005	-232	2.093e-005	-232	0.002175	-232	0.1459	-232	0.1684	-232	0.17	-232	0.17	-232
R118	2.093e-005	-234	2.093e-005	-234	0.0004982	-234	0.1445	-234	0.1681	-234	0.17	-234	0.17	-234
R119	2.093e-005	-236	2.093e-005	-236	6.239e-005	-236	0.143	-236	0.1678	-236	0.17	-236	0.17	-236
R120	2.093e-005	-238	2.093e-005	-238	2.31e-005	-238	0.1414	-238	0.1675	-238	0.17	-238	0.17	-238
R121	2.093e-005	-240	2.093e-005	-240	2.103e-005	-240	0.1398	-240	0.1671	-240	0.17	-240	0.17	-240
R122	2.093e-005	-242	2.093e-005	-242	2.093e-005	-242	0.1381	-242	0.1667	-242	0.17	-242	0.17	-242
R123	2.093e-005	-244	2.093e-005	-244	2.093e-005	-244	0.1363	-244	0.1664	-244	0.17	-244	0.17	-244
R124	2.093e-005	-246	2.093e-005	-246	2.093e-005	-246	0.1345	-246	0.166	-246	0.17	-246	0.17	-246
R125	2.093e-005	-248	2.093e-005	-248	2.093e-005	-248	0.1325	-248	0.1655	-248	0.17	-248	0.17	-248
R126	2.093e-005	-250	2.093e-005	-250	2.093e-005	-250	0.1305	-250	0.1651	-250	0.17	-250	0.17	-250
R127	2.093e-005	-252	2.093e-005	-252	2.093e-005	-252	0.1283	-252	0.1646	-252	0.17	-252	0.17	-252
R128	2.093e-005	-254	2.093e-005	-254	2.093e-005	-254	0.1261	-254	0.1642	-254	0.17	-254	0.17	-254
R129	2.093e-005	-256	2.093e-005	-256	2.093e-005	-256	0.1237	-256	0.1637	-256	0.17	-256	0.17	-256
R130	2.093e-005	-258	2.093e-005	-258	2.093e-005	-258	0.1213	-258	0.1632	-258	0.17	-258	0.17	-258
R131	2.093e-005	-260	2.093e-005	-260	2.093e-005	-260	0.1187	-260	0.1626	-260	0.17	-260	0.17	-260
R132	2.093e-005	-262	2.093e-005	-262	2.093e-005	-262	0.1159	-262	0.1621	-262	0.17	-262	0.17	-262
R133	2.093e-005	-264	2.093e-005	-264	2.093e-005	-264	0.1131	-264	0.1615	-264	0.17	-264	0.17	-264
R134	2.093e-005	-266	2.093e-005	-266	2.093e-005	-266	0.1101	-266	0.1609	-266	0.17	-266	0.17	-266
R135	2.093e-005	-268	2.093e-005	-268	2.093e-005	-268	0.1069	-268	0.1603	-268	0.17	-268	0.17	-268
R136	2.093e-005	-270	2.093e-005	-270	2.093e-005	-270	0.1036	-270	0.1596	-270	0.17	-270	0.17	-270
R137	2.093e-005	-272	2.093e-005	-272	2.093e-005	-272	0.1001	-272	0.159	-272	0.17	-272	0.17	-272
R138	2.093e-005	-274	2.093e-005	-274	2.093e-005	-274	0.09646	-274	0.1583	-274	0.1699	-274	0.17	-274
R139	2.093e-005	-276	2.093e-005	-276	2.093e-005	-276	0.0926	-276	0.1575	-276	0.1697	-276	0.17	-276
R140	2.093e-005	-278	2.093e-005	-278	2.093e-005	-278	0.08844	-278	0.1568	-278	0.1696	-278	0.17	-278
R141	2.093e-005	-280	2.093e-005	-280	2.093e-005	-280	0.08408	-280	0.156	-280	0.1694	-280	0.17	-280
R142	2.093e-005	-282	2.093e-005	-282	2.093e-005	-282	0.07976	-282	0.1552	-282	0.1692	-282	0.17	-282
R143	2.093e-005	-284	2.093e-005	-284	2.093e-005	-284	0.07505	-284	0.1543	-284	0.169	-284	0.17	-284
R144	2.093e-005	-286	2.093e-005	-286	2.093e-005	-286	0.06988	-286	0.1534	-286	0.1688	-286	0.17	-286
R145	2.093e-005	-288	2.093e-005	-288	2.093e-005	-288	0.06472	-288	0.1525	-288	0.1686	-288	0.17	-288
R146	2.093e-005	-290	2.093e-005	-290	2.093e-005	-290	0.05953	-290	0.1516	-290	0.1683	-290	0.17	-290
R147	2.093e-005	-292	2.093e-005	-292	2.093e-005	-292	0.05371	-292	0.1506	-292	0.1681	-292	0.17	-292
R148	2.093e-005	-294	2.093e-005	-294	2.093e-005	-294	0.04759	-294	0.1495	-294	0.1678	-294	0.17	-294
R149	2.093e-005	-296	2.093e-005	-296	2.093e-005	-296	0.04199	-296	0.1484	-296	0.1675	-296	0.17	-296
R150	2.093e-005	-298	2.093e-005	-298	2.093e-005	-298	0.03546	-298	0.1473	-298	0.1673	-298	0.17	-298
R151	2.093e-005	-300	2.093e-005	-300	2.093e-005	-300	0.02935	-300	0.1461	-300	0.167	-300	0.17	-300
R152	2.093e-005	-302	2.093e-005	-302	2.093e-005	-302	0.02321	-302	0.1449	-302	0.1667	-302	0.17	-302
R153	2.093e-005	-304	2.093e-005	-304	2.093e-005	-304	0.01713	-304	0.1437	-304	0.1663	-304	0.17	-304
R154	2.093e-005	-306	2.093e-005	-306	2.093e-005	-306	0.01132	-306	0.1423	-306	0.166	-306	0.17	-306
R155	2.093e-005	-308	2.093e-005	-308	2.093e-005	-308	0.006675	-308	0.1409	-308	0.1656	-308	0.17	-308
R156	2.093e-005	-310	2.093e-005	-310	2.093e-005	-310	0.002957	-310	0.1395	-310	0.1653	-310	0.17	-310
R157	2.093e-005	-312	2.093e-005	-312	2.093e-005	-312	0.0007514	-312	0.138	-312	0.1649	-312	0.17	-312
R158	2.093e-005	-314	2.093e-005	-314	2.093e-005	-314	9.982e-005	-314	0.1364	-314	0.1645	-314	0.17	-314
R159	2.093e-005	-316	2.093e-005	-316	2.093e-005	-316	2.566e-005	-316	0.1347	-316	0.1641	-316	0.17	-316
R160	2.093e-005	-318	2.093e-005	-318	2.093e-005	-318	2.119e-005	-318	0.133	-318	0.1637	-318	0.17	-318
R161	2.093e-005	-320	2.093e-005	-320	2.093e-005	-320	2.094e-005	-320	0.1312	-320	0.1633	-320	0.17	-320
R162	2.093e-005	-322	2.093e-005	-322	2.093e-005	-322	2.093e-005	-322	0.1293	-322	0.1628	-322	0.17	-322
R163	2.093e-005	-324	2.093e-005	-324	2.093e-005	-324	2.093e-005	-324	0.1273	-324	0.1623	-324	0.17	-324
R164	2.093e-005	-326	2.093e-005	-326	2.093e-005	-326	2.093e-005	-326	0.1253	-326	0.1619	-326	0.17	-326
R165	2.093e-005	-328	2.093e-005	-328	2.093e-005	-328	2.093e-005	-328	0.1231	-328	0.1614	-328	0.1699	-328
R166	2.093e-005	-330	2.093e-005	-330	2.093e-005	-330	2.093e-005	-330	0.1208	-330	0.1608	-330	0.1698	-330
R167	2.093e-005	-332	2.093e-005	-332	2.093e-005	-332	2.093e-005	-332	0.1184	-332	0.1603	-332	0.1697	-332
R168	2.093e-005	-334	2.093e-005	-334	2.093e-005	-334	2.093e-005	-334	0.1159	-334	0.1597	-334	0.1696	-334
R169	2.093e-005	-336	2.093e-005	-336	2.093e-005	-336	2.093e-005	-336	0.1133	-336	0.1592	-336	0.1694	-336
R170	2.093e-005	-338	2.093e-005	-338	2.093e-005	-338	2.093e-005	-338	0.1106	-338	0.1586	-338	0.1693	-338
R171	2.093e-005	-340	2.093e-005	-340	2.093e-005	-340	2.093e-005	-340	0.1077	-340	0.1579	-340	0.1691	-340
R172	2.093e-005	-342	2.093e-005	-342	2.093e-005	-342	2.093e-005	-342	0.1046	-342	0.1573	-342	0.1689	-342
R173	2.093e-005	-344	2.093e-005	-344	2.093e-005	-344	2.093e-005	-344	0.1014	-344	0.1566	-344	0.1688	-344
R174	2.093e-005	-346	2.093e-005	-346	2.093e-005	-346	2.093e-005	-346	0.09813	-346	0.1559	-346	0.1686	-346
R175	2.093e-005	-348	2.093e-005	-348	2.093e-005	-348	2.093e-005	-348	0.09466	-348	0.1552	-348	0.1684	-348
R176	2.093e-005	-350	2.093e-005	-350	2.093e-005	-350	2.093e-005	-350	0.09093	-350	0.1545	-350	0.1682	-350
R177	2.093e-005	-352	2.093e-005	-352	2.093e-005	-352	2.093e-005	-352	0.08693	-352	0.1537	-352	0.1679	-352
R178	2.093e-005	-354	2.093e-005	-354	2.093e-005	-354	2.093e-005	-354	0.08289	-354	0.1529	-354	0.1677	-354
R179	2.093e-005	-356	2.093e-005	-356	2.093e-005	-356	2.093e-005	-356	0.07874	-356	0.152	-356	0.1675	-356
R180	2.093e-005	-358	2.093e-005	-358	2.093e-005	-358	2.093e-005	-358	0.07423	-358	0.1512	-358	0.1672	-358
R181	2.093e-005	-360	2.093e-005	-360	2.093e-005	-360	2.093e-005	-360	0.06928	-360	0.1503	-360	0.167	-360
R182	2.093e-005	-362	2.093e-005	-362	2.093e-005	-362	2.093e-005	-362	0.06444	-362	0.1493	-362	0.1667	-362
R183	2.093e-005	-364	2.093e-005	-364	2.093e-005	-364	2.093e-005	-364	0.0595	-364	0.1483	-364	0.1664	-364
R184	2.093e-005	-366	2.093e-005	-366	2.093e-005	-366	2.093e-005	-366	0.05399	-366	0.1473	-366	0.1662	-366
R185	2.093e-005	-368	2.093e-005	-368	2.093e-005	-368	2.093e-005	-368	0.04807	-368	0.1462	-368	0.1659	-368
R186	2.093e-005	-370	2.093e-005	-370	2.093e-005	-370	2.093e-005	-370	0.04281	-370	0.1451	-370	0.1655	-370
R187	2.093e-005	-372	2.093e-005	-372	2.093e-005	-372	2.093e-005	-372	0.03675	-372	0.144	-372	0.1652	-372
R188	2.093e-005	-374	2.093e-005	-374	2.093e-005	-374	2.093e-005	-374	0.03058	-374	0.1428	-374	0.1649	-374
R189	2.093e-005	-376	2.093e-005	-376	2.093e-005	-376	2.093e-005	-376	0.02499	-376	0.1415	-376	0.1646	-376
R190	2.093e-005	-378	2.093e-005	-378	2.093e-005	-378	2.093e-005	-378	0.01853	-378	0.1402	-378	0.1642	-378
R191	2.093e-005	-380	2.093e-005	-380	2.093e-005	-380	2.093e-005	-380	0.01342	-380	0.1389	-380	0.1639	-380
R192	2.093e-005	-382	2.093e-005	-382	2.093e-005	-382	2.093e-005	-382	0.00839	-382	0.1375	-382	0.1635	-382
R193	2.093e-005	-384	2.093e-005	-384	2.093e-005	-384	2.093e-005	-384	0.004209	-384	0.136	-384	0.1631	-384
R194	2.093e-005	-386	2.093e-005	-386	2.093e-005	-386	2.093e-005	-386	0.001537	-386	0.1344	-386	0.1627	-386
R195	2.093e-005	-388	2.093e-005	-388	2.093e-005	-388	2.093e-005	-388	0.000278	-388	0.1328	-388	0.1623	-388
R196	2.093e-005	-390	2.093e-005	-390	2.093e-005	-390	2.093e-005	-390	3.685e-005	-390	0.1311	-390	0.1618	-390
R197	2.093e-005	-392	2.093e-005	-392	2.093e-005	-392	2.093e-005	-392	2.205e-005	-392	0.1294	-392	0.1614	-392
R198	2.093e-005	-394	2.093e-005	-394	2.093e-005	-394	2.093e-005	-394	2.098e-005	-394	0.1275	-394	0.1609	-394
R199	2.093e-005	-396	2.093e-005	-396	2.093e-005	-396	2.093e-005	-396	2.093e-005	-396	0.1256	-396	0.1604	-396
R200	2.093e-005	-398	2.093e-005	-398	2.093e-005	-398	2.093e-005	-398	2.093e-005	-398	0.1236	-398	0.1599	-398
R201	2.093e-005	-400	2.093e-005	-400	2.093e-005	-400	2.093e-005	-400	2.093e-005	-400	0.1215	-400	0.1594	-400
R202	2.093e-005	-402	2.093e-005	-402	2.093e-005	-402	2.093e-005	-402	2.093e-005	-402	0.1193	-402	0.1589	-402
R203	2.093e-005	-404	2.093e-005	-404	2.093e-005	-404	2.093e-005	-404	2.093e-005	-404	0.117	-404	0.1584	-404
R204	2.093e-005	-406	2.093e-005	-406	2.093e-005	-406	2.093e-005	-406	2.093e-005	-406	0.1146	-406	0.1578	-406
R205	2.093e-005	-408	2.093e-005	-408	2.093e-005	-408	2.093e-005	-408	2.093e-005	-408	0.112	-408	0.1572	-408
R206	2.093e-005	-410	2.093e-005	-410	2.093e-005	-410	2.093e-005	-410	2.093e-005	-410	0.1094	-410	0.1566	-410
R207	2.093e-005	-412	2.093e-005	-412	2.093e-005	-412	2.093e-005	-412	2.093e-005	-412	0.1066	-412	0.156	-412
R208	2.093e-005	-414	2.093e-005	-414	2.093e-005	-414	2.093e-005	-414	2.093e-005	-414	0.1036	-414	0.1553	-414
R209	2.093e-005	-416	2.093e-005	-416	2.093e-005	-416	2.093e-005	-416	2.093e-005	-416	0.1005	-416	0.1546	-416
R210	2.093e-005	-418	2.093e-005	-418	2.093e-005	-418	2.093e-005	-418	2.093e-005	-418	0.09734	-418	0.1539	-418
R211	2.093e-005	-420	2.093e-005	-420	2.093e-005	-420	2.093e-005	-420	2.093e-005	-420	0.09397	-420	0.1532	-420
R212	2.093e-005	-422	2.093e-005	-422	2.093e-005	-422	2.093e-005	-422	2.093e-005	-422	0.09036	-422	0.1524	-422
R213	2.093e-005	-424	2.093e-005	-424	2.093e-005	-424	2.093e-005	-424	2.093e-005	-424	0.08649	-424	0.1516	-424
R214	2.093e-005	-426	2.093e-005	-426	2.093e-005	-426	2.093e-005	-426	2.093e-005	-426	0.08263	-426	0.1508	-426
R215	2.093e-005	-428	2.093e-005	-428	2.093e-005	-428	2.093e-005	-428	2.093e-005	-428	0.07863	-428	0.15	-428
R216	2.093e-005	-430	2.093e-005	-430	2.093e-005	-430	2.093e-005	-430	2.093e-005	-430	0.07429	-430	0.1491	-430
R217	2.093e-005	-432	2.093e-005	-432	2.093e-005	-432	2.093e-005	-432	2.093e-005	-432	0.06953	-432	0.1482	-432
R218	2.093e-005	-434	2.093e-005	-434	2.093e-005	-434	2.093e-005	-434	2.093e-005	-434	0.06483	-434	0.1472	-434
R219	2.093e-005	-436	2.093e-005	-436	2.093e-005	-436	2.093e-005	-436	2.093e-005	-436	0.06011	-436	0.1462	-436
R220	2.093e-005	-438	2.093e-005	-438	2.093e-005	-438	2.093e-005	-438	2.093e-005	-438	0.05487	-438	0.1452	-438
R221	2.093e-005	-440	2.093e-005	-440	2.093e-005	-440	2.093e-005	-440	2.093e-005	-440	0.04896	-440	0.1441	-440
R222	2.093e-005	-442	2.093e-005	-442	2.093e-005	-442	2.093e-005	-442	2.093e-005	-442	0.04399	-442	0.143	-442
R223	2.093e-005	-444	2.093e-005	-444	2.093e-005	-444	2.093e-005	-444	2.093e-005	-444	0.03833	-444	0.1418	-444
R224	2.093e-005	-446	2.093e-005	-446	2.093e-005	-446	2.093e-005	-446	2.093e-005	-446	0.03193	-446	0.1406	-446
R225	2.093e-005	-448	2.093e-005	-448	2.093e-005	-448	2.093e-005	-448	2.093e-005	-448	0.02677	-448	0.1394	-448
R226	2.093e-005	-450	2.093e-005	-450	2.093e-005	-450	2.093e-005	-450	2.093e-005	-450	0.02046	-450	0.1381	-450
