R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R227	2.093e-005	-452	2.093e-005	-452	2.093e-005	-452	2.093e-005	-452	2.093e-005	-452	0.01544	-452	0.1367	-452
R228	2.093e-005	-454	2.093e-005	-454	2.093e-005	-454	2.093e-005	-454	2.093e-005	-454	0.009825	-454	0.1353	-454
R229	2.093e-005	-456	2.093e-005	-456	2.093e-005	-456	2.093e-005	-456	2.093e-005	-456	0.00565	-456	0.1338	-456
R230	2.093e-005	-458	2.093e-005	-458	2.093e-005	-458	2.093e-005	-458	2.093e-005	-458	0.002396	-458	0.1322	-458
R231	2.093e-005	-460	2.093e-005	-460	2.093e-005	-460	2.093e-005	-460	2.093e-005	-460	0.0006431	-460	0.1306	-460
R232	2.093e-005	-462	2.093e-005	-462	2.093e-005	-462	2.093e-005	-462	2.093e-005	-462	8.878e-005	-462	0.1289	-462
R233	2.093e-005	-464	2.093e-005	-464	2.093e-005	-464	2.093e-005	-464	2.093e-005	-464	2.507e-005	-464	0.1272	-464
R234	2.093e-005	-466	2.093e-005	-466	2.093e-005	-466	2.093e-005	-466	2.093e-005	-466	2.116e-005	-466	0.1253	-466
R235	2.093e-005	-468	2.093e-005	-468	2.093e-005	-468	2.093e-005	-468	2.093e-005	-468	2.094e-005	-468	0.1234	-468
R236	2.093e-005	-470	2.093e-005	-470	2.093e-005	-470	2.093e-005	-470	2.093e-005	-470	2.093e-005	-470	0.1214	-470
R237	2.093e-005	-472	2.093e-005	-472	2.093e-005	-472	2.093e-005	-472	2.093e-005	-472	2.093e-005	-472	0.1193	-472
R238	2.093e-005	-474	2.093e-005	-474	2.093e-005	-474	2.093e-005	-474	2.093e-005	-474	2.093e-005	-474	0.117	-474
R239	2.093e-005	-476	2.093e-005	-476	2.093e-005	-476	2.093e-005	-476	2.093e-005	-476	2.093e-005	-476	0.1147	-476
R240	2.093e-005	-478	2.093e-005	-478	2.093e-005	-478	2.093e-005	-478	2.093e-005	-478	2.093e-005	-478	0.1123	-478
R241	2.093e-005	-480	2.093e-005	-480	2.093e-005	-480	2.093e-005	-480	2.093e-005	-480	2.093e-005	-480	0.1098	-480
R242	2.093e-005	-482	2.093e-005	-482	2.093e-005	-482	2.093e-005	-482	2.093e-005	-482	2.093e-005	-482	0.1071	-482
R243	2.093e-005	-484	2.093e-005	-484	2.093e-005	-484	2.093e-005	-484	2.093e-005	-484	2.093e-005	-484	0.1042	-484
R244	2.093e-005	-486	2.093e-005	-486	2.093e-005	-486	2.093e-005	-486	2.093e-005	-486	2.093e-005	-486	0.1013	-486
R245	2.093e-005	-488	2.093e-005	-488	2.093e-005	-488	2.093e-005	-488	2.093e-005	-488	2.093e-005	-488	0.09825	-488
R246	2.093e-005	-490	2.093e-005	-490	2.093e-005	-490	2.093e-005	-490	2.093e-005	-490	2.093e-005	-490	0.09505	-490
R247	2.093e-005	-492	2.093e-005	-492	2.093e-005	-492	2.093e-005	-492	2.093e-005	-492	2.093e-005	-492	0.09163	-492
R248	2.093e-005	-494	2.093e-005	-494	2.093e-005	-494	2.093e-005	-494	2.093e-005	-494	2.093e-005	-494	0.08797	-494
R249	2.093e-005	-496	2.093e-005	-496	2.093e-005	-496	2.093e-005	-496	2.093e-005	-496	2.093e-005	-496	0.08416	-496
R250	2.093e-005	-498	2.093e-005	-498	2.093e-005	-498	2.093e-005	-498	2.093e-005	-498	2.093e-005	-498	0.08039	-498
R251	2.093e-005	-500	2.093e-005	-500	2.093e-005	-500	2.093e-005	-500	2.093e-005	-500	2.093e-005	-500	0.07632	-500
R252	2.093e-005	-502	2.093e-005	-502	2.093e-005	-502	2.093e-005	-502	2.093e-005	-502	2.093e-005	-502	0.07189	-502
R253	2.093e-005	-504	2.093e-005	-504	2.093e-005	-504	2.093e-005	-504	2.093e-005	-504	2.093e-005	-504	0.06706	-504
R254	2.093e-005	-506	2.093e-005	-506	2.093e-005	-506	2.093e-005	-506	2.093e-005	-506	2.093e-005	-506	0.06268	-506
R255	2.093e-005	-508	2.093e-005	-508	2.093e-005	-508	2.093e-005	-508	2.093e-005	-508	2.093e-005	-508	0.05786	-508
R256	2.093e-005	-510	2.093e-005	-510	2.093e-005	-510	2.093e-005	-510	2.093e-005	-510	2.093e-005	-510	0.05247	-510
R257	2.093e-005	-512	2.093e-005	-512	2.093e-005	-512	2.093e-005	-512	2.093e-005	-512	2.093e-005	-512	0.04706	-512
R258	2.093e-005	-514	2.093e-005	-514	2.093e-005	-514	2.093e-005	-514	2.093e-005	-514	2.093e-005	-514	0.04195	-514
R259	2.093e-005	-516	2.093e-005	-516	2.093e-005	-516	2.093e-005	-516	2.093e-005	-516	2.093e-005	-516	0.03606	-516
R260	2.093e-005	-518	2.093e-005	-518	2.093e-005	-518	2.093e-005	-518	2.093e-005	-518	2.093e-005	-518	0.03028	-518
R261	2.093e-005	-520	2.093e-005	-520	2.093e-005	-520	2.093e-005	-520	2.093e-005	-520	2.093e-005	-520	0.0249	-520
R262	2.093e-005	-522	2.093e-005	-522	2.093e-005	-522	2.093e-005	-522	2.093e-005	-522	2.093e-005	-522	0.01866	-522
R263	2.093e-005	-524	2.093e-005	-524	2.093e-005	-524	2.093e-005	-524	2.093e-005	-524	2.093e-005	-524	0.01385	-524
R264	2.093e-005	-526	2.093e-005	-526	2.093e-005	-526	2.093e-005	-526	2.093e-005	-526	2.093e-005	-526	0.008859	-526
R265	2.093e-005	-528	2.093e-005	-528	2.093e-005	-528	2.093e-005	-528	2.093e-005	-528	2.093e-005	-528	0.004593	-528
R266	2.093e-005	-530	2.093e-005	-530	2.093e-005	-530	2.093e-005	-530	2.093e-005	-530	2.093e-005	-530	0.001824	-530
R267	2.093e-005	-532	2.093e-005	-532	2.093e-005	-532	2.093e-005	-532	2.093e-005	-532	2.093e-005	-532	0.0004287	-532
R268	2.093e-005	-534	2.093e-005	-534	2.093e-005	-534	2.093e-005	-534	2.093e-005	-534	2.093e-005	-534	5.99e-005	-534
R269	2.093e-005	-536	2.093e-005	-536	2.093e-005	-536	2.093e-005	-536	2.093e-005	-536	2.093e-005	-536	2.323e-005	-536
R270	2.093e-005	-538	2.093e-005	-538	2.093e-005	-538	2.093e-005	-538	2.093e-005	-538	2.093e-005	-538	2.105e-005	-538
R271	2.093e-005	-540	2.093e-005	-540	2.093e-005	-540	2.093e-005	-540	2.093e-005	-540	2.093e-005	-540	2.093e-005	-540
R272	2.093e-005	-542	2.093e-005	-542	2.093e-005	-542	2.093e-005	-542	2.093e-005	-542	2.093e-005	-542	2.093e-005	-542
R273	2.093e-005	-544	2.093e-005	-544	2.093e-005	-544	2.093e-005	-544	2.093e-005	-544	2.093e-005	-544	2.093e-005	-544
R274	2.093e-005	-546	2.093e-005	-546	2.093e-005	-546	2.093e-005	-546	2.093e-005	-546	2.093e-005	-546	2.093e-005	-546
R275	2.093e-005	-548	2.093e-005	-548	2.093e-005	-548	2.093e-005	-548	2.093e-005	-548	2.093e-005	-548	2.093e-005	-548
R276	2.093e-005	-550	2.093e-005	-550	2.093e-005	-550	2.093e-005	-550	2.093e-005	-550	2.093e-005	-550	2.093e-005	-550
R277	2.093e-005	-552	2.093e-005	-552	2.093e-005	-552	2.093e-005	-552	2.093e-005	-552	2.093e-005	-552	2.093e-005	-552
R278	2.093e-005	-554	2.093e-005	-554	2.093e-005	-554	2.093e-005	-554	2.093e-005	-554	2.093e-005	-554	2.093e-005	-554
R279	2.093e-005	-556	2.093e-005	-556	2.093e-005	-556	2.093e-005	-556	2.093e-005	-556	2.093e-005	-556	2.093e-005	-556
R280	2.093e-005	-558	2.093e-005	-558	2.093e-005	-558	2.093e-005	-558	2.093e-005	-558	2.093e-005	-558	2.093e-005	-558
R281	2.093e-005	-560	2.093e-005	-560	2.093e-005	-560	2.093e-005	-560	2.093e-005	-560	2.093e-005	-560	2.093e-005	-560
R282	2.093e-005	-562	2.093e-005	-562	2.093e-005	-562	2.093e-005	-562	2.093e-005	-562	2.093e-005	-562	2.093e-005	-562
R283	2.093e-005	-564	2.093e-005	-564	2.093e-005	-564	2.093e-005	-564	2.093e-005	-564	2.093e-005	-564	2.093e-005	-564
R284	2.093e-005	-566	2.093e-005	-566	2.093e-005	-566	2.093e-005	-566	2.093e-005	-566	2.093e-005	-566	2.093e-005	-566
R285	2.093e-005	-568	2.093e-005	-568	2.093e-005	-568	2.093e-005	-568	2.093e-005	-568	2.093e-005	-568	2.093e-005	-568
R286	2.093e-005	-570	2.093e-005	-570	2.093e-005	-570	2.093e-005	-570	2.093e-005	-570	2.093e-005	-570	2.093e-005	-570
R287	2.093e-005	-572	2.093e-005	-572	2.093e-005	-572	2.093e-005	-572	2.093e-005	-572	2.093e-005	-572	2.093e-005	-572
R288	2.093e-005	-574	2.093e-005	-574	2.093e-005	-574	2.093e-005	-574	2.093e-005	-574	2.093e-005	-574	2.093e-005	-574
R289	2.093e-005	-576	2.093e-005	-576	2.093e-005	-576	2.093e-005	-576	2.093e-005	-576	2.093e-005	-576	2.093e-005	-576
R290	2.093e-005	-578	2.093e-005	-578	2.093e-005	-578	2.093e-005	-578	2.093e-005	-578	2.093e-005	-578	2.093e-005	-578
R291	2.093e-005	-580	2.093e-005	-580	2.093e-005	-580	2.093e-005	-580	2.093e-005	-580	2.093e-005	-580	2.093e-005	-580
R292	2.093e-005	-582	2.093e-005	-582	2.093e-005	-582	2.093e-005	-582	2.093e-005	-582	2.093e-005	-582	2.093e-005	-582
R293	2.093e-005	-584	2.093e-005	-584	2.093e-005	-584	2.093e-005	-584	2.093e-005	-584	2.093e-005	-584	2.093e-005	-584
R294	2.093e-005	-586	2.093e-005	-586	2.093e-005	-586	2.093e-005	-586	2.093e-005	-586	2.093e-005	-586	2.093e-005	-586
R295	2.093e-005	-588	2.093e-005	-588	2.093e-005	-588	2.093e-005	-588	2.093e-005	-588	2.093e-005	-588	2.093e-005	-588
R296	2.093e-005	-590	2.093e-005	-590	2.093e-005	-590	2.093e-005	-590	2.093e-005	-590	2.093e-005	-590	2.093e-005	-590
R297	2.093e-005	-592	2.093e-005	-592	2.093e-005	-592	2.093e-005	-592	2.093e-005	-592	2.093e-005	-592	2.093e-005	-592
R298	2.093e-005	-594	2.093e-005	-594	2.093e-005	-594	2.093e-005	-594	2.093e-005	-594	2.093e-005	-594	2.093e-005	-594
R299	2.093e-005	-596	2.093e-005	-596	2.093e-005	-596	2.093e-005	-596	2.093e-005	-596	2.093e-005	-596	2.093e-005	-596
R300	2.093e-005	-598	2.093e-005	-598	2.093e-005	-598	2.093e-005	-598	2.093e-005	-598	2.093e-005	-598	2.093e-005	-598
R301	2.093e-005	-600	2.093e-005	-600	2.093e-005	-600	2.093e-005	-600	2.093e-005	-600	2.093e-005	-600	2.093e-005	-600
