R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R21	-500	-40	9.005	-40	16.156	-40	18.923	-40	20.397	-40	21.311	-40	21.931	-40
R22	-500	-42	8.205	-42	15.714	-42	18.619	-42	20.167	-42	21.126	-42	21.777	-42
R23	-500	-44	7.406	-44	15.272	-44	18.315	-44	19.937	-44	20.942	-44	21.624	-44
R24	-500	-46	6.606	-46	14.83	-46	18.011	-46	19.707	-46	20.757	-46	21.47	-46
R25	-500	-48	5.806	-48	14.388	-48	17.707	-48	19.476	-48	20.573	-48	21.317	-48
R26	-500	-50	5.007	-50	13.946	-50	17.404	-50	19.246	-50	20.388	-50	21.163	-50
R27	-500	-52	4.207	-52	13.503	-52	17.1	-52	19.016	-52	20.204	-52	21.01	-52
R28	-500	-54	3.407	-54	13.061	-54	16.796	-54	18.786	-54	20.019	-54	20.856	-54
R29	-500	-56	2.607	-56	12.619	-56	16.492	-56	18.556	-56	19.835	-56	20.703	-56
R30	-500	-58	1.808	-58	12.177	-58	16.188	-58	18.326	-58	19.65	-58	20.549	-58
R31	-500	-60	1.008	-60	11.735	-60	15.884	-60	18.095	-60	19.466	-60	20.396	-60
R32	-500	-62	0.208	-62	11.292	-62	15.58	-62	17.865	-62	19.281	-62	20.243	-62
R33	-500	-64	-0.595	-64	10.85	-64	15.277	-64	17.635	-64	19.097	-64	20.089	-64
R34	-500	-66	-1.408	-66	10.408	-66	14.973	-66	17.405	-66	18.913	-66	19.936	-66
R35	-500	-68	-2.235	-68	9.966	-68	14.669	-68	17.175	-68	18.728	-68	19.782	-68
R36	-500	-70	-3.08	-70	9.524	-70	14.365	-70	16.945	-70	18.544	-70	19.629	-70
R37	-500	-72	-3.945	-72	9.082	-72	14.061	-72	16.715	-72	18.359	-72	19.475	-72
R38	-500	-74	-4.832	-74	8.639	-74	13.757	-74	16.484	-74	18.175	-74	19.322	-74
R39	-500	-76	-5.744	-76	8.197	-76	13.453	-76	16.254	-76	17.99	-76	19.168	-76
R40	-500	-78	-6.682	-78	7.755	-78	13.15	-78	16.024	-78	17.806	-78	19.015	-78
R41	-500	-80	-7.65	-80	7.313	-80	12.846	-80	15.794	-80	17.621	-80	18.861	-80
R42	-500	-82	-8.65	-82	6.871	-82	12.542	-82	15.564	-82	17.437	-82	18.708	-82
R43	-500	-84	-9.684	-84	6.428	-84	12.238	-84	15.334	-84	17.252	-84	18.554	-84
R44	-500	-86	-10.756	-86	5.986	-86	11.934	-86	15.104	-86	17.068	-86	18.401	-86
R45	-500	-88	-11.869	-88	5.544	-88	11.63	-88	14.873	-88	16.883	-88	18.247	-88
R46	-500	-90	-13.027	-90	5.102	-90	11.326	-90	14.643	-90	16.699	-90	18.094	-90
R47	-500	-92	-14.233	-92	4.66	-92	11.023	-92	14.413	-92	16.514	-92	17.941	-92
R48	-500	-94	-15.492	-94	4.218	-94	10.719	-94	14.183	-94	16.33	-94	17.787	-94
R49	-500	-96	-16.808	-96	3.775	-96	10.415	-96	13.953	-96	16.145	-96	17.634	-96
R50	-500	-98	-18.188	-98	3.333	-98	10.111	-98	13.723	-98	15.961	-98	17.48	-98
R51	-500	-100	-19.638	-100	2.891	-100	9.807	-100	13.492	-100	15.777	-100	17.327	-100
R52	-500	-102	-21.164	-102	2.449	-102	9.503	-102	13.262	-102	15.592	-102	17.173	-102
R53	-500	-104	-22.774	-104	2.007	-104	9.199	-104	13.032	-104	15.408	-104	17.02	-104
R54	-500	-106	-24.48	-106	1.564	-106	8.896	-106	12.802	-106	15.223	-106	16.866	-106
R55	-500	-108	-26.289	-108	1.122	-108	8.592	-108	12.572	-108	15.039	-108	16.713	-108
R56	-500	-110	-28.216	-110	0.68	-110	8.288	-110	12.342	-110	14.854	-110	16.559	-110
R57	-500	-112	-30.275	-112	0.238	-112	7.984	-112	12.112	-112	14.67	-112	16.406	-112
R58	-500	-114	-32.481	-114	-0.205	-114	7.68	-114	11.881	-114	14.485	-114	16.252	-114
R59	-500	-116	-34.861	-116	-0.651	-116	7.376	-116	11.651	-116	14.301	-116	16.099	-116
R60	-500	-118	-37.435	-118	-1.102	-118	7.072	-118	11.421	-118	14.116	-118	15.945	-118
R61	-500	-120	-40.234	-120	-1.561	-120	6.769	-120	11.191	-120	13.932	-120	15.792	-120
R62	-500	-122	-43.306	-122	-2.026	-122	6.465	-122	10.961	-122	13.747	-122	15.639	-122
R63	-500	-124	-46.689	-124	-2.5	-124	6.161	-124	10.731	-124	13.563	-124	15.485	-124
R64	-500	-126	-50.444	-126	-2.983	-126	5.857	-126	10.501	-126	13.378	-126	15.332	-126
R65	-500	-128	-54.676	-128	-3.476	-128	5.553	-128	10.27	-128	13.194	-128	15.178	-128
R66	-500	-130	-59.475	-130	-3.98	-130	5.249	-130	10.04	-130	13.01	-130	15.025	-130
R67	-500	-132	-65.029	-132	-4.494	-132	4.945	-132	9.81	-132	12.825	-132	14.871	-132
R68	-500	-134	-71.561	-134	-5.021	-134	4.642	-134	9.58	-134	12.641	-134	14.718	-134
R69	-500	-136	-79.421	-136	-5.561	-136	4.338	-136	9.35	-136	12.456	-136	14.564	-136
R70	-500	-138	-89.185	-138	-6.114	-138	4.034	-138	9.12	-138	12.272	-138	14.411	-138
R71	-500	-140	-101.825	-140	-6.682	-140	3.73	-140	8.889	-140	12.087	-140	14.257	-140
R72	-500	-142	-119.644	-142	-7.265	-142	3.426	-142	8.659	-142	11.903	-142	14.104	-142
R73	-500	-144	-146.861	-144	-7.864	-144	3.122	-144	8.429	-144	11.718	-144	13.95	-144
R74	-500	-146	-194.428	-146	-8.481	-146	2.818	-146	8.199	-146	11.534	-146	13.797	-146
R75	-500	-148	-290.171	-148	-9.116	-148	2.515	-148	7.969	-148	11.349	-148	13.643	-148
R76	-500	-150	-443.261	-150	-9.771	-150	2.211	-150	7.739	-150	11.165	-150	13.49	-150
R77	-500	-152	-496.887	-152	-10.446	-152	1.907	-152	7.509	-152	10.98	-152	13.337	-152
R78	-500	-154	-499.871	-154	-11.144	-154	1.603	-154	7.278	-154	10.796	-154	13.183	-154
R79	-500	-156	-499.995	-156	-11.865	-156	1.299	-156	7.048	-156	10.611	-156	13.03	-156
R80	-500	-158	-500	-158	-12.611	-158	0.995	-158	6.818	-158	10.427	-158	12.876	-158
R81	-500	-160	-500	-160	-13.383	-160	0.691	-160	6.588	-160	10.242	-160	12.723	-160
R82	-500	-162	-500	-162	-14.184	-162	0.388	-162	6.358	-162	10.058	-162	12.569	-162
R83	-500	-164	-500	-164	-15.015	-164	0.084	-164	6.128	-164	9.874	-164	12.416	-164
R84	-500	-166	-500	-166	-15.879	-166	-0.221	-166	5.898	-166	9.689	-166	12.262	-166
R85	-500	-168	-500	-168	-16.777	-168	-0.528	-168	5.667	-168	9.505	-168	12.109	-168
R86	-500	-170	-500	-170	-17.713	-170	-0.838	-170	5.437	-170	9.32	-170	11.955	-170
R87	-500	-172	-500	-172	-18.689	-172	-1.152	-172	5.207	-172	9.136	-172	11.802	-172
R88	-500	-174	-500	-174	-19.708	-174	-1.471	-174	4.977	-174	8.951	-174	11.648	-174
R89	-500	-176	-500	-176	-20.773	-176	-1.794	-176	4.747	-176	8.767	-176	11.495	-176
R90	-500	-178	-500	-178	-21.888	-178	-2.123	-178	4.517	-178	8.582	-178	11.341	-178
R91	-500	-180	-500	-180	-23.058	-180	-2.457	-180	4.286	-180	8.398	-180	11.188	-180
R92	-500	-182	-500	-182	-24.287	-182	-2.797	-182	4.056	-182	8.213	-182	11.035	-182
R93	-500	-184	-500	-184	-25.581	-184	-3.144	-184	3.826	-184	8.029	-184	10.881	-184
R94	-500	-186	-500	-186	-26.944	-186	-3.498	-186	3.596	-186	7.844	-186	10.728	-186
R95	-500	-188	-500	-188	-28.387	-188	-3.858	-188	3.366	-188	7.66	-188	10.574	-188
R96	-500	-190	-500	-190	-29.914	-190	-4.226	-190	3.136	-190	7.475	-190	10.421	-190
R97	-500	-192	-500	-192	-31.534	-192	-4.602	-192	2.906	-192	7.291	-192	10.267	-192
R98	-500	-194	-500	-194	-33.26	-194	-4.987	-194	2.675	-194	7.106	-194	10.114	-194
R99	-500	-196	-500	-196	-35.105	-196	-5.38	-196	2.445	-196	6.922	-196	9.96	-196
R100	-500	-198	-500	-198	-37.08	-198	-5.782	-198	2.215	-198	6.738	-198	9.807	-198
R101	-500	-200	-500	-200	-39.199	-200	-6.195	-200	1.985	-200	6.553	-200	9.653	-200
R102	-500	-202	-500	-202	-41.488	-202	-6.617	-202	1.755	-202	6.369	-202	9.5	-202
R103	-500	-204	-500	-204	-43.977	-204	-7.05	-204	1.525	-204	6.184	-204	9.346	-204
R104	-500	-206	-500	-206	-46.685	-206	-7.494	-206	1.295	-206	6	-206	9.193	-206
R105	-500	-208	-500	-208	-49.646	-208	-7.95	-208	1.064	-208	5.815	-208	9.039	-208
R106	-500	-210	-500	-210	-52.93	-210	-8.419	-210	0.834	-210	5.631	-210	8.886	-210
R107	-500	-212	-500	-212	-56.586	-212	-8.901	-212	0.604	-212	5.446	-212	8.733	-212
R108	-500	-214	-500	-214	-60.67	-214	-9.396	-214	0.374	-214	5.262	-214	8.579	-214
R109	-500	-216	-500	-216	-65.339	-216	-9.906	-216	0.144	-216	5.077	-216	8.426	-216
R110	-500	-218	-500	-218	-70.72	-218	-10.431	-218	-0.087	-218	4.893	-218	8.272	-218
R111	-500	-220	-500	-220	-76.983	-220	-10.973	-220	-0.318	-220	4.708	-220	8.119	-220
R112	-500	-222	-500	-222	-84.513	-222	-11.531	-222	-0.552	-222	4.524	-222	7.965	-222
R113	-500	-224	-500	-224	-93.765	-224	-12.107	-224	-0.788	-224	4.339	-224	7.812	-224
R114	-500	-226	-500	-226	-105.523	-226	-12.702	-226	-1.027	-226	4.155	-226	7.658	-226
R115	-500	-228	-500	-228	-121.612	-228	-13.318	-228	-1.269	-228	3.971	-228	7.505	-228
R116	-500	-230	-500	-230	-145.703	-230	-13.954	-230	-1.514	-230	3.786	-230	7.351	-230
R117	-500	-232	-500	-232	-185.172	-232	-14.613	-232	-1.764	-232	3.602	-232	7.198	-232
R118	-500	-234	-500	-234	-263.084	-234	-15.296	-234	-2.017	-234	3.417	-234	7.044	-234
R119	-500	-236	-500	-236	-404.757	-236	-16.003	-236	-2.274	-236	3.233	-236	6.891	-236
R120	-500	-238	-500	-238	-491.324	-238	-16.738	-238	-2.535	-238	3.048	-238	6.737	-238
R121	-500	-240	-500	-240	-499.579	-240	-17.501	-240	-2.801	-240	2.864	-240	6.584	-240
R122	-500	-242	-500	-242	-499.981	-242	-18.294	-242	-3.072	-242	2.679	-242	6.431	-242
R123	-500	-244	-500	-244	-499.999	-244	-19.12	-244	-3.349	-244	2.495	-244	6.277	-244
R124	-500	-246	-500	-246	-500	-246	-19.981	-246	-3.63	-246	2.31	-246	6.124	-246
R125	-500	-248	-500	-248	-500	-248	-20.879	-248	-3.917	-248	2.126	-248	5.97	-248
R126	-500	-250	-500	-250	-500	-250	-21.817	-250	-4.21	-250	1.941	-250	5.817	-250
R127	-500	-252	-500	-252	-500	-252	-22.797	-252	-4.508	-252	1.757	-252	5.663	-252
R128	-500	-254	-500	-254	-500	-254	-23.825	-254	-4.814	-254	1.572	-254	5.51	-254
R129	-500	-256	-500	-256	-500	-256	-24.902	-256	-5.125	-256	1.388	-256	5.356	-256
R130	-500	-258	-500	-258	-500	-258	-26.033	-258	-5.444	-258	1.203	-258	5.203	-258
R131	-500	-260	-500	-260	-500	-260	-27.222	-260	-5.77	-260	1.019	-260	5.049	-260
R132	-500	-262	-500	-262	-500	-262	-28.477	-262	-6.104	-262	0.835	-262	4.896	-262
R133	-500	-264	-500	-264	-500	-264	-29.8	-264	-6.446	-264	0.65	-264	4.742	-264
R134	-500	-266	-500	-266	-500	-266	-31.199	-266	-6.796	-266	0.466	-266	4.589	-266
R135	-500	-268	-500	-268	-500	-268	-32.681	-268	-7.154	-268	0.281	-268	4.435	-268
R136	-500	-270	-500	-270	-500	-270	-34.257	-270	-7.522	-270	0.097	-270	4.282	-270
R137	-500	-272	-500	-272	-500	-272	-35.939	-272	-7.899	-272	-0.088	-272	4.129	-272
R138	-500	-274	-500	-274	-500	-274	-37.732	-274	-8.286	-274	-0.274	-274	3.975	-274
R139	-500	-276	-500	-276	-500	-276	-39.652	-276	-8.684	-276	-0.461	-276	3.822	-276
R140	-500	-278	-500	-278	-500	-278	-41.719	-278	-9.092	-278	-0.65	-278	3.668	-278
R141	-500	-280	-500	-280	-500	-280	-43.957	-280	-9.512	-280	-0.841	-280	3.515	-280
R142	-500	-282	-500	-282	-500	-282	-46.378	-282	-9.943	-282	-1.034	-282	3.361	-282
R143	-500	-284	-500	-284	-500	-284	-49.008	-284	-10.387	-284	-1.23	-284	3.208	-284
R144	-500	-286	-500	-286	-500	-286	-51.899	-286	-10.845	-286	-1.429	-286	3.054	-286
R145	-500	-288	-500	-288	-500	-288	-55.097	-288	-11.316	-288	-1.631	-288	2.901	-288
R146	-500	-290	-500	-290	-500	-290	-58.636	-290	-11.801	-290	-1.835	-290	2.747	-290
R147	-500	-292	-500	-292	-500	-292	-62.599	-292	-12.302	-292	-2.043	-292	2.594	-292
R148	-500	-294	-500	-294	-500	-294	-67.121	-294	-12.818	-294	-2.254	-294	2.44	-294
R149	-500	-296	-500	-296	-500	-296	-72.292	-296	-13.352	-296	-2.468	-296	2.287	-296
R150	-500	-298	-500	-298	-500	-298	-78.316	-298	-13.903	-298	-2.686	-298	2.133	-298
R151	-500	-300	-500	-300	-500	-300	-85.518	-300	-14.473	-300	-2.908	-300	1.98	-300
R152	-500	-302	-500	-302	-500	-302	-94.279	-302	-15.063	-302	-3.134	-302	1.827	-302
R153	-500	-304	-500	-304	-500	-304	-105.347	-304	-15.673	-304	-3.364	-304	1.673	-304
R154	-500	-306	-500	-306	-500	-306	-120.27	-306	-16.306	-306	-3.599	-306	1.52	-306
R155	-500	-308	-500	-308	-500	-308	-141.784	-308	-16.962	-308	-3.838	-308	1.366	-308
R156	-500	-310	-500	-310	-500	-310	-175.517	-310	-17.643	-310	-4.081	-310	1.213	-310
R157	-500	-312	-500	-312	-500	-312	-236.219	-312	-18.351	-312	-4.33	-312	1.059	-312
R158	-500	-314	-500	-314	-500	-314	-357.879	-314	-19.086	-314	-4.584	-314	0.906	-314
R159	-500	-316	-500	-316	-500	-316	-479.68	-316	-19.851	-316	-4.843	-316	0.752	-316
R160	-500	-318	-500	-318	-500	-318	-498.877	-318	-20.648	-318	-5.107	-318	0.599	-318
R161	-500	-320	-500	-320	-500	-320	-499.945	-320	-21.479	-320	-5.378	-320	0.445	-320
R162	-500	-322	-500	-322	-500	-322	-499.997	-322	-22.346	-322	-5.654	-322	0.292	-322
R163	-500	-324	-500	-324	-500	-324	-500	-324	-23.253	-324	-5.937	-324	0.138	-324
R164	-500	-326	-500	-326	-500	-326	-500	-326	-24.2	-326	-6.226	-326	-0.015	-326
R165	-500	-328	-500	-328	-500	-328	-500	-328	-25.193	-328	-6.522	-328	-0.169	-328
R166	-500	-330	-500	-330	-500	-330	-500	-330	-26.233	-330	-6.824	-330	-0.324	-330
R167	-500	-332	-500	-332	-500	-332	-500	-332	-27.327	-332	-7.135	-332	-0.481	-332
R168	-500	-334	-500	-334	-500	-334	-500	-334	-28.479	-334	-7.453	-334	-0.639	-334
R169	-500	-336	-500	-336	-500	-336	-500	-336	-29.691	-336	-7.779	-336	-0.798	-336
R170	-500	-338	-500	-338	-500	-338	-500	-338	-30.969	-338	-8.113	-338	-0.96	-338
R171	-500	-340	-500	-340	-500	-340	-500	-340	-32.321	-340	-8.456	-340	-1.124	-340
R172	-500	-342	-500	-342	-500	-342	-500	-342	-33.754	-342	-8.808	-342	-1.289	-342
R173	-500	-344	-500	-344	-500	-344	-500	-344	-35.279	-344	-9.17	-344	-1.457	-344
R174	-500	-346	-500	-346	-500	-346	-500	-346	-36.901	-346	-9.541	-346	-1.628	-346
R175	-500	-348	-500	-348	-500	-348	-500	-348	-38.629	-348	-9.923	-348	-1.801	-348
R176	-500	-350	-500	-350	-500	-350	-500	-350	-40.48	-350	-10.315	-350	-1.976	-350
R177	-500	-352	-500	-352	-500	-352	-500	-352	-42.472	-352	-10.719	-352	-2.155	-352
R178	-500	-354	-500	-354	-500	-354	-500	-354	-44.624	-354	-11.135	-354	-2.336	-354
R179	-500	-356	-500	-356	-500	-356	-500	-356	-46.947	-356	-11.563	-356	-2.52	-356
R180	-500	-358	-500	-358	-500	-358	-500	-358	-49.47	-358	-12.004	-358	-2.707	-358
R181	-500	-360	-500	-360	-500	-360	-500	-360	-52.237	-360	-12.459	-360	-2.898	-360
R182	-500	-362	-500	-362	-500	-362	-500	-362	-55.291	-362	-12.928	-362	-3.092	-362
R183	-500	-364	-500	-364	-500	-364	-500	-364	-58.658	-364	-13.412	-364	-3.289	-364
R184	-500	-366	-500	-366	-500	-366	-500	-366	-62.414	-366	-13.911	-366	-3.49	-366
R185	-500	-368	-500	-368	-500	-368	-500	-368	-66.683	-368	-14.428	-368	-3.695	-368
R186	-500	-370	-500	-370	-500	-370	-500	-370	-71.54	-370	-14.962	-370	-3.903	-370
R187	-500	-372	-500	-372	-500	-372	-500	-372	-77.135	-372	-15.514	-372	-4.116	-372
R188	-500	-374	-500	-374	-500	-374	-500	-374	-83.777	-374	-16.085	-374	-4.333	-374
R189	-500	-376	-500	-376	-500	-376	-500	-376	-91.756	-376	-16.678	-376	-4.555	-376
R190	-500	-378	-500	-378	-500	-378	-500	-378	-101.73	-378	-17.291	-378	-4.781	-378
R191	-500	-380	-500	-380	-500	-380	-500	-380	-114.814	-380	-17.928	-380	-5.012	-380
R192	-500	-382	-500	-382	-500	-382	-500	-382	-132.5	-382	-18.589	-382	-5.247	-382
R193	-500	-384	-500	-384	-500	-384	-500	-384	-159.102	-384	-19.276	-384	-5.488	-384
R194	-500	-386	-500	-386	-500	-386	-500	-386	-204.832	-386	-19.991	-386	-5.734	-386
R195	-500	-388	-500	-388	-500	-388	-500	-388	-291.265	-388	-20.734	-388	-5.986	-388
R196	-500	-390	-500	-390	-500	-390	-500	-390	-432.487	-390	-21.508	-390	-6.243	-390
R197	-500	-392	-500	-392	-500	-392	-500	-392	-495.165	-392	-22.316	-392	-6.506	-392
R198	-500	-394	-500	-394	-500	-394	-500	-394	-499.748	-394	-23.159	-394	-6.776	-394
R199	-500	-396	-500	-396	-500	-396	-500	-396	-499.987	-396	-24.04	-396	-7.052	-396
R200	-500	-398	-500	-398	-500	-398	-500	-398	-499.999	-398	-24.961	-398	-7.334	-398
R201	-500	-400	-500	-400	-500	-400	-500	-400	-500	-400	-25.925	-400	-7.624	-400
R202	-500	-402	-500	-402	-500	-402	-500	-402	-500	-402	-26.937	-402	-7.92	-402
R203	-500	-404	-500	-404	-500	-404	-500	-404	-500	-404	-28	-404	-8.225	-404
R204	-500	-406	-500	-406	-500	-406	-500	-406	-500	-406	-29.119	-406	-8.537	-406
R205	-500	-408	-500	-408	-500	-408	-500	-408	-500	-408	-30.296	-408	-8.857	-408
R206	-500	-410	-500	-410	-500	-410	-500	-410	-500	-410	-31.538	-410	-9.186	-410
R207	-500	-412	-500	-412	-500	-412	-500	-412	-500	-412	-32.851	-412	-9.524	-412
R208	-500	-414	-500	-414	-500	-414	-500	-414	-500	-414	-34.243	-414	-9.87	-414
R209	-500	-416	-500	-416	-500	-416	-500	-416	-500	-416	-35.723	-416	-10.227	-416
R210	-500	-418	-500	-418	-500	-418	-500	-418	-500	-418	-37.295	-418	-10.594	-418
R211	-500	-420	-500	-420	-500	-420	-500	-420	-500	-420	-38.969	-420	-10.971	-420
R212	-500	-422	-500	-422	-500	-422	-500	-422	-500	-422	-40.761	-422	-11.359	-422
R213	-500	-424	-500	-424	-500	-424	-500	-424	-500	-424	-42.688	-424	-11.759	-424
R214	-500	-426	-500	-426	-500	-426	-500	-426	-500	-426	-44.767	-426	-12.17	-426
R215	-500	-428	-500	-428	-500	-428	-500	-428	-500	-428	-47.007	-428	-12.595	-428
R216	-500	-430	-500	-430	-500	-430	-500	-430	-500	-430	-49.435	-430	-13.032	-430
R217	-500	-432	-500	-432	-500	-432	-500	-432	-500	-432	-52.093	-432	-13.483	-432
R218	-500	-434	-500	-434	-500	-434	-500	-434	-500	-434	-55.02	-434	-13.949	-434
R219	-500	-436	-500	-436	-500	-436	-500	-436	-500	-436	-58.237	-436	-14.43	-436
R220	-500	-438	-500	-438	-500	-438	-500	-438	-500	-438	-61.808	-438	-14.928	-438
R221	-500	-440	-500	-440	-500	-440	-500	-440	-500	-440	-65.856	-440	-15.442	-440
R222	-500	-442	-500	-442	-500	-442	-500	-442	-500	-442	-70.443	-442	-15.973	-442
R223	-500	-444	-500	-444	-500	-444	-500	-444	-500	-444	-75.666	-444	-16.524	-444
R224	-500	-446	-500	-446	-500	-446	-500	-446	-500	-446	-81.832	-446	-17.094	-446
R225	-500	-448	-500	-448	-500	-448	-500	-448	-500	-448	-89.178	-448	-17.685	-448
R226	-500	-450	-500	-450	-500	-450	-500	-450	-500	-450	-98.164	-450	-18.298	-450
R227	-500	-452	-500	-452	-500	-452	-500	-452	-500	-452	-109.555	-452	-18.935	-452
R228	-500	-454	-500	-454	-500	-454	-500	-454	-500	-454	-124.639	-454	-19.596	-454
R229	-500	-456	-500	-456	-500	-456	-500	-456	-500	-456	-146.966	-456	-20.283	-456
R230	-500	-458	-500	-458	-500	-458	-500	-458	-500	-458	-182.49	-458	-20.998	-458
R231	-500	-460	-500	-460	-500	-460	-500	-460	-500	-460	-248.147	-460	-21.742	-460
R232	-500	-462	-500	-462	-500	-462	-500	-462	-500	-462	-372.39	-462	-22.519	-462
R233	-500	-464	-500	-464	-500	-464	-500	-464	-500	-464	-482.945	-464	-23.329	-464
R234	-500	-466	-500	-466	-500	-466	-500	-466	-500	-466	-499.039	-466	-24.175	-466
R235	-500	-468	-500	-468	-500	-468	-500	-468	-500	-468	-499.951	-468	-25.059	-468
R236	-500	-470	-500	-470	-500	-470	-500	-470	-500	-470	-499.997	-470	-25.985	-470
R237	-500	-472	-500	-472	-500	-472	-500	-472	-500	-472	-500	-472	-26.955	-472
R238	-500	-474	-500	-474	-500	-474	-500	-474	-500	-474	-500	-474	-27.974	-474
R239	-500	-476	-500	-476	-500	-476	-500	-476	-500	-476	-500	-476	-29.046	-476
R240	-500	-478	-500	-478	-500	-478	-500	-478	-500	-478	-500	-478	-30.172	-478
R241	-500	-480	-500	-480	-500	-480	-500	-480	-500	-480	-500	-480	-31.359	-480
R242	-500	-482	-500	-482	-500	-482	-500	-482	-500	-482	-500	-482	-32.613	-482
R243	-500	-484	-500	-484	-500	-484	-500	-484	-500	-484	-500	-484	-33.94	-484
R244	-500	-486	-500	-486	-500	-486	-500	-486	-500	-486	-500	-486	-35.35	-486
R245	-500	-488	-500	-488	-500	-488	-500	-488	-500	-488	-500	-488	-36.845	-488
R246	-500	-490	-500	-490	-500	-490	-500	-490	-500	-490	-500	-490	-38.435	-490
R247	-500	-492	-500	-492	-500	-492	-500	-492	-500	-492	-500	-492	-40.131	-492
R248	-500	-494	-500	-494	-500	-494	-500	-494	-500	-494	-500	-494	-41.952	-494
R249	-500	-496	-500	-496	-500	-496	-500	-496	-500	-496	-500	-496	-43.912	-496
R250	-500	-498	-500	-498	-500	-498	-500	-498	-500	-498	-500	-498	-46.022	-498
R251	-500	-500	-500	-500	-500	-500	-500	-500	-500	-500	-500	-500	-48.298	-500
R252	-500	-502	-500	-502	-500	-502	-500	-502	-500	-502	-500	-502	-50.775	-502
R253	-500	-504	-500	-504	-500	-504	-500	-504	-500	-504	-500	-504	-53.499	-504
R254	-500	-506	-500	-506	-500	-506	-500	-506	-500	-506	-500	-506	-56.488	-506
R255	-500	-508	-500	-508	-500	-508	-500	-508	-500	-508	-500	-508	-59.775	-508
R256	-500	-510	-500	-510	-500	-510	-500	-510	-500	-510	-500	-510	-63.451	-510
R257	-500	-512	-500	-512	-500	-512	-500	-512	-500	-512	-500	-512	-67.616	-512
R258	-500	-514	-500	-514	-500	-514	-500	-514	-500	-514	-500	-514	-72.334	-514
R259	-500	-516	-500	-516	-500	-516	-500	-516	-500	-516	-500	-516	-77.772	-516
R260	-500	-518	-500	-518	-500	-518	-500	-518	-500	-518	-500	-518	-84.2	-518
R261	-500	-520	-500	-520	-500	-520	-500	-520	-500	-520	-500	-520	-91.864	-520
R262	-500	-522	-500	-522	-500	-522	-500	-522	-500	-522	-500	-522	-101.382	-522
R263	-500	-524	-500	-524	-500	-524	-500	-524	-500	-524	-500	-524	-113.672	-524
R264	-500	-526	-500	-526	-500	-526	-500	-526	-500	-526	-500	-526	-129.917	-526
R265	-500	-528	-500	-528	-500	-528	-500	-528	-500	-528	-500	-528	-153.919	-528
R266	-500	-530	-500	-530	-500	-530	-500	-530	-500	-530	-500	-530	-194.238	-530
R267	-500	-532	-500	-532	-500	-532	-500	-532	-500	-532	-500	-532	-270.102	-532
R268	-500	-534	-500	-534	-500	-534	-500	-534	-500	-534	-500	-534	-407.255	-534
R269	-500	-536	-500	-536	-500	-536	-500	-536	-500	-536	-500	-536	-490.736	-536
R270	-500	-538	-500	-538	-500	-538	-500	-538	-500	-538	-500	-538	-499.493	-538
R271	-500	-540	-500	-540	-500	-540	-500	-540	-500	-540	-500	-540	-499.974	-540
R272	-500	-542	-500	-542	-500	-542	-500	-542	-500	-542	-500	-542	-499.999	-542
R273	-500	-544	-500	-544	-500	-544	-500	-544	-500	-544	-500	-544	-500	-544
R274	-500	-546	-500	-546	-500	-546	-500	-546	-500	-546	-500	-546	-500	-546
