R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R275	-500	-548	-500	-548	-500	-548	-500	-548	-500	-548	-500	-548	-500	-548
R276	-500	-550	-500	-550	-500	-550	-500	-550	-500	-550	-500	-550	-500	-550
R277	-500	-552	-500	-552	-500	-552	-500	-552	-500	-552	-500	-552	-500	-552
R278	-500	-554	-500	-554	-500	-554	-500	-554	-500	-554	-500	-554	-500	-554
R279	-500	-556	-500	-556	-500	-556	-500	-556	-500	-556	-500	-556	-500	-556
R280	-500	-558	-500	-558	-500	-558	-500	-558	-500	-558	-500	-558	-500	-558
R281	-500	-560	-500	-560	-500	-560	-500	-560	-500	-560	-500	-560	-500	-560
R282	-500	-562	-500	-562	-500	-562	-500	-562	-500	-562	-500	-562	-500	-562
R283	-500	-564	-500	-564	-500	-564	-500	-564	-500	-564	-500	-564	-500	-564
R284	-500	-566	-500	-566	-500	-566	-500	-566	-500	-566	-500	-566	-500	-566
R285	-500	-568	-500	-568	-500	-568	-500	-568	-500	-568	-500	-568	-500	-568
R286	-500	-570	-500	-570	-500	-570	-500	-570	-500	-570	-500	-570	-500	-570
R287	-500	-572	-500	-572	-500	-572	-500	-572	-500	-572	-500	-572	-500	-572
R288	-500	-574	-500	-574	-500	-574	-500	-574	-500	-574	-500	-574	-500	-574
R289	-500	-576	-500	-576	-500	-576	-500	-576	-500	-576	-500	-576	-500	-576
R290	-500	-578	-500	-578	-500	-578	-500	-578	-500	-578	-500	-578	-500	-578
R291	-500	-580	-500	-580	-500	-580	-500	-580	-500	-580	-500	-580	-500	-580
R292	-500	-582	-500	-582	-500	-582	-500	-582	-500	-582	-500	-582	-500	-582
R293	-500	-584	-500	-584	-500	-584	-500	-584	-500	-584	-500	-584	-500	-584
R294	-500	-586	-500	-586	-500	-586	-500	-586	-500	-586	-500	-586	-500	-586
R295	-500	-588	-500	-588	-500	-588	-500	-588	-500	-588	-500	-588	-500	-588
R296	-500	-590	-500	-590	-500	-590	-500	-590	-500	-590	-500	-590	-500	-590
R297	-500	-592	-500	-592	-500	-592	-500	-592	-500	-592	-500	-592	-500	-592
R298	-500	-594	-500	-594	-500	-594	-500	-594	-500	-594	-500	-594	-500	-594
R299	-500	-596	-500	-596	-500	-596	-500	-596	-500	-596	-500	-596	-500	-596
R300	-500	-598	-500	-598	-500	-598	-500	-598	-500	-598	-500	-598	-500	-598
R301	-500	-600	-500	-600	-500	-600	-500	-600	-500	-600	-500	-600	-500	-600
