# Time[s], Head[m]
83640,1.92E-01
83700,1.90E-01
83760,1.88E-01
83820,1.85E-01
83880,1.83E-01
83940,1.82E-01
84000,1.79E-01
84060,1.77E-01
84120,1.75E-01
84180,1.73E-01
84240,1.71E-01
84300,1.69E-01
84360,1.66E-01
84420,1.64E-01
84480,1.62E-01
84540,1.60E-01
84600,1.58E-01
84660,1.56E-01
84720,1.54E-01
84780,1.52E-01
84840,1.50E-01
84900,1.48E-01
84960,1.46E-01
85020,1.44E-01
85080,1.42E-01
85140,1.40E-01
85200,1.38E-01
85260,1.36E-01
85320,1.34E-01
85380,1.32E-01
85440,1.31E-01
85500,1.29E-01
85560,1.27E-01
85620,1.25E-01
85680,1.23E-01
85740,1.21E-01
85800,1.18E-01
85860,1.17E-01
85920,1.15E-01
85980,1.12E-01
86040,1.11E-01
86100,1.09E-01
86160,1.07E-01
86220,1.05E-01
86280,1.03E-01
86340,1.01E-01
86400,9.87E-02
86460,9.69E-02
86520,9.47E-02
86580,9.30E-02
86640,9.09E-02
86700,8.90E-02
86760,8.68E-02
86820,8.49E-02
86880,8.32E-02
86940,8.12E-02
87000,7.93E-02
87060,7.74E-02
87120,5.54E-02
87180,2.08E-02
87240,5.30E-03
87300,5.00E-03
87360,5.00E-03
87420,5.00E-03
87480,5.00E-03
87540,5.00E-03
87600,5.00E-03
87660,5.00E-03
87720,5.00E-03
87780,5.00E-03
87840,5.00E-03
87900,5.00E-03
87960,5.00E-03
88020,5.00E-03
88080,5.00E-03
88140,5.00E-03
88200,5.00E-03
88260,5.00E-03
88320,5.00E-03
88380,5.00E-03
88440,5.00E-03
88500,5.00E-03
88560,5.00E-03
88620,5.00E-03
88680,5.00E-03
88740,5.00E-03
88800,5.00E-03
88860,5.00E-03
88920,5.00E-03
88980,5.00E-03
89040,5.00E-03
89100,5.00E-03
89160,5.00E-03
89220,5.00E-03
89280,5.00E-03
89340,5.00E-03
89400,5.00E-03
89460,5.00E-03
89520,5.10E-03
89580,5.00E-03
89640,5.00E-03
89700,5.10E-03
89760,5.00E-03
89820,5.00E-03
89880,5.10E-03
89940,5.00E-03
90000,5.00E-03
90060,5.00E-03
90120,5.30E-03
90180,5.10E-03
90240,5.10E-03
90300,5.00E-03
90360,5.00E-03
90420,5.00E-03
90480,5.10E-03
90540,5.30E-03
90600,5.00E-03
90660,5.10E-03
90720,5.10E-03
90780,5.00E-03
90840,5.00E-03
90900,5.00E-03
90960,3.28E-02
91020,6.76E-02
91080,6.57E-02
91140,6.63E-02
91200,7.01E-02
91260,7.32E-02
91320,7.72E-02
91380,8.21E-02
91440,8.96E-02
91500,9.80E-02
91560,1.05E-01
91620,1.12E-01
91680,1.18E-01
91740,1.24E-01
91800,1.30E-01
91860,1.36E-01
91920,1.42E-01
91980,1.47E-01
92040,1.52E-01
92100,1.58E-01
92160,1.63E-01
92220,1.68E-01
92280,1.74E-01
92340,1.79E-01
92400,1.85E-01
92460,1.90E-01
92520,1.96E-01
92580,2.01E-01
92640,2.07E-01
92700,2.13E-01
92760,2.18E-01
92820,2.25E-01
92880,2.30E-01
92940,2.37E-01
93000,2.42E-01
93060,2.48E-01
93120,2.53E-01
93180,2.54E-01
93240,2.55E-01
93300,2.55E-01
93360,2.55E-01
93420,2.56E-01
93480,2.55E-01
93540,2.56E-01
93600,2.56E-01
93660,2.56E-01
93720,2.56E-01
93780,2.56E-01
93840,2.56E-01
93900,2.56E-01
93960,2.56E-01
94020,2.56E-01
94080,2.56E-01
94140,2.57E-01
94200,2.57E-01
94260,2.57E-01
94320,2.57E-01
94380,2.57E-01
94440,2.57E-01
94500,2.57E-01
94560,2.53E-01
94620,2.49E-01
94680,2.47E-01
94740,2.45E-01
94800,2.43E-01
94860,2.40E-01
94920,2.38E-01
94980,2.36E-01
95040,2.34E-01
95100,2.32E-01
95160,2.29E-01
95220,2.27E-01
95280,2.25E-01
95340,2.23E-01
95400,2.20E-01
95460,2.18E-01
95520,2.16E-01
95580,2.14E-01
95640,2.11E-01
95700,2.09E-01
95760,2.07E-01
95820,2.05E-01
95880,2.03E-01
95940,2.00E-01
96000,1.99E-01
96060,1.96E-01
96120,1.94E-01
96180,1.92E-01
96240,1.90E-01
96300,1.88E-01
96360,1.86E-01
96420,1.84E-01
96480,1.82E-01
96540,1.80E-01
96600,1.77E-01
96660,1.75E-01
96720,1.73E-01
96780,1.71E-01
96840,1.69E-01
96900,1.67E-01
96960,1.65E-01
97020,1.63E-01
97080,1.61E-01
97140,1.59E-01
97200,1.57E-01
97260,1.55E-01
97320,1.53E-01
97380,1.51E-01
97440,1.49E-01
97500,1.48E-01
97560,1.46E-01
97620,1.44E-01
97680,1.42E-01
97740,1.40E-01
97800,1.38E-01
97860,1.36E-01
97920,1.34E-01
97980,1.33E-01
98040,1.31E-01
98100,1.29E-01
98160,1.27E-01
98220,1.26E-01
98280,1.24E-01
98340,1.21E-01
98400,1.19E-01
98460,1.18E-01
98520,1.16E-01
98580,1.14E-01
98640,1.12E-01
98700,1.10E-01
98760,1.08E-01
98820,1.06E-01
98880,1.04E-01
98940,1.03E-01
99000,1.01E-01
99060,9.85E-02
99120,9.68E-02
99180,9.47E-02
99240,9.25E-02
99300,9.08E-02
99360,8.92E-02
99420,8.68E-02
99480,8.49E-02
99540,8.29E-02
99600,8.10E-02
99660,7.93E-02
99720,7.41E-02
99780,2.91E-02
99840,1.17E-02
99900,5.00E-03
99960,5.00E-03
100020,5.00E-03
100080,5.00E-03
100140,5.00E-03
100200,5.00E-03
100260,5.00E-03
100320,5.00E-03
100380,5.00E-03
100440,5.00E-03
100500,5.00E-03
100560,5.00E-03
100620,5.00E-03
100680,5.00E-03
100740,5.00E-03
100800,5.00E-03
100860,5.00E-03
100920,5.00E-03
100980,5.00E-03
101040,5.00E-03
101100,5.00E-03
101160,5.00E-03
101220,5.00E-03
101280,5.00E-03
101340,5.00E-03
101400,5.00E-03
101460,5.00E-03
101520,5.00E-03
101580,5.00E-03
101640,5.00E-03
101700,5.00E-03
101760,5.00E-03
101820,5.00E-03
101880,5.00E-03
101940,5.00E-03
102000,5.00E-03
102060,5.00E-03
102120,5.00E-03
102180,5.00E-03
102240,5.00E-03
102300,5.00E-03
102360,5.00E-03
102420,5.00E-03
102480,5.00E-03
102540,5.00E-03
102600,5.00E-03
102660,5.00E-03
102720,5.00E-03
102780,5.00E-03
102840,5.00E-03
102900,5.00E-03
102960,5.00E-03
103020,5.00E-03
103080,5.00E-03
103140,5.00E-03
103200,5.00E-03
103260,5.00E-03
103320,5.00E-03
103380,5.00E-03
103440,5.00E-03
103500,5.00E-03
103560,5.00E-03
103620,5.62E-02
103680,7.42E-02
103740,8.08E-02
103800,8.66E-02
103860,9.06E-02
103920,9.44E-02
103980,9.79E-02
104040,1.01E-01
104100,1.06E-01
104160,1.09E-01
104220,1.14E-01
104280,1.18E-01
104340,1.23E-01
104400,1.28E-01
104460,1.33E-01
104520,1.41E-01
104580,1.49E-01
104640,1.56E-01
104700,1.64E-01
104760,1.70E-01
104820,1.76E-01
104880,1.82E-01
104940,1.87E-01
105000,2.04E-01
105060,2.09E-01
105120,2.33E-01
105180,2.36E-01
105240,2.41E-01
105300,2.47E-01
105360,2.52E-01
105420,2.58E-01
105480,2.61E-01
105540,2.62E-01
105600,2.63E-01
105660,2.64E-01
105720,2.65E-01
105780,2.65E-01
105840,2.65E-01
105900,2.65E-01
105960,2.66E-01
106020,2.66E-01
106080,2.66E-01
106140,2.66E-01
106200,2.67E-01
106260,2.67E-01
106320,2.67E-01
106380,2.67E-01
106440,2.67E-01
106500,2.67E-01
106560,2.67E-01
106620,2.68E-01
106680,2.68E-01
106740,2.68E-01
106800,2.68E-01
106860,2.67E-01
106920,2.62E-01
106980,2.60E-01
107040,2.58E-01
107100,2.56E-01
107160,2.54E-01
107220,2.52E-01
107280,2.50E-01
107340,2.48E-01
107400,2.46E-01
107460,2.45E-01
107520,2.42E-01
107580,2.41E-01
107640,2.39E-01
107700,2.37E-01
107760,2.35E-01
107820,2.33E-01
107880,2.31E-01
107940,2.29E-01
108000,2.27E-01
108060,2.26E-01
108120,2.24E-01
108180,2.22E-01
108240,2.21E-01
108300,2.19E-01
108360,2.17E-01
108420,2.15E-01
108480,2.14E-01
108540,2.12E-01
108600,2.09E-01
108660,2.08E-01
108720,2.06E-01
108780,2.04E-01
108840,2.03E-01
108900,2.01E-01
108960,1.99E-01
109020,1.97E-01
109080,1.96E-01
109140,1.94E-01
109200,1.92E-01
109260,1.91E-01
109320,1.89E-01
109380,1.87E-01
109440,1.85E-01
109500,1.83E-01
109560,1.82E-01
109620,1.80E-01
109680,1.78E-01
109740,1.76E-01
109800,1.75E-01
109860,1.73E-01
109920,1.71E-01
109980,1.70E-01
110040,1.68E-01
110100,1.66E-01
110160,1.65E-01
110220,1.64E-01
110280,1.63E-01
110340,1.61E-01
110400,1.60E-01
110460,1.58E-01
110520,1.57E-01
110580,1.55E-01
110640,1.53E-01
110700,1.52E-01
110760,1.50E-01
110820,1.49E-01
110880,1.47E-01
110940,1.45E-01
111000,1.43E-01
111060,1.42E-01
111120,1.39E-01
111180,1.37E-01
111240,1.36E-01
111300,1.33E-01
111360,1.32E-01
111420,1.30E-01
111480,1.28E-01
111540,1.26E-01
111600,1.25E-01
111660,1.24E-01
111720,1.22E-01
111780,1.21E-01
111840,1.19E-01
111900,1.18E-01
111960,1.16E-01
112020,1.15E-01
112080,1.13E-01
112140,1.03E-01
112200,6.73E-02
112260,5.19E-02
112320,5.00E-03
112380,5.10E-03
112440,5.00E-03
112500,5.10E-03
112560,5.00E-03
112620,5.20E-03
112680,5.00E-03
112740,5.10E-03
112800,5.00E-03
112860,5.10E-03
112920,5.00E-03
112980,5.00E-03
113040,5.10E-03
113100,5.00E-03
113160,5.20E-03
113220,5.10E-03
113280,5.20E-03
113340,5.10E-03
113400,5.00E-03
113460,5.00E-03
113520,5.00E-03
113580,5.10E-03
113640,5.00E-03
113700,5.00E-03
113760,5.00E-03
113820,5.00E-03
113880,5.10E-03
113940,5.00E-03
114000,5.00E-03
114060,5.00E-03
114120,5.00E-03
114180,5.00E-03
114240,5.00E-03
114300,5.00E-03
114360,5.00E-03
114420,5.10E-03
114480,5.00E-03
114540,5.10E-03
114600,5.00E-03
114660,5.00E-03
114720,5.20E-03
114780,5.00E-03
114840,5.00E-03
114900,5.00E-03
114960,5.00E-03
115020,5.00E-03
115080,5.00E-03
115140,5.00E-03
115200,5.00E-03
115260,5.10E-03
115320,5.10E-03
115380,5.00E-03
115440,5.10E-03
115500,5.00E-03
115560,5.00E-03
115620,5.00E-03
115680,5.20E-03
115740,5.00E-03
115800,5.20E-03
115860,5.00E-03
115920,5.10E-03
115980,5.10E-03
116040,5.00E-03
116100,5.10E-03
116160,5.00E-03
116220,5.10E-03
116280,5.00E-03
116340,5.10E-03
116400,5.00E-03
116460,5.00E-03
116520,5.00E-03
116580,5.20E-03
116640,5.10E-03
116700,5.00E-03
116760,5.00E-03
116820,5.20E-03
116880,5.00E-03
116940,5.10E-03
117000,5.20E-03
117060,5.00E-03
117120,5.00E-03
117180,5.00E-03
117240,5.20E-03
117300,5.00E-03
117360,5.10E-03
117420,5.10E-03
117480,5.10E-03
117540,5.00E-03
117600,5.00E-03
117660,5.20E-03
117720,5.00E-03
117780,5.20E-03
117840,5.10E-03
117900,5.30E-03
117960,5.00E-03
118020,5.00E-03
118080,5.00E-03
118140,5.00E-03
118200,5.10E-03
118260,5.00E-03
118320,5.20E-03
118380,5.10E-03
118440,5.10E-03
118500,5.00E-03
118560,5.00E-03
118620,5.00E-03
118680,5.00E-03
118740,5.00E-03
118800,5.10E-03
118860,5.00E-03
118920,5.00E-03
118980,5.00E-03
119040,5.20E-03
119100,5.20E-03
119160,5.00E-03
119220,5.00E-03
119280,5.10E-03
119340,5.10E-03
119400,5.30E-03
119460,5.00E-03
119520,5.20E-03
119580,5.00E-03
119640,5.00E-03
119700,5.20E-03
119760,5.00E-03
119820,5.10E-03
119880,5.00E-03
119940,5.10E-03
120000,5.10E-03
120060,5.10E-03
120120,5.20E-03
120180,5.10E-03
120240,5.00E-03
120300,5.10E-03
120360,5.00E-03
120420,5.20E-03
120480,5.20E-03
120540,5.00E-03
120600,5.10E-03
120660,5.10E-03
120720,5.10E-03
120780,5.10E-03
120840,5.00E-03
120900,5.50E-03
120960,5.20E-03
121020,5.10E-03
121080,5.20E-03
121140,5.10E-03
121200,5.00E-03
121260,5.30E-03
121320,5.47E-02
121380,7.57E-02
121440,8.41E-02
121500,8.78E-02
121560,8.90E-02
121620,8.96E-02
121680,9.18E-02
121740,9.47E-02
121800,9.81E-02
121860,1.02E-01
121920,1.06E-01
121980,1.10E-01
122040,1.16E-01
122100,1.25E-01
122160,1.33E-01
122220,1.40E-01
122280,1.48E-01
122340,1.55E-01
122400,1.61E-01
122460,1.68E-01
122520,1.74E-01
122580,1.80E-01
122640,1.86E-01
122700,1.92E-01
122760,1.97E-01
122820,2.03E-01
122880,2.08E-01
122940,2.14E-01
123000,2.19E-01
123060,2.25E-01
123120,2.30E-01
123180,2.35E-01
123240,2.41E-01
123300,2.47E-01
123360,2.52E-01
123420,2.57E-01
123480,2.60E-01
123540,2.61E-01
123600,2.61E-01
123660,2.61E-01
123720,2.61E-01
123780,2.61E-01
123840,2.61E-01
123900,2.62E-01
123960,2.61E-01
124020,2.61E-01
124080,2.62E-01
124140,2.62E-01
124200,2.62E-01
124260,2.63E-01
124320,2.63E-01
124380,2.63E-01
124440,2.63E-01
124500,2.62E-01
124560,2.63E-01
124620,2.62E-01
124680,2.62E-01
124740,2.63E-01
124800,2.62E-01
124860,2.62E-01
124920,2.57E-01
124980,2.55E-01
125040,2.52E-01
125100,2.50E-01
125160,2.48E-01
125220,2.46E-01
125280,2.44E-01
125340,2.42E-01
125400,2.40E-01
125460,2.38E-01
125520,2.36E-01
125580,2.34E-01
125640,2.31E-01
125700,2.30E-01
125760,2.28E-01
125820,2.25E-01
125880,2.24E-01
125940,2.21E-01
126000,2.20E-01
126060,2.18E-01
126120,2.16E-01
126180,2.14E-01
126240,2.12E-01
126300,2.10E-01
126360,2.08E-01
126420,2.06E-01
126480,2.04E-01
126540,2.02E-01
126600,2.00E-01
126660,1.98E-01
126720,1.96E-01
126780,1.94E-01
126840,1.92E-01
126900,1.91E-01
126960,1.88E-01
127020,1.86E-01
127080,1.84E-01
127140,1.83E-01
127200,1.81E-01
127260,1.79E-01
127320,1.78E-01
127380,1.75E-01
127440,1.74E-01
127500,1.72E-01
127560,1.69E-01
127620,1.68E-01
127680,1.66E-01
127740,1.64E-01
127800,1.62E-01
127860,1.60E-01
127920,1.58E-01
127980,1.56E-01
128040,1.55E-01
128100,1.53E-01
128160,1.51E-01
128220,1.49E-01
128280,1.47E-01
128340,1.45E-01
128400,1.43E-01
128460,1.41E-01
128520,1.39E-01
128580,1.38E-01
128640,1.36E-01
128700,1.34E-01
128760,1.32E-01
128820,1.30E-01
128880,1.28E-01
128940,1.26E-01
129000,1.24E-01
129060,1.22E-01
129120,1.20E-01
129180,1.18E-01
129240,1.16E-01
129300,1.14E-01
129360,1.12E-01
129420,1.11E-01
129480,1.08E-01
129540,1.06E-01
129600,1.05E-01
129660,1.03E-01
129720,1.01E-01
129780,9.85E-02
129840,9.63E-02
129900,9.43E-02
129960,9.17E-02
130020,8.94E-02
130080,8.68E-02
130140,6.18E-02
130200,3.31E-02
130260,1.87E-02
130320,7.10E-03
130380,5.00E-03
130440,5.00E-03
130500,5.00E-03
130560,5.00E-03
130620,5.00E-03
130680,5.00E-03
130740,5.00E-03
130800,5.00E-03
130860,5.00E-03
130920,5.00E-03
130980,5.00E-03
131040,5.00E-03
131100,5.00E-03
131160,5.00E-03
131220,5.00E-03
131280,5.10E-03
131340,5.00E-03
131400,5.10E-03
131460,5.10E-03
131520,5.00E-03
131580,5.20E-03
131640,5.00E-03
131700,5.00E-03
131760,5.00E-03
131820,5.10E-03
131880,5.00E-03
131940,5.00E-03
132000,5.00E-03
132060,5.10E-03
132120,5.00E-03
132180,5.10E-03
132240,5.00E-03
132300,5.00E-03
132360,5.00E-03
132420,5.00E-03
132480,5.00E-03
132540,5.00E-03
132600,5.00E-03
132660,5.00E-03
132720,5.00E-03
132780,5.00E-03
132840,5.00E-03
132900,5.00E-03
132960,5.10E-03
133020,5.00E-03
133080,5.00E-03
133140,5.00E-03
133200,5.00E-03
133260,5.10E-03
133320,5.00E-03
133380,5.00E-03
133440,5.00E-03
133500,5.00E-03
133560,5.00E-03
133620,5.00E-03
133680,5.00E-03
133740,5.00E-03
133800,5.00E-03
133860,5.00E-03
133920,5.00E-03
133980,5.10E-03
134040,5.00E-03
134100,5.10E-03
134160,5.00E-03
134220,5.00E-03
134280,5.00E-03
134340,5.00E-03
134400,5.00E-03
134460,5.00E-03
134520,5.00E-03
134580,5.10E-03
134640,5.00E-03
134700,5.00E-03
134760,5.00E-03
134820,5.00E-03
134880,5.00E-03
134940,5.00E-03
135000,5.00E-03
135060,5.00E-03
135120,5.00E-03
135180,5.00E-03
135240,5.10E-03
135300,5.00E-03
135360,5.00E-03
135420,5.00E-03
135480,5.00E-03
135540,5.00E-03
135600,5.00E-03
135660,5.00E-03
135720,5.00E-03
135780,5.00E-03
135840,5.00E-03
135900,5.00E-03
135960,5.10E-03
136020,5.00E-03
136080,5.00E-03
136140,5.00E-03
136200,5.10E-03
136260,5.00E-03
136320,5.20E-03
136380,5.00E-03
136440,5.00E-03
136500,5.00E-03
136560,5.00E-03
136620,5.00E-03
136680,5.00E-03
136740,5.00E-03
136800,5.00E-03
136860,5.00E-03
136920,5.00E-03
136980,5.00E-03
137040,5.00E-03
137100,5.00E-03
137160,5.00E-03
137220,5.00E-03
137280,5.10E-03
137340,5.00E-03
137400,5.00E-03
137460,5.00E-03
137520,5.00E-03
137580,5.00E-03
137640,5.00E-03
137700,5.00E-03
137760,5.00E-03
137820,5.00E-03
137880,5.00E-03
137940,5.00E-03
138000,5.10E-03
138060,5.00E-03
138120,5.00E-03
138180,5.00E-03
138240,5.00E-03
138300,5.00E-03
138360,5.10E-03
138420,5.10E-03
138480,5.00E-03
138540,5.00E-03
138600,5.00E-03
138660,5.10E-03
138720,5.10E-03
138780,5.10E-03
138840,5.10E-03
138900,5.00E-03
138960,5.00E-03
139020,5.00E-03
139080,5.00E-03
139140,5.00E-03
139200,5.00E-03
139260,5.10E-03
139320,5.31E-02
139380,7.24E-02
139440,8.08E-02
139500,8.60E-02
139560,8.93E-02
139620,9.17E-02
139680,9.44E-02
139740,9.79E-02
139800,1.02E-01
139860,1.05E-01
139920,1.09E-01
139980,1.13E-01
140040,1.17E-01
140100,1.22E-01
140160,1.31E-01
140220,1.39E-01
140280,1.46E-01
140340,1.54E-01
140400,1.61E-01
140460,1.68E-01
140520,1.74E-01
140580,1.81E-01
140640,1.86E-01
140700,1.92E-01
140760,1.98E-01
140820,2.03E-01
140880,2.09E-01
140940,2.14E-01
141000,2.20E-01
141060,2.26E-01
141120,2.31E-01
141180,2.36E-01
141240,2.42E-01
141300,2.47E-01
141360,2.52E-01
141420,2.57E-01
141480,2.59E-01
141540,2.59E-01
141600,2.60E-01
141660,2.60E-01
141720,2.61E-01
141780,2.61E-01
141840,2.62E-01
141900,2.62E-01
141960,2.62E-01
142020,2.63E-01
142080,2.63E-01
142140,2.63E-01
142200,2.63E-01
142260,2.63E-01
142320,2.63E-01
142380,2.63E-01
142440,2.64E-01
142500,2.63E-01
142560,2.63E-01
142620,2.64E-01
142680,2.64E-01
142740,2.63E-01
142800,2.63E-01
142860,2.62E-01
142920,2.58E-01
142980,2.55E-01
143040,2.54E-01
143100,2.52E-01
143160,2.50E-01
143220,2.47E-01
143280,2.46E-01
143340,2.44E-01
143400,2.42E-01
143460,2.40E-01
143520,2.38E-01
143580,2.36E-01
143640,2.34E-01
143700,2.33E-01
143760,2.30E-01
143820,2.29E-01
143880,2.27E-01
143940,2.25E-01
144000,2.23E-01
144060,2.21E-01
144120,2.19E-01
144180,2.17E-01
144240,2.15E-01
144300,2.13E-01
144360,2.11E-01
144420,2.09E-01
144480,2.07E-01
144540,2.05E-01
144600,2.03E-01
144660,2.02E-01
144720,2.00E-01
144780,1.98E-01
144840,1.96E-01
144900,1.95E-01
144960,1.92E-01
145020,1.91E-01
145080,1.89E-01
145140,1.87E-01
145200,1.86E-01
145260,1.84E-01
145320,1.82E-01
145380,1.80E-01
145440,1.78E-01
145500,1.76E-01
145560,1.74E-01
145620,1.73E-01
145680,1.71E-01
145740,1.69E-01
145800,1.67E-01
145860,1.65E-01
145920,1.63E-01
145980,1.61E-01
146040,1.59E-01
146100,1.58E-01
146160,1.56E-01
146220,1.54E-01
146280,1.52E-01
146340,1.51E-01
146400,1.49E-01
146460,1.47E-01
146520,1.45E-01
146580,1.43E-01
146640,1.42E-01
146700,1.40E-01
146760,1.38E-01
146820,1.36E-01
146880,1.35E-01
146940,1.33E-01
147000,1.31E-01
147060,1.29E-01
147120,1.27E-01
147180,1.25E-01
147240,1.23E-01
147300,1.22E-01
147360,1.20E-01
147420,1.18E-01
147480,1.16E-01
147540,1.14E-01
147600,1.12E-01
147660,1.10E-01
147720,1.08E-01
147780,1.06E-01
147840,1.04E-01
147900,1.02E-01
147960,9.92E-02
148020,9.73E-02
148080,9.48E-02
148140,9.26E-02
148200,9.02E-02
148260,7.70E-02
148320,4.23E-02
148380,2.67E-02
148440,1.52E-02
148500,9.70E-03
148560,6.30E-03
148620,5.00E-03
148680,5.00E-03
148740,5.00E-03
148800,5.00E-03
148860,5.00E-03
148920,5.00E-03
148980,5.00E-03
149040,5.00E-03
149100,5.00E-03
149160,5.00E-03
149220,5.00E-03
149280,5.00E-03
149340,5.00E-03
149400,5.00E-03
149460,5.00E-03
149520,5.00E-03
149580,5.00E-03
149640,5.10E-03
149700,5.00E-03
149760,5.10E-03
149820,5.10E-03
149880,5.30E-03
149940,5.00E-03
150000,5.00E-03
150060,5.00E-03
150120,5.00E-03
150180,5.00E-03
150240,5.00E-03
150300,5.00E-03
150360,5.00E-03
150420,5.00E-03
150480,5.10E-03
150540,5.00E-03
150600,5.00E-03
150660,5.00E-03
150720,5.00E-03
150780,5.00E-03
150840,5.00E-03
150900,5.00E-03
150960,5.00E-03
151020,5.00E-03
151080,5.00E-03
151140,5.00E-03
151200,5.00E-03
151260,5.00E-03
151320,5.00E-03
151380,5.00E-03
151440,5.00E-03
151500,5.00E-03
151560,5.00E-03
151620,5.00E-03
151680,5.00E-03
151740,5.00E-03
151800,5.00E-03
151860,5.00E-03
151920,5.00E-03
151980,5.00E-03
152040,5.00E-03
152100,5.00E-03
152160,5.00E-03
152220,5.00E-03
152280,5.00E-03
152340,5.00E-03
152400,5.00E-03
152460,5.00E-03
152520,5.00E-03
152580,5.00E-03
152640,5.00E-03
152700,5.00E-03
152760,5.00E-03
152820,5.00E-03
152880,5.00E-03
152940,5.10E-03
153000,5.00E-03
153060,5.00E-03
153120,5.00E-03
153180,5.00E-03
153240,5.00E-03
153300,5.00E-03
153360,5.00E-03
153420,5.00E-03
153480,5.00E-03
153540,5.00E-03
153600,5.00E-03
153660,5.00E-03
153720,5.10E-03
153780,5.00E-03
153840,5.00E-03
153900,5.10E-03
153960,5.00E-03
154020,5.00E-03
154080,5.00E-03
154140,5.00E-03
154200,5.10E-03
154260,5.00E-03
154320,5.00E-03
154380,5.00E-03
154440,5.00E-03
154500,5.00E-03
154560,5.00E-03
154620,5.00E-03
154680,5.00E-03
154740,5.00E-03
154800,5.00E-03
154860,5.00E-03
154920,5.00E-03
154980,5.00E-03
155040,5.00E-03
155100,5.10E-03
155160,5.00E-03
155220,5.00E-03
155280,5.00E-03
155340,5.00E-03
155400,5.00E-03
155460,5.00E-03
155520,5.00E-03
155580,5.00E-03
155640,5.00E-03
155700,5.00E-03
155760,5.00E-03
155820,5.00E-03
155880,5.00E-03
155940,5.00E-03
156000,5.00E-03
156060,5.20E-03
156120,5.00E-03
156180,5.00E-03
156240,5.00E-03
156300,5.00E-03
156360,5.00E-03
156420,5.10E-03
156480,5.00E-03
156540,5.00E-03
156600,5.20E-03
156660,5.10E-03
156720,5.00E-03
156780,5.10E-03
156840,5.10E-03
156900,5.00E-03
156960,5.00E-03
157020,5.10E-03
157080,5.00E-03
157140,5.00E-03
157200,5.00E-03
157260,5.60E-03
157320,5.99E-02
157380,7.65E-02
157440,8.61E-02
157500,9.20E-02
157560,9.57E-02
157620,9.84E-02
157680,1.01E-01
157740,1.04E-01
157800,1.07E-01
157860,1.11E-01
157920,1.14E-01
157980,1.18E-01
158040,1.22E-01
158100,1.26E-01
158160,1.31E-01
158220,1.36E-01
158280,1.44E-01
158340,1.52E-01
158400,1.59E-01
158460,1.66E-01
158520,1.74E-01
158580,1.81E-01
158640,1.87E-01
158700,1.93E-01
158760,1.99E-01
158820,2.05E-01
158880,2.11E-01
158940,2.16E-01
159000,2.22E-01
159060,2.27E-01
159120,2.33E-01
159180,2.37E-01
159240,2.42E-01
159300,2.46E-01
159360,2.52E-01
159420,2.55E-01
159480,2.57E-01
159540,2.57E-01
159600,2.57E-01
159660,2.56E-01
159720,2.56E-01
159780,2.56E-01
159840,2.55E-01
159900,2.55E-01
159960,2.55E-01
160020,2.55E-01
160080,2.54E-01
160140,2.54E-01
160200,2.54E-01
160260,2.54E-01
160320,2.54E-01
160380,2.54E-01
160440,2.55E-01
160500,2.55E-01
160560,2.55E-01
160620,2.54E-01
160680,2.54E-01
160740,2.54E-01
160800,2.54E-01
160860,2.53E-01
160920,2.48E-01
160980,2.46E-01
161040,2.44E-01
161100,2.41E-01
161160,2.40E-01
161220,2.38E-01
161280,2.35E-01
161340,2.33E-01
161400,2.31E-01
161460,2.29E-01
161520,2.27E-01
161580,2.26E-01
161640,2.24E-01
161700,2.21E-01
161760,2.19E-01
161820,2.17E-01
161880,2.15E-01
161940,2.13E-01
162000,2.11E-01
162060,2.10E-01
162120,2.08E-01
162180,2.06E-01
162240,2.04E-01
162300,2.02E-01
162360,2.00E-01
162420,1.98E-01
162480,1.96E-01
162540,1.94E-01
162600,1.92E-01
162660,1.90E-01
162720,1.88E-01
162780,1.86E-01
162840,1.84E-01
162900,1.82E-01
162960,1.81E-01
163020,1.79E-01
163080,1.77E-01
163140,1.75E-01
163200,1.73E-01
163260,1.71E-01
163320,1.69E-01
163380,1.67E-01
163440,1.66E-01
163500,1.64E-01
163560,1.62E-01
163620,1.61E-01
163680,1.59E-01
163740,1.57E-01
163800,1.55E-01
163860,1.53E-01
163920,1.51E-01
163980,1.49E-01
164040,1.48E-01
164100,1.46E-01
164160,1.44E-01
164220,1.42E-01
164280,1.40E-01
164340,1.39E-01
164400,1.37E-01
164460,1.35E-01
164520,1.33E-01
164580,1.31E-01
164640,1.29E-01
164700,1.28E-01
164760,1.26E-01
164820,1.24E-01
164880,1.22E-01
164940,1.20E-01
165000,1.18E-01
165060,1.17E-01
165120,1.14E-01
165180,1.13E-01
165240,1.11E-01
165300,1.08E-01
165360,1.06E-01
165420,1.05E-01
165480,1.03E-01
165540,1.01E-01
165600,9.85E-02
165660,9.65E-02
165720,9.47E-02
165780,9.25E-02
165840,9.02E-02
165900,8.81E-02
165960,8.58E-02
166020,8.37E-02
166080,8.13E-02
166140,7.88E-02
166200,7.66E-02
166260,7.38E-02
166320,6.50E-02
166380,2.54E-02
166440,6.00E-03
166500,5.00E-03
166560,5.00E-03
166620,5.00E-03
166680,5.00E-03
166740,5.00E-03
166800,5.00E-03
166860,5.00E-03
166920,5.00E-03
166980,5.00E-03
167040,5.00E-03
167100,5.00E-03
167160,5.00E-03
167220,5.00E-03
167280,5.00E-03
167340,5.00E-03
167400,5.00E-03
167460,5.00E-03
