R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R30	0.001669	-58	0.17	-58	0.17	-58	0.17	-58	0.17	-58	0.17	-58	0.17	-58
R31	0.001669	-60	0.17	-60	0.17	-60	0.17	-60	0.17	-60	0.17	-60	0.17	-60
R32	0.001669	-62	0.17	-62	0.17	-62	0.17	-62	0.17	-62	0.17	-62	0.17	-62
R33	0.001669	-64	0.17	-64	0.17	-64	0.17	-64	0.17	-64	0.17	-64	0.17	-64
R34	0.001669	-66	0.17	-66	0.17	-66	0.17	-66	0.17	-66	0.17	-66	0.17	-66
R35	0.001669	-68	0.17	-68	0.17	-68	0.17	-68	0.17	-68	0.17	-68	0.17	-68
R36	0.001669	-70	0.17	-70	0.17	-70	0.17	-70	0.17	-70	0.17	-70	0.17	-70
R37	0.001669	-72	0.17	-72	0.17	-72	0.17	-72	0.17	-72	0.17	-72	0.17	-72
R38	0.001669	-74	0.17	-74	0.17	-74	0.17	-74	0.17	-74	0.17	-74	0.17	-74
R39	0.001669	-76	0.17	-76	0.17	-76	0.17	-76	0.17	-76	0.17	-76	0.17	-76
R40	0.001669	-78	0.17	-78	0.17	-78	0.17	-78	0.17	-78	0.17	-78	0.17	-78
R41	0.001669	-80	0.17	-80	0.17	-80	0.17	-80	0.17	-80	0.17	-80	0.17	-80
R42	0.001669	-82	0.17	-82	0.17	-82	0.17	-82	0.17	-82	0.17	-82	0.17	-82
R43	0.001669	-84	0.17	-84	0.17	-84	0.17	-84	0.17	-84	0.17	-84	0.17	-84
R44	0.001669	-86	0.1697	-86	0.17	-86	0.17	-86	0.17	-86	0.17	-86	0.17	-86
R45	0.001669	-88	0.1692	-88	0.17	-88	0.17	-88	0.17	-88	0.17	-88	0.17	-88
R46	0.001669	-90	0.1685	-90	0.17	-90	0.17	-90	0.17	-90	0.17	-90	0.17	-90
R47	0.001669	-92	0.1678	-92	0.17	-92	0.17	-92	0.17	-92	0.17	-92	0.17	-92
R48	0.001669	-94	0.1669	-94	0.17	-94	0.17	-94	0.17	-94	0.17	-94	0.17	-94
R49	0.001669	-96	0.166	-96	0.17	-96	0.17	-96	0.17	-96	0.17	-96	0.17	-96
R50	0.001669	-98	0.1651	-98	0.17	-98	0.17	-98	0.17	-98	0.17	-98	0.17	-98
R51	0.001669	-100	0.164	-100	0.17	-100	0.17	-100	0.17	-100	0.17	-100	0.17	-100
R52	0.001669	-102	0.1629	-102	0.17	-102	0.17	-102	0.17	-102	0.17	-102	0.17	-102
R53	0.001669	-104	0.1617	-104	0.17	-104	0.17	-104	0.17	-104	0.17	-104	0.17	-104
R54	0.001669	-106	0.1604	-106	0.17	-106	0.17	-106	0.17	-106	0.17	-106	0.17	-106
R55	0.001669	-108	0.1591	-108	0.17	-108	0.17	-108	0.17	-108	0.17	-108	0.17	-108
R56	0.001669	-110	0.1577	-110	0.17	-110	0.17	-110	0.17	-110	0.17	-110	0.17	-110
R57	0.001669	-112	0.1562	-112	0.17	-112	0.17	-112	0.17	-112	0.17	-112	0.17	-112
R58	0.001669	-114	0.1547	-114	0.17	-114	0.17	-114	0.17	-114	0.17	-114	0.17	-114
R59	0.001669	-116	0.153	-116	0.17	-116	0.17	-116	0.17	-116	0.17	-116	0.17	-116
R60	0.001669	-118	0.1513	-118	0.17	-118	0.17	-118	0.17	-118	0.17	-118	0.17	-118
R61	0.001669	-120	0.1494	-120	0.17	-120	0.17	-120	0.17	-120	0.17	-120	0.17	-120
R62	0.001669	-122	0.1475	-122	0.17	-122	0.17	-122	0.17	-122	0.17	-122	0.17	-122
R63	0.001669	-124	0.1455	-124	0.17	-124	0.17	-124	0.17	-124	0.17	-124	0.17	-124
R64	0.001669	-126	0.1433	-126	0.17	-126	0.17	-126	0.17	-126	0.17	-126	0.17	-126
R65	0.001669	-128	0.141	-128	0.17	-128	0.17	-128	0.17	-128	0.17	-128	0.17	-128
R66	0.001669	-130	0.1387	-130	0.17	-130	0.17	-130	0.17	-130	0.17	-130	0.17	-130
R67	0.001669	-132	0.1362	-132	0.17	-132	0.17	-132	0.17	-132	0.17	-132	0.17	-132
R68	0.001669	-134	0.1335	-134	0.17	-134	0.17	-134	0.17	-134	0.17	-134	0.17	-134
R69	0.001669	-136	0.1308	-136	0.17	-136	0.17	-136	0.17	-136	0.17	-136	0.17	-136
R70	0.001669	-138	0.1279	-138	0.17	-138	0.17	-138	0.17	-138	0.17	-138	0.17	-138
R71	0.001669	-140	0.1248	-140	0.17	-140	0.17	-140	0.17	-140	0.17	-140	0.17	-140
R72	0.001669	-142	0.1215	-142	0.17	-142	0.17	-142	0.17	-142	0.17	-142	0.17	-142
R73	0.001669	-144	0.1181	-144	0.17	-144	0.17	-144	0.17	-144	0.17	-144	0.17	-144
R74	0.001669	-146	0.1145	-146	0.17	-146	0.17	-146	0.17	-146	0.17	-146	0.17	-146
R75	0.001669	-148	0.1108	-148	0.17	-148	0.17	-148	0.17	-148	0.17	-148	0.17	-148
R76	0.001669	-150	0.1068	-150	0.17	-150	0.17	-150	0.17	-150	0.17	-150	0.17	-150
R77	0.001669	-152	0.1026	-152	0.17	-152	0.17	-152	0.17	-152	0.17	-152	0.17	-152
R78	0.001669	-154	0.09825	-154	0.17	-154	0.17	-154	0.17	-154	0.17	-154	0.17	-154
R79	0.001669	-156	0.09369	-156	0.17	-156	0.17	-156	0.17	-156	0.17	-156	0.17	-156
R80	0.001669	-158	0.08878	-158	0.17	-158	0.17	-158	0.17	-158	0.17	-158	0.17	-158
R81	0.001669	-160	0.08366	-160	0.1698	-160	0.17	-160	0.17	-160	0.17	-160	0.17	-160
R82	0.001669	-162	0.07856	-162	0.1695	-162	0.17	-162	0.17	-162	0.17	-162	0.17	-162
R83	0.001669	-164	0.07301	-164	0.1692	-164	0.17	-164	0.17	-164	0.17	-164	0.17	-164
R84	0.001669	-166	0.06696	-166	0.1689	-166	0.17	-166	0.17	-166	0.17	-166	0.17	-166
R85	0.001669	-168	0.06146	-168	0.1685	-168	0.17	-168	0.17	-168	0.17	-168	0.17	-168
R86	0.001669	-170	0.05539	-170	0.1681	-170	0.17	-170	0.17	-170	0.17	-170	0.17	-170
R87	0.001669	-172	0.04869	-172	0.1676	-172	0.17	-172	0.17	-172	0.17	-172	0.17	-172
R88	0.001669	-174	0.04303	-174	0.1672	-174	0.17	-174	0.17	-174	0.17	-174	0.17	-174
R89	0.001669	-176	0.03666	-176	0.1667	-176	0.17	-176	0.17	-176	0.17	-176	0.17	-176
R90	0.001669	-178	0.03042	-178	0.1662	-178	0.17	-178	0.17	-178	0.17	-178	0.17	-178
R91	0.001669	-180	0.02496	-180	0.1656	-180	0.17	-180	0.17	-180	0.17	-180	0.17	-180
R92	0.001669	-182	0.01885	-182	0.1651	-182	0.17	-182	0.17	-182	0.17	-182	0.17	-182
R93	0.001669	-184	0.01467	-184	0.1645	-184	0.17	-184	0.17	-184	0.17	-184	0.17	-184
R94	0.001669	-186	0.009976	-186	0.1638	-186	0.17	-186	0.17	-186	0.17	-186	0.17	-186
R95	0.001669	-188	0.007293	-188	0.1632	-188	0.17	-188	0.17	-188	0.17	-188	0.17	-188
R96	0.001669	-190	0.004634	-190	0.1625	-190	0.17	-190	0.17	-190	0.17	-190	0.17	-190
R97	0.001669	-192	0.003459	-192	0.1618	-192	0.17	-192	0.17	-192	0.17	-192	0.17	-192
R98	0.001669	-194	0.002513	-194	0.161	-194	0.17	-194	0.17	-194	0.17	-194	0.17	-194
R99	0.001669	-196	0.001969	-196	0.1603	-196	0.17	-196	0.17	-196	0.17	-196	0.17	-196
R100	0.001669	-198	0.001824	-198	0.1594	-198	0.17	-198	0.17	-198	0.17	-198	0.17	-198
R101	0.001669	-200	0.001746	-200	0.1586	-200	0.17	-200	0.17	-200	0.17	-200	0.17	-200
R102	0.001669	-202	0.001707	-202	0.1577	-202	0.17	-202	0.17	-202	0.17	-202	0.17	-202
R103	0.001669	-204	0.001687	-204	0.1568	-204	0.17	-204	0.17	-204	0.17	-204	0.17	-204
R104	0.001669	-206	0.001678	-206	0.1558	-206	0.17	-206	0.17	-206	0.17	-206	0.17	-206
R105	0.001669	-208	0.001674	-208	0.1548	-208	0.17	-208	0.17	-208	0.17	-208	0.17	-208
R106	0.001669	-210	0.001671	-210	0.1538	-210	0.17	-210	0.17	-210	0.17	-210	0.17	-210
R107	0.001669	-212	0.00167	-212	0.1527	-212	0.17	-212	0.17	-212	0.17	-212	0.17	-212
R108	0.001669	-214	0.00167	-214	0.1515	-214	0.17	-214	0.17	-214	0.17	-214	0.17	-214
R109	0.001669	-216	0.00167	-216	0.1504	-216	0.17	-216	0.17	-216	0.17	-216	0.17	-216
R110	0.001669	-218	0.001669	-218	0.1491	-218	0.17	-218	0.17	-218	0.17	-218	0.17	-218
R111	0.001669	-220	0.001669	-220	0.1478	-220	0.17	-220	0.17	-220	0.17	-220	0.17	-220
R112	0.001669	-222	0.001669	-222	0.1465	-222	0.17	-222	0.17	-222	0.17	-222	0.17	-222
R113	0.001669	-224	0.001669	-224	0.1451	-224	0.17	-224	0.17	-224	0.17	-224	0.17	-224
R114	0.001669	-226	0.001669	-226	0.1436	-226	0.17	-226	0.17	-226	0.17	-226	0.17	-226
R115	0.001669	-228	0.001669	-228	0.142	-228	0.17	-228	0.17	-228	0.17	-228	0.17	-228
R116	0.001669	-230	0.001669	-230	0.1404	-230	0.17	-230	0.17	-230	0.17	-230	0.17	-230
R117	0.001669	-232	0.001669	-232	0.1388	-232	0.17	-232	0.17	-232	0.17	-232	0.17	-232
R118	0.001669	-234	0.001669	-234	0.137	-234	0.17	-234	0.17	-234	0.17	-234	0.17	-234
R119	0.001669	-236	0.001669	-236	0.1352	-236	0.1698	-236	0.17	-236	0.17	-236	0.17	-236
R120	0.001669	-238	0.001669	-238	0.1333	-238	0.1697	-238	0.17	-238	0.17	-238	0.17	-238
R121	0.001669	-240	0.001669	-240	0.1313	-240	0.1695	-240	0.17	-240	0.17	-240	0.17	-240
R122	0.001669	-242	0.001669	-242	0.1292	-242	0.1693	-242	0.17	-242	0.17	-242	0.17	-242
R123	0.001669	-244	0.001669	-244	0.127	-244	0.169	-244	0.17	-244	0.17	-244	0.17	-244
R124	0.001669	-246	0.001669	-246	0.1247	-246	0.1688	-246	0.17	-246	0.17	-246	0.17	-246
R125	0.001669	-248	0.001669	-248	0.1223	-248	0.1685	-248	0.17	-248	0.17	-248	0.17	-248
R126	0.001669	-250	0.001669	-250	0.1198	-250	0.1683	-250	0.17	-250	0.17	-250	0.17	-250
R127	0.001669	-252	0.001669	-252	0.1171	-252	0.168	-252	0.17	-252	0.17	-252	0.17	-252
R128	0.001669	-254	0.001669	-254	0.1144	-254	0.1677	-254	0.17	-254	0.17	-254	0.17	-254
R129	0.001669	-256	0.001669	-256	0.1115	-256	0.1673	-256	0.17	-256	0.17	-256	0.17	-256
R130	0.001669	-258	0.001669	-258	0.1085	-258	0.167	-258	0.17	-258	0.17	-258	0.17	-258
R131	0.001669	-260	0.001669	-260	0.1053	-260	0.1667	-260	0.17	-260	0.17	-260	0.17	-260
R132	0.001669	-262	0.001669	-262	0.1019	-262	0.1663	-262	0.17	-262	0.17	-262	0.17	-262
R133	0.001669	-264	0.001669	-264	0.09854	-264	0.1659	-264	0.17	-264	0.17	-264	0.17	-264
R134	0.001669	-266	0.001669	-266	0.09497	-266	0.1655	-266	0.17	-266	0.17	-266	0.17	-266
R135	0.001669	-268	0.001669	-268	0.09117	-268	0.1651	-268	0.17	-268	0.17	-268	0.17	-268
R136	0.001669	-270	0.001669	-270	0.0871	-270	0.1647	-270	0.17	-270	0.17	-270	0.17	-270
R137	0.001669	-272	0.001669	-272	0.08301	-272	0.1642	-272	0.17	-272	0.17	-272	0.17	-272
R138	0.001669	-274	0.001669	-274	0.07885	-274	0.1638	-274	0.17	-274	0.17	-274	0.17	-274
R139	0.001669	-276	0.001669	-276	0.07437	-276	0.1633	-276	0.17	-276	0.17	-276	0.17	-276
R140	0.001669	-278	0.001669	-278	0.06952	-278	0.1628	-278	0.17	-278	0.17	-278	0.17	-278
R141	0.001669	-280	0.001669	-280	0.06477	-280	0.1623	-280	0.17	-280	0.17	-280	0.17	-280
R142	0.001669	-282	0.001669	-282	0.06005	-282	0.1617	-282	0.17	-282	0.17	-282	0.17	-282
R143	0.001669	-284	0.001669	-284	0.0549	-284	0.1612	-284	0.17	-284	0.17	-284	0.17	-284
R144	0.001669	-286	0.001669	-286	0.04916	-286	0.1606	-286	0.17	-286	0.17	-286	0.17	-286
R145	0.001669	-288	0.001669	-288	0.04444	-288	0.16	-288	0.17	-288	0.17	-288	0.17	-288
R146	0.001669	-290	0.001669	-290	0.03926	-290	0.1593	-290	0.17	-290	0.17	-290	0.17	-290
R147	0.001669	-292	0.001669	-292	0.03339	-292	0.1587	-292	0.17	-292	0.17	-292	0.17	-292
R148	0.001669	-294	0.001669	-294	0.02873	-294	0.158	-294	0.17	-294	0.17	-294	0.17	-294
R149	0.001669	-296	0.001669	-296	0.02387	-296	0.1573	-296	0.17	-296	0.17	-296	0.17	-296
R150	0.001669	-298	0.001669	-298	0.01867	-298	0.1566	-298	0.17	-298	0.17	-298	0.17	-298
R151	0.001669	-300	0.001669	-300	0.01505	-300	0.1558	-300	0.17	-300	0.17	-300	0.17	-300
R152	0.001669	-302	0.001669	-302	0.01091	-302	0.1551	-302	0.17	-302	0.17	-302	0.17	-302
R153	0.001669	-304	0.001669	-304	0.008223	-304	0.1542	-304	0.17	-304	0.17	-304	0.17	-304
R154	0.001669	-306	0.001669	-306	0.005742	-306	0.1534	-306	0.17	-306	0.17	-306	0.17	-306
R155	0.001669	-308	0.001669	-308	0.004103	-308	0.1525	-308	0.17	-308	0.17	-308	0.17	-308
R156	0.001669	-310	0.001669	-310	0.003125	-310	0.1516	-310	0.17	-310	0.17	-310	0.17	-310
R157	0.001669	-312	0.001669	-312	0.002343	-312	0.1507	-312	0.17	-312	0.17	-312	0.17	-312
R158	0.001669	-314	0.001669	-314	0.001945	-314	0.1497	-314	0.1699	-314	0.17	-314	0.17	-314
R159	0.001669	-316	0.001669	-316	0.001821	-316	0.1486	-316	0.1698	-316	0.17	-316	0.17	-316
R160	0.001669	-318	0.001669	-318	0.001751	-318	0.1475	-318	0.1696	-318	0.17	-318	0.17	-318
R161	0.001669	-320	0.001669	-320	0.001712	-320	0.1464	-320	0.1695	-320	0.17	-320	0.17	-320
R162	0.001669	-322	0.001669	-322	0.001692	-322	0.1453	-322	0.1693	-322	0.17	-322	0.17	-322
R163	0.001669	-324	0.001669	-324	0.001681	-324	0.1441	-324	0.1692	-324	0.17	-324	0.17	-324
R164	0.001669	-326	0.001669	-326	0.001675	-326	0.1428	-326	0.169	-326	0.17	-326	0.17	-326
R165	0.001669	-328	0.001669	-328	0.001672	-328	0.1415	-328	0.1688	-328	0.17	-328	0.17	-328
R166	0.001669	-330	0.001669	-330	0.001671	-330	0.1401	-330	0.1686	-330	0.17	-330	0.17	-330
R167	0.001669	-332	0.001669	-332	0.00167	-332	0.1387	-332	0.1684	-332	0.17	-332	0.17	-332
R168	0.001669	-334	0.001669	-334	0.00167	-334	0.1373	-334	0.1682	-334	0.17	-334	0.17	-334
R169	0.001669	-336	0.001669	-336	0.00167	-336	0.1357	-336	0.1679	-336	0.17	-336	0.17	-336
R170	0.001669	-338	0.001669	-338	0.001669	-338	0.1341	-338	0.1677	-338	0.17	-338	0.17	-338
R171	0.001669	-340	0.001669	-340	0.001669	-340	0.1324	-340	0.1675	-340	0.17	-340	0.17	-340
R172	0.001669	-342	0.001669	-342	0.001669	-342	0.1307	-342	0.1672	-342	0.17	-342	0.17	-342
R173	0.001669	-344	0.001669	-344	0.001669	-344	0.1289	-344	0.1669	-344	0.17	-344	0.17	-344
R174	0.001669	-346	0.001669	-346	0.001669	-346	0.127	-346	0.1667	-346	0.17	-346	0.17	-346
R175	0.001669	-348	0.001669	-348	0.001669	-348	0.125	-348	0.1664	-348	0.17	-348	0.17	-348
R176	0.001669	-350	0.001669	-350	0.001669	-350	0.1229	-350	0.1661	-350	0.17	-350	0.17	-350
R177	0.001669	-352	0.001669	-352	0.001669	-352	0.1207	-352	0.1658	-352	0.17	-352	0.17	-352
R178	0.001669	-354	0.001669	-354	0.001669	-354	0.1185	-354	0.1654	-354	0.17	-354	0.17	-354
R179	0.001669	-356	0.001669	-356	0.001669	-356	0.1161	-356	0.1651	-356	0.17	-356	0.17	-356
R180	0.001669	-358	0.001669	-358	0.001669	-358	0.1136	-358	0.1648	-358	0.17	-358	0.17	-358
R181	0.001669	-360	0.001669	-360	0.001669	-360	0.1111	-360	0.1644	-360	0.17	-360	0.17	-360
R182	0.001669	-362	0.001669	-362	0.001669	-362	0.1084	-362	0.164	-362	0.17	-362	0.17	-362
R183	0.001669	-364	0.001669	-364	0.001669	-364	0.1055	-364	0.1637	-364	0.17	-364	0.17	-364
R184	0.001669	-366	0.001669	-366	0.001669	-366	0.1025	-366	0.1633	-366	0.17	-366	0.17	-366
R185	0.001669	-368	0.001669	-368	0.001669	-368	0.0995	-368	0.1629	-368	0.17	-368	0.17	-368
R186	0.001669	-370	0.001669	-370	0.001669	-370	0.09634	-370	0.1624	-370	0.17	-370	0.17	-370
R187	0.001669	-372	0.001669	-372	0.001669	-372	0.09299	-372	0.162	-372	0.17	-372	0.17	-372
R188	0.001669	-374	0.001669	-374	0.001669	-374	0.08943	-374	0.1616	-374	0.17	-374	0.17	-374
R189	0.001669	-376	0.001669	-376	0.001669	-376	0.08562	-376	0.1611	-376	0.17	-376	0.17	-376
R190	0.001669	-378	0.001669	-378	0.001669	-378	0.08197	-378	0.1606	-378	0.17	-378	0.17	-378
R191	0.001669	-380	0.001669	-380	0.001669	-380	0.07811	-380	0.1601	-380	0.17	-380	0.17	-380
R192	0.001669	-382	0.001669	-382	0.001669	-382	0.07397	-382	0.1596	-382	0.17	-382	0.17	-382
R193	0.001669	-384	0.001669	-384	0.001669	-384	0.06949	-384	0.159	-384	0.17	-384	0.17	-384
R194	0.001669	-386	0.001669	-386	0.001669	-386	0.0651	-386	0.1585	-386	0.17	-386	0.17	-386
R195	0.001669	-388	0.001669	-388	0.001669	-388	0.06078	-388	0.1579	-388	0.17	-388	0.17	-388
R196	0.001669	-390	0.001669	-390	0.001669	-390	0.0561	-390	0.1573	-390	0.17	-390	0.17	-390
R197	0.001669	-392	0.001669	-392	0.001669	-392	0.05093	-392	0.1567	-392	0.17	-392	0.17	-392
R198	0.001669	-394	0.001669	-394	0.001669	-394	0.04621	-394	0.156	-394	0.17	-394	0.17	-394
R199	0.001669	-396	0.001669	-396	0.001669	-396	0.04157	-396	0.1554	-396	0.17	-396	0.17	-396
R200	0.001669	-398	0.001669	-398	0.001669	-398	0.03641	-398	0.1547	-398	0.17	-398	0.17	-398
R201	0.001669	-400	0.001669	-400	0.001669	-400	0.03123	-400	0.154	-400	0.17	-400	0.17	-400
R202	0.001669	-402	0.001669	-402	0.001669	-402	0.02697	-402	0.1532	-402	0.1699	-402	0.17	-402
R203	0.001669	-404	0.001669	-404	0.001669	-404	0.02217	-404	0.1525	-404	0.1698	-404	0.17	-404
R204	0.001669	-406	0.001669	-406	0.001669	-406	0.01777	-406	0.1517	-406	0.1697	-406	0.17	-406
R205	0.001669	-408	0.001669	-408	0.001669	-408	0.01427	-408	0.1509	-408	0.1696	-408	0.17	-408
R206	0.001669	-410	0.001669	-410	0.001669	-410	0.01027	-410	0.15	-410	0.1695	-410	0.17	-410
R207	0.001669	-412	0.001669	-412	0.001669	-412	0.007988	-412	0.1491	-412	0.1694	-412	0.17	-412
R208	0.001669	-414	0.001669	-414	0.001669	-414	0.005629	-414	0.1482	-414	0.1692	-414	0.17	-414
R209	0.001669	-416	0.001669	-416	0.001669	-416	0.004106	-416	0.1472	-416	0.1691	-416	0.17	-416
R210	0.001669	-418	0.001669	-418	0.001669	-418	0.003172	-418	0.1462	-418	0.169	-418	0.17	-418
R211	0.001669	-420	0.001669	-420	0.001669	-420	0.00241	-420	0.1452	-420	0.1688	-420	0.17	-420
R212	0.001669	-422	0.001669	-422	0.001669	-422	0.00197	-422	0.1441	-422	0.1687	-422	0.17	-422
R213	0.001669	-424	0.001669	-424	0.001669	-424	0.00184	-424	0.143	-424	0.1685	-424	0.17	-424
R214	0.001669	-426	0.001669	-426	0.001669	-426	0.001764	-426	0.1418	-426	0.1683	-426	0.17	-426
R215	0.001669	-428	0.001669	-428	0.001669	-428	0.001721	-428	0.1406	-428	0.1682	-428	0.17	-428
R216	0.001669	-430	0.001669	-430	0.001669	-430	0.001697	-430	0.1394	-430	0.168	-430	0.17	-430
R217	0.001669	-432	0.001669	-432	0.001669	-432	0.001684	-432	0.1381	-432	0.1678	-432	0.17	-432
R218	0.001669	-434	0.001669	-434	0.001669	-434	0.001677	-434	0.1367	-434	0.1676	-434	0.17	-434
R219	0.001669	-436	0.001669	-436	0.001669	-436	0.001674	-436	0.1353	-436	0.1674	-436	0.17	-436
R220	0.001669	-438	0.001669	-438	0.001669	-438	0.001672	-438	0.1338	-438	0.1672	-438	0.17	-438
R221	0.001669	-440	0.001669	-440	0.001669	-440	0.001671	-440	0.1323	-440	0.167	-440	0.17	-440
R222	0.001669	-442	0.001669	-442	0.001669	-442	0.00167	-442	0.1307	-442	0.1667	-442	0.17	-442
R223	0.001669	-444	0.001669	-444	0.001669	-444	0.00167	-444	0.129	-444	0.1665	-444	0.17	-444
R224	0.001669	-446	0.001669	-446	0.001669	-446	0.00167	-446	0.1273	-446	0.1663	-446	0.17	-446
R225	0.001669	-448	0.001669	-448	0.001669	-448	0.001669	-448	0.1255	-448	0.166	-448	0.17	-448
R226	0.001669	-450	0.001669	-450	0.001669	-450	0.001669	-450	0.1236	-450	0.1658	-450	0.17	-450
R227	0.001669	-452	0.001669	-452	0.001669	-452	0.001669	-452	0.1216	-452	0.1655	-452	0.17	-452
R228	0.001669	-454	0.001669	-454	0.001669	-454	0.001669	-454	0.1196	-454	0.1652	-454	0.17	-454
R229	0.001669	-456	0.001669	-456	0.001669	-456	0.001669	-456	0.1174	-456	0.165	-456	0.17	-456
R230	0.001669	-458	0.001669	-458	0.001669	-458	0.001669	-458	0.1152	-458	0.1647	-458	0.17	-458
R231	0.001669	-460	0.001669	-460	0.001669	-460	0.001669	-460	0.1129	-460	0.1644	-460	0.17	-460
R232	0.001669	-462	0.001669	-462	0.001669	-462	0.001669	-462	0.1104	-462	0.1641	-462	0.17	-462
R233	0.001669	-464	0.001669	-464	0.001669	-464	0.001669	-464	0.1079	-464	0.1637	-464	0.17	-464
R234	0.001669	-466	0.001669	-466	0.001669	-466	0.001669	-466	0.1052	-466	0.1634	-466	0.17	-466
R235	0.001669	-468	0.001669	-468	0.001669	-468	0.001669	-468	0.1023	-468	0.1631	-468	0.17	-468
R236	0.001669	-470	0.001669	-470	0.001669	-470	0.001669	-470	0.09949	-470	0.1627	-470	0.17	-470
R237	0.001669	-472	0.001669	-472	0.001669	-472	0.001669	-472	0.09652	-472	0.1624	-472	0.17	-472
R238	0.001669	-474	0.001669	-474	0.001669	-474	0.001669	-474	0.09338	-474	0.162	-474	0.17	-474
R239	0.001669	-476	0.001669	-476	0.001669	-476	0.001669	-476	0.09004	-476	0.1616	-476	0.17	-476
R240	0.001669	-478	0.001669	-478	0.001669	-478	0.001669	-478	0.08647	-478	0.1613	-478	0.17	-478
R241	0.001669	-480	0.001669	-480	0.001669	-480	0.001669	-480	0.08296	-480	0.1609	-480	0.17	-480
R242	0.001669	-482	0.001669	-482	0.001669	-482	0.001669	-482	0.07936	-482	0.1604	-482	0.17	-482
R243	0.001669	-484	0.001669	-484	0.001669	-484	0.001669	-484	0.07551	-484	0.16	-484	0.17	-484
R244	0.001669	-486	0.001669	-486	0.001669	-486	0.001669	-486	0.07137	-486	0.1596	-486	0.17	-486
R245	0.001669	-488	0.001669	-488	0.001669	-488	0.001669	-488	0.06694	-488	0.1591	-488	0.17	-488
R246	0.001669	-490	0.001669	-490	0.001669	-490	0.001669	-490	0.06296	-490	0.1587	-490	0.17	-490
R247	0.001669	-492	0.001669	-492	0.001669	-492	0.001669	-492	0.05867	-492	0.1582	-492	0.17	-492
R248	0.001669	-494	0.001669	-494	0.001669	-494	0.001669	-494	0.05399	-494	0.1577	-494	0.17	-494
R249	0.001669	-496	0.001669	-496	0.001669	-496	0.001669	-496	0.04887	-496	0.1572	-496	0.17	-496
R250	0.001669	-498	0.001669	-498	0.001669	-498	0.001669	-498	0.04467	-498	0.1567	-498	0.17	-498
