R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R76	0.1319	-150	0.2999	-150	0.31	-150	0.31	-150	0.31	-150	0.31	-150	0.31	-150
R77	0.1319	-152	0.2986	-152	0.31	-152	0.31	-152	0.31	-152	0.31	-152	0.31	-152
R78	0.1319	-154	0.2969	-154	0.31	-154	0.31	-154	0.31	-154	0.31	-154	0.31	-154
R79	0.1319	-156	0.2951	-156	0.31	-156	0.31	-156	0.31	-156	0.31	-156	0.31	-156
R80	0.1319	-158	0.2931	-158	0.31	-158	0.31	-158	0.31	-158	0.31	-158	0.31	-158
R81	0.1319	-160	0.2908	-160	0.31	-160	0.31	-160	0.31	-160	0.31	-160	0.31	-160
R82	0.1319	-162	0.288	-162	0.31	-162	0.31	-162	0.31	-162	0.31	-162	0.31	-162
R83	0.1319	-164	0.285	-164	0.31	-164	0.31	-164	0.31	-164	0.31	-164	0.31	-164
R84	0.1319	-166	0.2816	-166	0.31	-166	0.31	-166	0.31	-166	0.31	-166	0.31	-166
R85	0.1319	-168	0.2773	-168	0.31	-168	0.31	-168	0.31	-168	0.31	-168	0.31	-168
R86	0.1319	-170	0.2726	-170	0.31	-170	0.31	-170	0.31	-170	0.31	-170	0.31	-170
R87	0.1319	-172	0.2673	-172	0.31	-172	0.31	-172	0.31	-172	0.31	-172	0.31	-172
R88	0.1319	-174	0.2608	-174	0.31	-174	0.31	-174	0.31	-174	0.31	-174	0.31	-174
R89	0.1319	-176	0.2534	-176	0.31	-176	0.31	-176	0.31	-176	0.31	-176	0.31	-176
R90	0.1319	-178	0.2449	-178	0.3099	-178	0.31	-178	0.31	-178	0.31	-178	0.31	-178
R91	0.1319	-180	0.235	-180	0.3099	-180	0.31	-180	0.31	-180	0.31	-180	0.31	-180
R92	0.1319	-182	0.2235	-182	0.3099	-182	0.31	-182	0.31	-182	0.31	-182	0.31	-182
R93	0.1319	-184	0.2108	-184	0.3099	-184	0.31	-184	0.31	-184	0.31	-184	0.31	-184
R94	0.1319	-186	0.1962	-186	0.3099	-186	0.31	-186	0.31	-186	0.31	-186	0.31	-186
R95	0.1319	-188	0.1816	-188	0.3098	-188	0.31	-188	0.31	-188	0.31	-188	0.31	-188
R96	0.1319	-190	0.1665	-190	0.3098	-190	0.31	-190	0.31	-190	0.31	-190	0.31	-190
R97	0.1319	-192	0.1543	-192	0.3098	-192	0.31	-192	0.31	-192	0.31	-192	0.31	-192
R98	0.1319	-194	0.1444	-194	0.3097	-194	0.31	-194	0.31	-194	0.31	-194	0.31	-194
R99	0.1319	-196	0.1382	-196	0.3097	-196	0.31	-196	0.31	-196	0.31	-196	0.31	-196
R100	0.1319	-198	0.1352	-198	0.3096	-198	0.31	-198	0.31	-198	0.31	-198	0.31	-198
R101	0.1319	-200	0.1335	-200	0.3096	-200	0.31	-200	0.31	-200	0.31	-200	0.31	-200
R102	0.1319	-202	0.1327	-202	0.3095	-202	0.31	-202	0.31	-202	0.31	-202	0.31	-202
R103	0.1319	-204	0.1323	-204	0.3094	-204	0.31	-204	0.31	-204	0.31	-204	0.31	-204
R104	0.1319	-206	0.1321	-206	0.3094	-206	0.31	-206	0.31	-206	0.31	-206	0.31	-206
R105	0.1319	-208	0.132	-208	0.3093	-208	0.31	-208	0.31	-208	0.31	-208	0.31	-208
R106	0.1319	-210	0.132	-210	0.3092	-210	0.31	-210	0.31	-210	0.31	-210	0.31	-210
R107	0.1319	-212	0.132	-212	0.3091	-212	0.31	-212	0.31	-212	0.31	-212	0.31	-212
R108	0.1319	-214	0.1319	-214	0.309	-214	0.31	-214	0.31	-214	0.31	-214	0.31	-214
R109	0.1319	-216	0.1319	-216	0.3089	-216	0.31	-216	0.31	-216	0.31	-216	0.31	-216
R110	0.1319	-218	0.1319	-218	0.3087	-218	0.31	-218	0.31	-218	0.31	-218	0.31	-218
R111	0.1319	-220	0.1319	-220	0.3086	-220	0.31	-220	0.31	-220	0.31	-220	0.31	-220
R112	0.1319	-222	0.1319	-222	0.3084	-222	0.31	-222	0.31	-222	0.31	-222	0.31	-222
R113	0.1319	-224	0.1319	-224	0.3083	-224	0.31	-224	0.31	-224	0.31	-224	0.31	-224
R114	0.1319	-226	0.1319	-226	0.3081	-226	0.31	-226	0.31	-226	0.31	-226	0.31	-226
R115	0.1319	-228	0.1319	-228	0.3078	-228	0.31	-228	0.31	-228	0.31	-228	0.31	-228
R116	0.1319	-230	0.1319	-230	0.3076	-230	0.31	-230	0.31	-230	0.31	-230	0.31	-230
R117	0.1319	-232	0.1319	-232	0.3074	-232	0.31	-232	0.31	-232	0.31	-232	0.31	-232
R118	0.1319	-234	0.1319	-234	0.3071	-234	0.31	-234	0.31	-234	0.31	-234	0.31	-234
R119	0.1319	-236	0.1319	-236	0.3068	-236	0.31	-236	0.31	-236	0.31	-236	0.31	-236
R120	0.1319	-238	0.1319	-238	0.3064	-238	0.31	-238	0.31	-238	0.31	-238	0.31	-238
R121	0.1319	-240	0.1319	-240	0.306	-240	0.31	-240	0.31	-240	0.31	-240	0.31	-240
R122	0.1319	-242	0.1319	-242	0.3057	-242	0.31	-242	0.31	-242	0.31	-242	0.31	-242
R123	0.1319	-244	0.1319	-244	0.3052	-244	0.31	-244	0.31	-244	0.31	-244	0.31	-244
R124	0.1319	-246	0.1319	-246	0.3047	-246	0.31	-246	0.31	-246	0.31	-246	0.31	-246
R125	0.1319	-248	0.1319	-248	0.3041	-248	0.31	-248	0.31	-248	0.31	-248	0.31	-248
R126	0.1319	-250	0.1319	-250	0.3035	-250	0.31	-250	0.31	-250	0.31	-250	0.31	-250
R127	0.1319	-252	0.1319	-252	0.3029	-252	0.31	-252	0.31	-252	0.31	-252	0.31	-252
R128	0.1319	-254	0.1319	-254	0.3022	-254	0.31	-254	0.31	-254	0.31	-254	0.31	-254
R129	0.1319	-256	0.1319	-256	0.3013	-256	0.31	-256	0.31	-256	0.31	-256	0.31	-256
R130	0.1319	-258	0.1319	-258	0.3004	-258	0.31	-258	0.31	-258	0.31	-258	0.31	-258
R131	0.1319	-260	0.1319	-260	0.2994	-260	0.31	-260	0.31	-260	0.31	-260	0.31	-260
R132	0.1319	-262	0.1319	-262	0.2984	-262	0.3099	-262	0.31	-262	0.31	-262	0.31	-262
R133	0.1319	-264	0.1319	-264	0.297	-264	0.3099	-264	0.31	-264	0.31	-264	0.31	-264
R134	0.1319	-266	0.1319	-266	0.2956	-266	0.3099	-266	0.31	-266	0.31	-266	0.31	-266
R135	0.1319	-268	0.1319	-268	0.2941	-268	0.3099	-268	0.31	-268	0.31	-268	0.31	-268
R136	0.1319	-270	0.1319	-270	0.2924	-270	0.3099	-270	0.31	-270	0.31	-270	0.31	-270
R137	0.1319	-272	0.1319	-272	0.2904	-272	0.3099	-272	0.31	-272	0.31	-272	0.31	-272
R138	0.1319	-274	0.1319	-274	0.2882	-274	0.3099	-274	0.31	-274	0.31	-274	0.31	-274
R139	0.1319	-276	0.1319	-276	0.2857	-276	0.3098	-276	0.31	-276	0.31	-276	0.31	-276
R140	0.1319	-278	0.1319	-278	0.283	-278	0.3098	-278	0.31	-278	0.31	-278	0.31	-278
R141	0.1319	-280	0.1319	-280	0.2799	-280	0.3098	-280	0.31	-280	0.31	-280	0.31	-280
R142	0.1319	-282	0.1319	-282	0.2762	-282	0.3098	-282	0.31	-282	0.31	-282	0.31	-282
R143	0.1319	-284	0.1319	-284	0.2722	-284	0.3097	-284	0.31	-284	0.31	-284	0.31	-284
R144	0.1319	-286	0.1319	-286	0.2678	-286	0.3097	-286	0.31	-286	0.31	-286	0.31	-286
R145	0.1319	-288	0.1319	-288	0.2624	-288	0.3097	-288	0.31	-288	0.31	-288	0.31	-288
R146	0.1319	-290	0.1319	-290	0.2564	-290	0.3096	-290	0.31	-290	0.31	-290	0.31	-290
R147	0.1319	-292	0.1319	-292	0.2496	-292	0.3096	-292	0.31	-292	0.31	-292	0.31	-292
R148	0.1319	-294	0.1319	-294	0.2418	-294	0.3095	-294	0.31	-294	0.31	-294	0.31	-294
R149	0.1319	-296	0.1319	-296	0.233	-296	0.3095	-296	0.31	-296	0.31	-296	0.31	-296
R150	0.1319	-298	0.1319	-298	0.223	-298	0.3094	-298	0.31	-298	0.31	-298	0.31	-298
R151	0.1319	-300	0.1319	-300	0.212	-300	0.3094	-300	0.31	-300	0.31	-300	0.31	-300
R152	0.1319	-302	0.1319	-302	0.1994	-302	0.3093	-302	0.31	-302	0.31	-302	0.31	-302
R153	0.1319	-304	0.1319	-304	0.1866	-304	0.3092	-304	0.31	-304	0.31	-304	0.31	-304
R154	0.1319	-306	0.1319	-306	0.1731	-306	0.3092	-306	0.31	-306	0.31	-306	0.31	-306
R155	0.1319	-308	0.1319	-308	0.161	-308	0.3091	-308	0.31	-308	0.31	-308	0.31	-308
R156	0.1319	-310	0.1319	-310	0.1508	-310	0.309	-310	0.31	-310	0.31	-310	0.31	-310
R157	0.1319	-312	0.1319	-312	0.1427	-312	0.3089	-312	0.31	-312	0.31	-312	0.31	-312
R158	0.1319	-314	0.1319	-314	0.1377	-314	0.3088	-314	0.31	-314	0.31	-314	0.31	-314
R159	0.1319	-316	0.1319	-316	0.1351	-316	0.3087	-316	0.31	-316	0.31	-316	0.31	-316
R160	0.1319	-318	0.1319	-318	0.1336	-318	0.3085	-318	0.31	-318	0.31	-318	0.31	-318
R161	0.1319	-320	0.1319	-320	0.1328	-320	0.3084	-320	0.31	-320	0.31	-320	0.31	-320
R162	0.1319	-322	0.1319	-322	0.1324	-322	0.3083	-322	0.31	-322	0.31	-322	0.31	-322
R163	0.1319	-324	0.1319	-324	0.1322	-324	0.3081	-324	0.31	-324	0.31	-324	0.31	-324
R164	0.1319	-326	0.1319	-326	0.1321	-326	0.3079	-326	0.31	-326	0.31	-326	0.31	-326
R165	0.1319	-328	0.1319	-328	0.132	-328	0.3078	-328	0.31	-328	0.31	-328	0.31	-328
R166	0.1319	-330	0.1319	-330	0.132	-330	0.3076	-330	0.31	-330	0.31	-330	0.31	-330
R167	0.1319	-332	0.1319	-332	0.1319	-332	0.3074	-332	0.31	-332	0.31	-332	0.31	-332
R168	0.1319	-334	0.1319	-334	0.1319	-334	0.3071	-334	0.31	-334	0.31	-334	0.31	-334
R169	0.1319	-336	0.1319	-336	0.1319	-336	0.3069	-336	0.31	-336	0.31	-336	0.31	-336
R170	0.1319	-338	0.1319	-338	0.1319	-338	0.3066	-338	0.31	-338	0.31	-338	0.31	-338
R171	0.1319	-340	0.1319	-340	0.1319	-340	0.3063	-340	0.31	-340	0.31	-340	0.31	-340
R172	0.1319	-342	0.1319	-342	0.1319	-342	0.3059	-342	0.31	-342	0.31	-342	0.31	-342
R173	0.1319	-344	0.1319	-344	0.1319	-344	0.3056	-344	0.31	-344	0.31	-344	0.31	-344
R174	0.1319	-346	0.1319	-346	0.1319	-346	0.3052	-346	0.31	-346	0.31	-346	0.31	-346
R175	0.1319	-348	0.1319	-348	0.1319	-348	0.3048	-348	0.3099	-348	0.31	-348	0.31	-348
R176	0.1319	-350	0.1319	-350	0.1319	-350	0.3043	-350	0.3099	-350	0.31	-350	0.31	-350
R177	0.1319	-352	0.1319	-352	0.1319	-352	0.3038	-352	0.3099	-352	0.31	-352	0.31	-352
R178	0.1319	-354	0.1319	-354	0.1319	-354	0.3032	-354	0.3099	-354	0.31	-354	0.31	-354
R179	0.1319	-356	0.1319	-356	0.1319	-356	0.3027	-356	0.3099	-356	0.31	-356	0.31	-356
R180	0.1319	-358	0.1319	-358	0.1319	-358	0.3019	-358	0.3099	-358	0.31	-358	0.31	-358
R181	0.1319	-360	0.1319	-360	0.1319	-360	0.3012	-360	0.3099	-360	0.31	-360	0.31	-360
R182	0.1319	-362	0.1319	-362	0.1319	-362	0.3003	-362	0.3099	-362	0.31	-362	0.31	-362
R183	0.1319	-364	0.1319	-364	0.1319	-364	0.2995	-364	0.3099	-364	0.31	-364	0.31	-364
R184	0.1319	-366	0.1319	-366	0.1319	-366	0.2986	-366	0.3098	-366	0.31	-366	0.31	-366
R185	0.1319	-368	0.1319	-368	0.1319	-368	0.2974	-368	0.3098	-368	0.31	-368	0.31	-368
R186	0.1319	-370	0.1319	-370	0.1319	-370	0.2961	-370	0.3098	-370	0.31	-370	0.31	-370
R187	0.1319	-372	0.1319	-372	0.1319	-372	0.2948	-372	0.3098	-372	0.31	-372	0.31	-372
R188	0.1319	-374	0.1319	-374	0.1319	-374	0.2934	-374	0.3098	-374	0.31	-374	0.31	-374
R189	0.1319	-376	0.1319	-376	0.1319	-376	0.2918	-376	0.3097	-376	0.31	-376	0.31	-376
R190	0.1319	-378	0.1319	-378	0.1319	-378	0.2899	-378	0.3097	-378	0.31	-378	0.31	-378
R191	0.1319	-380	0.1319	-380	0.1319	-380	0.2877	-380	0.3097	-380	0.31	-380	0.31	-380
R192	0.1319	-382	0.1319	-382	0.1319	-382	0.2855	-382	0.3096	-382	0.31	-382	0.31	-382
R193	0.1319	-384	0.1319	-384	0.1319	-384	0.283	-384	0.3096	-384	0.31	-384	0.31	-384
R194	0.1319	-386	0.1319	-386	0.1319	-386	0.2801	-386	0.3096	-386	0.31	-386	0.31	-386
R195	0.1319	-388	0.1319	-388	0.1319	-388	0.2768	-388	0.3095	-388	0.31	-388	0.31	-388
R196	0.1319	-390	0.1319	-390	0.1319	-390	0.2731	-390	0.3095	-390	0.31	-390	0.31	-390
R197	0.1319	-392	0.1319	-392	0.1319	-392	0.2691	-392	0.3094	-392	0.31	-392	0.31	-392
R198	0.1319	-394	0.1319	-394	0.1319	-394	0.2644	-394	0.3094	-394	0.31	-394	0.31	-394
R199	0.1319	-396	0.1319	-396	0.1319	-396	0.2591	-396	0.3093	-396	0.31	-396	0.31	-396
R200	0.1319	-398	0.1319	-398	0.1319	-398	0.2531	-398	0.3093	-398	0.31	-398	0.31	-398
R201	0.1319	-400	0.1319	-400	0.1319	-400	0.2464	-400	0.3092	-400	0.31	-400	0.31	-400
R202	0.1319	-402	0.1319	-402	0.1319	-402	0.2387	-402	0.3091	-402	0.31	-402	0.31	-402
R203	0.1319	-404	0.1319	-404	0.1319	-404	0.23	-404	0.3091	-404	0.31	-404	0.31	-404
R204	0.1319	-406	0.1319	-406	0.1319	-406	0.2202	-406	0.309	-406	0.31	-406	0.31	-406
R205	0.1319	-408	0.1319	-408	0.1319	-408	0.2096	-408	0.3089	-408	0.31	-408	0.31	-408
R206	0.1319	-410	0.1319	-410	0.1319	-410	0.1974	-410	0.3088	-410	0.31	-410	0.31	-410
R207	0.1319	-412	0.1319	-412	0.1319	-412	0.1854	-412	0.3087	-412	0.31	-412	0.31	-412
R208	0.1319	-414	0.1319	-414	0.1319	-414	0.1725	-414	0.3086	-414	0.31	-414	0.31	-414
R209	0.1319	-416	0.1319	-416	0.1319	-416	0.161	-416	0.3085	-416	0.31	-416	0.31	-416
R210	0.1319	-418	0.1319	-418	0.1319	-418	0.1513	-418	0.3084	-418	0.31	-418	0.31	-418
R211	0.1319	-420	0.1319	-420	0.1319	-420	0.1434	-420	0.3083	-420	0.31	-420	0.31	-420
R212	0.1319	-422	0.1319	-422	0.1319	-422	0.1382	-422	0.3081	-422	0.31	-422	0.31	-422
R213	0.1319	-424	0.1319	-424	0.1319	-424	0.1355	-424	0.308	-424	0.31	-424	0.31	-424
R214	0.1319	-426	0.1319	-426	0.1319	-426	0.1339	-426	0.3078	-426	0.31	-426	0.31	-426
R215	0.1319	-428	0.1319	-428	0.1319	-428	0.133	-428	0.3076	-428	0.31	-428	0.31	-428
R216	0.1319	-430	0.1319	-430	0.1319	-430	0.1325	-430	0.3074	-430	0.31	-430	0.31	-430
R217	0.1319	-432	0.1319	-432	0.1319	-432	0.1322	-432	0.3073	-432	0.31	-432	0.31	-432
R218	0.1319	-434	0.1319	-434	0.1319	-434	0.1321	-434	0.307	-434	0.31	-434	0.31	-434
R219	0.1319	-436	0.1319	-436	0.1319	-436	0.132	-436	0.3068	-436	0.31	-436	0.31	-436
R220	0.1319	-438	0.1319	-438	0.1319	-438	0.132	-438	0.3065	-438	0.31	-438	0.31	-438
R221	0.1319	-440	0.1319	-440	0.1319	-440	0.132	-440	0.3062	-440	0.31	-440	0.31	-440
R222	0.1319	-442	0.1319	-442	0.1319	-442	0.1319	-442	0.3059	-442	0.31	-442	0.31	-442
R223	0.1319	-444	0.1319	-444	0.1319	-444	0.1319	-444	0.3056	-444	0.3099	-444	0.31	-444
R224	0.1319	-446	0.1319	-446	0.1319	-446	0.1319	-446	0.3053	-446	0.3099	-446	0.31	-446
R225	0.1319	-448	0.1319	-448	0.1319	-448	0.1319	-448	0.3049	-448	0.3099	-448	0.31	-448
R226	0.1319	-450	0.1319	-450	0.1319	-450	0.1319	-450	0.3044	-450	0.3099	-450	0.31	-450
R227	0.1319	-452	0.1319	-452	0.1319	-452	0.1319	-452	0.304	-452	0.3099	-452	0.31	-452
R228	0.1319	-454	0.1319	-454	0.1319	-454	0.1319	-454	0.3035	-454	0.3099	-454	0.31	-454
R229	0.1319	-456	0.1319	-456	0.1319	-456	0.1319	-456	0.303	-456	0.3099	-456	0.31	-456
R230	0.1319	-458	0.1319	-458	0.1319	-458	0.1319	-458	0.3024	-458	0.3099	-458	0.31	-458
R231	0.1319	-460	0.1319	-460	0.1319	-460	0.1319	-460	0.3017	-460	0.3099	-460	0.31	-460
R232	0.1319	-462	0.1319	-462	0.1319	-462	0.1319	-462	0.301	-462	0.3099	-462	0.31	-462
R233	0.1319	-464	0.1319	-464	0.1319	-464	0.1319	-464	0.3002	-464	0.3099	-464	0.31	-464
R234	0.1319	-466	0.1319	-466	0.1319	-466	0.1319	-466	0.2994	-466	0.3098	-466	0.31	-466
R235	0.1319	-468	0.1319	-468	0.1319	-468	0.1319	-468	0.2985	-468	0.3098	-468	0.31	-468
R236	0.1319	-470	0.1319	-470	0.1319	-470	0.1319	-470	0.2974	-470	0.3098	-470	0.31	-470
R237	0.1319	-472	0.1319	-472	0.1319	-472	0.1319	-472	0.2962	-472	0.3098	-472	0.31	-472
R238	0.1319	-474	0.1319	-474	0.1319	-474	0.1319	-474	0.2949	-474	0.3098	-474	0.31	-474
R239	0.1319	-476	0.1319	-476	0.1319	-476	0.1319	-476	0.2936	-476	0.3098	-476	0.31	-476
R240	0.1319	-478	0.1319	-478	0.1319	-478	0.1319	-478	0.2922	-478	0.3097	-478	0.31	-478
R241	0.1319	-480	0.1319	-480	0.1319	-480	0.1319	-480	0.2904	-480	0.3097	-480	0.31	-480
R242	0.1319	-482	0.1319	-482	0.1319	-482	0.1319	-482	0.2884	-482	0.3097	-482	0.31	-482
R243	0.1319	-484	0.1319	-484	0.1319	-484	0.1319	-484	0.2863	-484	0.3097	-484	0.31	-484
R244	0.1319	-486	0.1319	-486	0.1319	-486	0.1319	-486	0.2841	-486	0.3096	-486	0.31	-486
R245	0.1319	-488	0.1319	-488	0.1319	-488	0.1319	-488	0.2816	-488	0.3096	-488	0.31	-488
R246	0.1319	-490	0.1319	-490	0.1319	-490	0.1319	-490	0.2785	-490	0.3096	-490	0.31	-490
R247	0.1319	-492	0.1319	-492	0.1319	-492	0.1319	-492	0.2751	-492	0.3095	-492	0.31	-492
R248	0.1319	-494	0.1319	-494	0.1319	-494	0.1319	-494	0.2715	-494	0.3095	-494	0.31	-494
R249	0.1319	-496	0.1319	-496	0.1319	-496	0.1319	-496	0.2675	-496	0.3095	-496	0.31	-496
R250	0.1319	-498	0.1319	-498	0.1319	-498	0.1319	-498	0.2626	-498	0.3094	-498	0.31	-498
R251	0.1319	-500	0.1319	-500	0.1319	-500	0.1319	-500	0.2573	-500	0.3094	-500	0.31	-500
R252	0.1319	-502	0.1319	-502	0.1319	-502	0.1319	-502	0.2514	-502	0.3094	-502	0.31	-502
