R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R253	0.1319	-504	0.1319	-504	0.1319	-504	0.1319	-504	0.2446	-504	0.3093	-504	0.31	-504
R254	0.1319	-506	0.1319	-506	0.1319	-506	0.1319	-506	0.237	-506	0.3093	-506	0.31	-506
R255	0.1319	-508	0.1319	-508	0.1319	-508	0.1319	-508	0.2284	-508	0.3092	-508	0.31	-508
R256	0.1319	-510	0.1319	-510	0.1319	-510	0.1319	-510	0.2189	-510	0.3091	-510	0.31	-510
R257	0.1319	-512	0.1319	-512	0.1319	-512	0.1319	-512	0.2084	-512	0.3091	-512	0.31	-512
R258	0.1319	-514	0.1319	-514	0.1319	-514	0.1319	-514	0.1965	-514	0.309	-514	0.31	-514
R259	0.1319	-516	0.1319	-516	0.1319	-516	0.1319	-516	0.1848	-516	0.309	-516	0.31	-516
R260	0.1319	-518	0.1319	-518	0.1319	-518	0.1319	-518	0.1723	-518	0.3089	-518	0.31	-518
R261	0.1319	-520	0.1319	-520	0.1319	-520	0.1319	-520	0.1611	-520	0.3088	-520	0.31	-520
R262	0.1319	-522	0.1319	-522	0.1319	-522	0.1319	-522	0.1516	-522	0.3087	-522	0.31	-522
R263	0.1319	-524	0.1319	-524	0.1319	-524	0.1319	-524	0.1438	-524	0.3087	-524	0.31	-524
R264	0.1319	-526	0.1319	-526	0.1319	-526	0.1319	-526	0.1385	-526	0.3086	-526	0.31	-526
R265	0.1319	-528	0.1319	-528	0.1319	-528	0.1319	-528	0.1358	-528	0.3085	-528	0.31	-528
R266	0.1319	-530	0.1319	-530	0.1319	-530	0.1319	-530	0.1341	-530	0.3084	-530	0.31	-530
R267	0.1319	-532	0.1319	-532	0.1319	-532	0.1319	-532	0.1331	-532	0.3083	-532	0.31	-532
R268	0.1319	-534	0.1319	-534	0.1319	-534	0.1319	-534	0.1326	-534	0.3082	-534	0.31	-534
R269	0.1319	-536	0.1319	-536	0.1319	-536	0.1319	-536	0.1323	-536	0.3081	-536	0.31	-536
R270	0.1319	-538	0.1319	-538	0.1319	-538	0.1319	-538	0.1321	-538	0.308	-538	0.31	-538
R271	0.1319	-540	0.1319	-540	0.1319	-540	0.1319	-540	0.132	-540	0.3078	-540	0.31	-540
R272	0.1319	-542	0.1319	-542	0.1319	-542	0.1319	-542	0.132	-542	0.3077	-542	0.31	-542
R273	0.1319	-544	0.1319	-544	0.1319	-544	0.1319	-544	0.132	-544	0.3076	-544	0.31	-544
R274	0.1319	-546	0.1319	-546	0.1319	-546	0.1319	-546	0.1319	-546	0.3074	-546	0.31	-546
R275	0.1319	-548	0.1319	-548	0.1319	-548	0.1319	-548	0.1319	-548	0.3073	-548	0.31	-548
R276	0.1319	-550	0.1319	-550	0.1319	-550	0.1319	-550	0.1319	-550	0.3072	-550	0.31	-550
R277	0.1319	-552	0.1319	-552	0.1319	-552	0.1319	-552	0.1319	-552	0.307	-552	0.31	-552
R278	0.1319	-554	0.1319	-554	0.1319	-554	0.1319	-554	0.1319	-554	0.3068	-554	0.31	-554
R279	0.1319	-556	0.1319	-556	0.1319	-556	0.1319	-556	0.1319	-556	0.3066	-556	0.31	-556
R280	0.1319	-558	0.1319	-558	0.1319	-558	0.1319	-558	0.1319	-558	0.3065	-558	0.31	-558
R281	0.1319	-560	0.1319	-560	0.1319	-560	0.1319	-560	0.1319	-560	0.3063	-560	0.31	-560
R282	0.1319	-562	0.1319	-562	0.1319	-562	0.1319	-562	0.1319	-562	0.3061	-562	0.31	-562
R283	0.1319	-564	0.1319	-564	0.1319	-564	0.1319	-564	0.1319	-564	0.3059	-564	0.31	-564
R284	0.1319	-566	0.1319	-566	0.1319	-566	0.1319	-566	0.1319	-566	0.3057	-566	0.31	-566
R285	0.1319	-568	0.1319	-568	0.1319	-568	0.1319	-568	0.1319	-568	0.3056	-568	0.31	-568
R286	0.1319	-570	0.1319	-570	0.1319	-570	0.1319	-570	0.1319	-570	0.3054	-570	0.31	-570
R287	0.1319	-572	0.1319	-572	0.1319	-572	0.1319	-572	0.1319	-572	0.3052	-572	0.31	-572
R288	0.1319	-574	0.1319	-574	0.1319	-574	0.1319	-574	0.1319	-574	0.305	-574	0.31	-574
R289	0.1319	-576	0.1319	-576	0.1319	-576	0.1319	-576	0.1319	-576	0.3048	-576	0.31	-576
R290	0.1319	-578	0.1319	-578	0.1319	-578	0.1319	-578	0.1319	-578	0.3046	-578	0.31	-578
R291	0.1319	-580	0.1319	-580	0.1319	-580	0.1319	-580	0.1319	-580	0.3044	-580	0.31	-580
R292	0.1319	-582	0.1319	-582	0.1319	-582	0.1319	-582	0.1319	-582	0.3042	-582	0.31	-582
R293	0.1319	-584	0.1319	-584	0.1319	-584	0.1319	-584	0.1319	-584	0.304	-584	0.31	-584
R294	0.1319	-586	0.1319	-586	0.1319	-586	0.1319	-586	0.1319	-586	0.3039	-586	0.31	-586
R295	0.1319	-588	0.1319	-588	0.1319	-588	0.1319	-588	0.1319	-588	0.3038	-588	0.31	-588
R296	0.1319	-590	0.1319	-590	0.1319	-590	0.1319	-590	0.1319	-590	0.3037	-590	0.31	-590
R297	0.1319	-592	0.1319	-592	0.1319	-592	0.1319	-592	0.1319	-592	0.3036	-592	0.31	-592
R298	0.1319	-594	0.1319	-594	0.1319	-594	0.1319	-594	0.1319	-594	0.3035	-594	0.31	-594
R299	0.1319	-596	0.1319	-596	0.1319	-596	0.1319	-596	0.1319	-596	0.3034	-596	0.31	-596
R300	0.1319	-598	0.1319	-598	0.1319	-598	0.1319	-598	0.1319	-598	0.3034	-598	0.31	-598
R301	0.1319	-600	0.1319	-600	0.1319	-600	0.1319	-600	0.1319	-600	0.3034	-600	0.31	-600
