R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R52	-200	-102	-5.604	-102	8.812	-102	14.06	-102	16.798	-102	18.603	-102	25	-102
R53	-200	-104	-6.317	-104	8.494	-104	13.846	-104	16.638	-104	18.478	-104	25	-104
R54	-200	-106	-7.05	-106	8.177	-106	13.631	-106	16.477	-106	18.352	-106	25	-106
R55	-200	-108	-7.804	-108	7.859	-108	13.417	-108	16.316	-108	18.227	-108	25	-108
R56	-200	-110	-8.58	-110	7.542	-110	13.202	-110	16.155	-110	18.101	-110	25	-110
R57	-200	-112	-9.382	-112	7.224	-112	12.988	-112	15.994	-112	17.976	-112	25	-112
R58	-200	-114	-10.209	-114	6.907	-114	12.773	-114	15.834	-114	17.85	-114	25	-114
R59	-200	-116	-11.064	-116	6.59	-116	12.559	-116	15.673	-116	17.725	-116	25	-116
R60	-200	-118	-11.949	-118	6.272	-118	12.344	-118	15.512	-118	17.6	-118	25	-118
R61	-200	-120	-12.866	-120	5.955	-120	12.13	-120	15.351	-120	17.474	-120	25	-120
R62	-200	-122	-13.817	-122	5.637	-122	11.915	-122	15.19	-122	17.349	-122	25	-122
R63	-200	-124	-14.805	-124	5.32	-124	11.701	-124	15.03	-124	17.223	-124	25	-124
R64	-200	-126	-15.833	-126	5.002	-126	11.486	-126	14.869	-126	17.098	-126	25	-126
R65	-200	-128	-16.903	-128	4.685	-128	11.272	-128	14.708	-128	16.972	-128	25	-128
R66	-200	-130	-18.019	-130	4.368	-130	11.057	-130	14.547	-130	16.847	-130	25	-130
R67	-200	-132	-19.184	-132	4.05	-132	10.843	-132	14.386	-132	16.722	-132	25	-132
R68	-200	-134	-20.403	-134	3.733	-134	10.628	-134	14.225	-134	16.596	-134	25	-134
R69	-200	-136	-21.679	-136	3.415	-136	10.414	-136	14.065	-136	16.471	-136	25	-136
R70	-200	-138	-23.019	-138	3.098	-138	10.199	-138	13.904	-138	16.345	-138	25	-138
R71	-200	-140	-24.426	-140	2.781	-140	9.985	-140	13.743	-140	16.22	-140	25	-140
R72	-200	-142	-25.908	-142	2.463	-142	9.77	-142	13.582	-142	16.094	-142	25	-142
R73	-200	-144	-27.471	-144	2.146	-144	9.556	-144	13.421	-144	15.969	-144	25	-144
R74	-200	-146	-29.126	-146	1.828	-146	9.341	-146	13.261	-146	15.844	-146	25	-146
R75	-200	-148	-30.877	-148	1.511	-148	9.127	-148	13.1	-148	15.718	-148	25	-148
R76	-200	-150	-32.737	-150	1.193	-150	8.912	-150	12.939	-150	15.593	-150	25	-150
R77	-200	-152	-34.721	-152	0.876	-152	8.698	-152	12.778	-152	15.467	-152	25	-152
R78	-200	-154	-36.841	-154	0.559	-154	8.483	-154	12.617	-154	15.342	-154	25	-154
R79	-200	-156	-39.108	-156	0.241	-156	8.269	-156	12.456	-156	15.216	-156	25	-156
R80	-200	-158	-41.548	-158	-0.076	-158	8.054	-158	12.296	-158	15.091	-158	25	-158
R81	-200	-160	-44.189	-160	-0.396	-160	7.84	-160	12.135	-160	14.966	-160	25	-160
R82	-200	-162	-47.044	-162	-0.718	-162	7.625	-162	11.974	-162	14.84	-162	25	-162
R83	-200	-164	-50.148	-164	-1.044	-164	7.411	-164	11.813	-164	14.715	-164	25	-164
R84	-200	-166	-53.565	-166	-1.375	-166	7.196	-166	11.652	-166	14.589	-166	25	-166
R85	-200	-168	-57.316	-168	-1.711	-168	6.982	-168	11.492	-168	14.464	-168	25	-168
R86	-200	-170	-61.451	-170	-2.052	-170	6.767	-170	11.331	-170	14.338	-170	25	-170
R87	-200	-172	-66.104	-172	-2.399	-172	6.553	-172	11.17	-172	14.213	-172	25	-172
R88	-200	-174	-71.325	-174	-2.752	-174	6.338	-174	11.009	-174	14.087	-174	25	-174
R89	-200	-176	-77.211	-176	-3.111	-176	6.124	-176	10.848	-176	13.962	-176	25	-176
R90	-200	-178	-83.992	-178	-3.478	-178	5.909	-178	10.688	-178	13.837	-178	25	-178
R91	-200	-180	-91.778	-180	-3.852	-180	5.695	-180	10.527	-180	13.711	-180	25	-180
R92	-200	-182	-100.887	-182	-4.234	-182	5.48	-182	10.366	-182	13.586	-182	25	-182
R93	-200	-184	-111.59	-184	-4.624	-184	5.266	-184	10.205	-184	13.46	-184	25	-184
R94	-200	-186	-123.963	-186	-5.023	-186	5.051	-186	10.044	-186	13.335	-186	25	-186
R95	-200	-188	-138.357	-188	-5.43	-188	4.837	-188	9.883	-188	13.209	-188	25	-188
R96	-200	-190	-153.486	-190	-5.848	-190	4.622	-190	9.723	-190	13.084	-190	25	-190
R97	-200	-192	-168.756	-192	-6.275	-192	4.408	-192	9.562	-192	12.959	-192	25	-192
R98	-200	-194	-181.057	-194	-6.713	-194	4.193	-194	9.401	-194	12.833	-194	25	-194
R99	-200	-196	-189.331	-196	-7.162	-196	3.979	-196	9.24	-196	12.708	-196	25	-196
R100	-200	-198	-194.504	-198	-7.623	-198	3.764	-198	9.079	-198	12.582	-198	25	-198
R101	-200	-200	-197.264	-200	-8.096	-200	3.55	-200	8.919	-200	12.457	-200	25	-200
R102	-200	-202	-198.664	-202	-8.582	-202	3.335	-202	8.758	-202	12.331	-202	25	-202
R103	-200	-204	-199.355	-204	-9.081	-204	3.121	-204	8.597	-204	12.206	-204	25	-204
R104	-200	-206	-199.691	-206	-9.595	-206	2.906	-206	8.436	-206	12.081	-206	25	-206
R105	-200	-208	-199.852	-208	-10.124	-208	2.692	-208	8.275	-208	11.955	-208	25	-208
R106	-200	-210	-199.93	-210	-10.668	-210	2.477	-210	8.115	-210	11.83	-210	25	-210
R107	-200	-212	-199.967	-212	-11.229	-212	2.263	-212	7.954	-212	11.704	-212	25	-212
R108	-200	-214	-199.984	-214	-11.807	-214	2.048	-214	7.793	-214	11.579	-214	25	-214
R109	-200	-216	-199.993	-216	-12.404	-216	1.834	-216	7.632	-216	11.453	-216	25	-216
R110	-200	-218	-199.997	-218	-13.02	-218	1.619	-218	7.471	-218	11.328	-218	25	-218
R111	-200	-220	-199.998	-220	-13.656	-220	1.405	-220	7.31	-220	11.203	-220	25	-220
R112	-200	-222	-199.999	-222	-14.314	-222	1.19	-222	7.15	-222	11.077	-222	25	-222
R113	-200	-224	-200	-224	-14.995	-224	0.976	-224	6.989	-224	10.952	-224	25	-224
R114	-200	-226	-200	-226	-15.701	-226	0.761	-226	6.828	-226	10.826	-226	25	-226
R115	-200	-228	-200	-228	-16.432	-228	0.547	-228	6.667	-228	10.701	-228	25	-228
R116	-200	-230	-200	-230	-17.19	-230	0.332	-230	6.506	-230	10.575	-230	25	-230
R117	-200	-232	-200	-232	-17.977	-232	0.118	-232	6.346	-232	10.45	-232	25	-232
R118	-200	-234	-200	-234	-18.795	-234	-0.097	-234	6.185	-234	10.325	-234	25	-234
R119	-200	-236	-200	-236	-19.645	-236	-0.313	-236	6.024	-236	10.199	-236	25	-236
R120	-200	-238	-200	-238	-20.53	-238	-0.53	-238	5.863	-238	10.074	-238	25	-238
R121	-200	-240	-200	-240	-21.452	-240	-0.751	-240	5.702	-240	9.948	-240	25	-240
R122	-200	-242	-200	-242	-22.415	-242	-0.973	-242	5.541	-242	9.823	-242	25	-242
R123	-200	-244	-200	-244	-23.42	-244	-1.199	-244	5.381	-244	9.697	-244	25	-244
R124	-200	-246	-200	-246	-24.47	-246	-1.427	-246	5.22	-246	9.572	-246	25	-246
R125	-200	-248	-200	-248	-25.569	-248	-1.659	-248	5.059	-248	9.447	-248	25	-248
R126	-200	-250	-200	-250	-26.721	-250	-1.895	-250	4.898	-250	9.321	-250	25	-250
R127	-200	-252	-200	-252	-27.931	-252	-2.134	-252	4.737	-252	9.196	-252	25	-252
R128	-200	-254	-200	-254	-29.204	-254	-2.377	-254	4.577	-254	9.07	-254	25	-254
R129	-200	-256	-200	-256	-30.542	-256	-2.624	-256	4.416	-256	8.945	-256	25	-256
R130	-200	-258	-200	-258	-31.952	-258	-2.876	-258	4.255	-258	8.819	-258	25	-258
R131	-200	-260	-200	-260	-33.443	-260	-3.132	-260	4.094	-260	8.694	-260	25	-260
R132	-200	-262	-200	-262	-35.023	-262	-3.393	-262	3.933	-262	8.569	-262	25	-262
R133	-200	-264	-200	-264	-36.698	-264	-3.659	-264	3.773	-264	8.443	-264	25	-264
R134	-200	-266	-200	-266	-38.473	-266	-3.93	-266	3.612	-266	8.318	-266	25	-266
R135	-200	-268	-200	-268	-40.363	-268	-4.206	-268	3.451	-268	8.192	-268	25	-268
R136	-200	-270	-200	-270	-42.387	-270	-4.488	-270	3.29	-270	8.067	-270	25	-270
R137	-200	-272	-200	-272	-44.56	-272	-4.776	-272	3.129	-272	7.941	-272	25	-272
R138	-200	-274	-200	-274	-46.887	-274	-5.071	-274	2.968	-274	7.816	-274	25	-274
R139	-200	-276	-200	-276	-49.389	-276	-5.371	-276	2.808	-276	7.691	-276	25	-276
R140	-200	-278	-200	-278	-52.105	-278	-5.679	-278	2.647	-278	7.565	-278	25	-278
R141	-200	-280	-200	-280	-55.067	-280	-5.993	-280	2.486	-280	7.44	-280	25	-280
R142	-200	-282	-200	-282	-58.282	-282	-6.314	-282	2.325	-282	7.314	-282	25	-282
R143	-200	-284	-200	-284	-61.796	-284	-6.644	-284	2.164	-284	7.189	-284	25	-284
R144	-200	-286	-200	-286	-65.709	-286	-6.981	-286	2.004	-286	7.063	-286	25	-286
R145	-200	-288	-200	-288	-70.041	-288	-7.326	-288	1.843	-288	6.938	-288	25	-288
R146	-200	-290	-200	-290	-74.823	-290	-7.68	-290	1.682	-290	6.812	-290	25	-290
R147	-200	-292	-200	-292	-80.249	-292	-8.043	-292	1.521	-292	6.687	-292	25	-292
R148	-200	-294	-200	-294	-86.411	-294	-8.415	-294	1.36	-294	6.562	-294	25	-294
R149	-200	-296	-200	-296	-93.344	-296	-8.797	-296	1.199	-296	6.436	-296	25	-296
R150	-200	-298	-200	-298	-101.375	-298	-9.189	-298	1.039	-298	6.311	-298	25	-298
R151	-200	-300	-200	-300	-110.647	-300	-9.593	-300	0.878	-300	6.185	-300	25	-300
R152	-200	-302	-200	-302	-121.262	-302	-10.007	-302	0.717	-302	6.06	-302	25	-302
R153	-200	-304	-200	-304	-133.416	-304	-10.432	-304	0.556	-304	5.934	-304	25	-304
R154	-200	-306	-200	-306	-146.699	-306	-10.87	-306	0.395	-306	5.809	-306	25	-306
R155	-200	-308	-200	-308	-160.361	-308	-11.321	-308	0.235	-308	5.684	-308	25	-308
R156	-200	-310	-200	-310	-173.042	-310	-11.785	-310	0.074	-310	5.558	-310	25	-310
R157	-200	-312	-200	-312	-183.177	-312	-12.263	-312	-0.087	-312	5.433	-312	25	-312
R158	-200	-314	-200	-314	-190.107	-314	-12.756	-314	-0.249	-314	5.307	-314	25	-314
R159	-200	-316	-200	-316	-194.549	-316	-13.265	-316	-0.412	-316	5.182	-316	25	-316
R160	-200	-318	-200	-318	-197.078	-318	-13.789	-318	-0.577	-318	5.056	-318	25	-318
R161	-200	-320	-200	-320	-198.46	-320	-14.331	-320	-0.743	-320	4.931	-320	25	-320
R162	-200	-322	-200	-322	-199.196	-322	-14.89	-322	-0.912	-322	4.806	-322	25	-322
R163	-200	-324	-200	-324	-199.583	-324	-15.469	-324	-1.082	-324	4.68	-324	25	-324
R164	-200	-326	-200	-326	-199.784	-326	-16.067	-326	-1.255	-326	4.555	-326	25	-326
R165	-200	-328	-200	-328	-199.889	-328	-16.686	-328	-1.43	-328	4.429	-328	25	-328
R166	-200	-330	-200	-330	-199.943	-330	-17.327	-330	-1.607	-330	4.304	-330	25	-330
R167	-200	-332	-200	-332	-199.97	-332	-17.992	-332	-1.787	-332	4.178	-332	25	-332
R168	-200	-334	-200	-334	-199.985	-334	-18.681	-334	-1.97	-334	4.053	-334	25	-334
R169	-200	-336	-200	-336	-199.992	-336	-19.396	-336	-2.156	-336	3.928	-336	25	-336
R170	-200	-338	-200	-338	-199.996	-338	-20.139	-338	-2.344	-338	3.802	-338	25	-338
R171	-200	-340	-200	-340	-199.998	-340	-20.911	-340	-2.536	-340	3.677	-340	25	-340
R172	-200	-342	-200	-342	-199.999	-342	-21.714	-342	-2.731	-342	3.551	-342	25	-342
R173	-200	-344	-200	-344	-199.999	-344	-22.551	-344	-2.93	-344	3.426	-344	25	-344
R174	-200	-346	-200	-346	-200	-346	-23.423	-346	-3.131	-346	3.3	-346	25	-346
R175	-200	-348	-200	-348	-200	-348	-24.332	-348	-3.337	-348	3.175	-348	25	-348
R176	-200	-350	-200	-350	-200	-350	-25.282	-350	-3.546	-350	3.05	-350	25	-350
R177	-200	-352	-200	-352	-200	-352	-26.274	-352	-3.759	-352	2.924	-352	25	-352
R178	-200	-354	-200	-354	-200	-354	-27.313	-354	-3.977	-354	2.799	-354	25	-354
R179	-200	-356	-200	-356	-200	-356	-28.402	-356	-4.198	-356	2.673	-356	25	-356
R180	-200	-358	-200	-358	-200	-358	-29.545	-358	-4.424	-358	2.548	-358	25	-358
R181	-200	-360	-200	-360	-200	-360	-30.743	-360	-4.655	-360	2.422	-360	25	-360
R182	-200	-362	-200	-362	-200	-362	-32.003	-362	-4.89	-362	2.297	-362	25	-362
R183	-200	-364	-200	-364	-200	-364	-33.331	-364	-5.131	-364	2.172	-364	25	-364
R184	-200	-366	-200	-366	-200	-366	-34.735	-366	-5.376	-366	2.046	-366	25	-366
R185	-200	-368	-200	-368	-200	-368	-36.221	-368	-5.627	-368	1.921	-368	25	-368
R186	-200	-370	-200	-370	-200	-370	-37.791	-370	-5.883	-370	1.795	-370	25	-370
R187	-200	-372	-200	-372	-200	-372	-39.455	-372	-6.145	-372	1.67	-372	25	-372
R188	-200	-374	-200	-374	-200	-374	-41.225	-374	-6.413	-374	1.544	-374	25	-374
R189	-200	-376	-200	-376	-200	-376	-43.12	-376	-6.688	-376	1.419	-376	25	-376
R190	-200	-378	-200	-378	-200	-378	-45.142	-378	-6.968	-378	1.294	-378	25	-378
R191	-200	-380	-200	-380	-200	-380	-47.299	-380	-7.256	-380	1.168	-380	25	-380
R192	-200	-382	-200	-382	-200	-382	-49.615	-382	-7.55	-382	1.043	-382	25	-382
R193	-200	-384	-200	-384	-200	-384	-52.121	-384	-7.851	-384	0.917	-384	25	-384
R194	-200	-386	-200	-386	-200	-386	-54.843	-386	-8.16	-386	0.792	-386	25	-386
R195	-200	-388	-200	-388	-200	-388	-57.784	-388	-8.477	-388	0.666	-388	25	-388
R196	-200	-390	-200	-390	-200	-390	-60.979	-390	-8.802	-390	0.541	-390	25	-390
R197	-200	-392	-200	-392	-200	-392	-64.502	-392	-9.136	-392	0.415	-392	25	-392
R198	-200	-394	-200	-394	-200	-394	-68.403	-394	-9.478	-394	0.29	-394	25	-394
R199	-200	-396	-200	-396	-200	-396	-72.685	-396	-9.829	-396	0.165	-396	25	-396
R200	-200	-398	-200	-398	-200	-398	-77.45	-398	-10.19	-398	0.039	-398	25	-398
R201	-200	-400	-200	-400	-200	-400	-82.85	-400	-10.561	-400	-0.086	-400	25	-400
R202	-200	-402	-200	-402	-200	-402	-88.917	-402	-10.942	-402	-0.213	-402	25	-402
R203	-200	-404	-200	-404	-200	-404	-95.772	-404	-11.335	-404	-0.34	-404	25	-404
R204	-200	-406	-200	-406	-200	-406	-103.662	-406	-11.738	-406	-0.468	-406	25	-406
R205	-200	-408	-200	-408	-200	-408	-112.619	-408	-12.154	-408	-0.598	-408	25	-408
R206	-200	-410	-200	-410	-200	-410	-122.885	-410	-12.581	-410	-0.729	-410	25	-410
R207	-200	-412	-200	-412	-200	-412	-134.652	-412	-13.022	-412	-0.861	-412	25	-412
R208	-200	-414	-200	-414	-200	-414	-147.304	-414	-13.477	-414	-0.995	-414	25	-414
R209	-200	-416	-200	-416	-200	-416	-160.324	-416	-13.945	-416	-1.131	-416	25	-416
R210	-200	-418	-200	-418	-200	-418	-172.447	-418	-14.429	-418	-1.268	-418	25	-418
R211	-200	-420	-200	-420	-200	-420	-182.325	-420	-14.928	-420	-1.407	-420	25	-420
R212	-200	-422	-200	-422	-200	-422	-189.257	-422	-15.443	-422	-1.548	-422	25	-422
R213	-200	-424	-200	-424	-200	-424	-193.891	-424	-15.976	-424	-1.691	-424	25	-424
R214	-200	-426	-200	-426	-200	-426	-196.618	-426	-16.526	-426	-1.836	-426	25	-426
R215	-200	-428	-200	-428	-200	-428	-198.16	-428	-17.096	-428	-1.983	-428	25	-428
R216	-200	-430	-200	-430	-200	-430	-199.009	-430	-17.686	-430	-2.132	-430	25	-430
R217	-200	-432	-200	-432	-200	-432	-199.469	-432	-18.297	-432	-2.284	-432	25	-432
R218	-200	-434	-200	-434	-200	-434	-199.717	-434	-18.93	-434	-2.438	-434	25	-434
R219	-200	-436	-200	-436	-200	-436	-199.849	-436	-19.586	-436	-2.594	-436	25	-436
R220	-200	-438	-200	-438	-200	-438	-199.92	-438	-20.267	-438	-2.753	-438	25	-438
R221	-200	-440	-200	-440	-200	-440	-199.957	-440	-20.975	-440	-2.914	-440	25	-440
R222	-200	-442	-200	-442	-200	-442	-199.977	-442	-21.71	-442	-3.078	-442	25	-442
R223	-200	-444	-200	-444	-200	-444	-199.988	-444	-22.475	-444	-3.245	-444	25	-444
R224	-200	-446	-200	-446	-200	-446	-199.994	-446	-23.272	-446	-3.415	-446	25	-446
R225	-200	-448	-200	-448	-200	-448	-199.997	-448	-24.101	-448	-3.587	-448	25	-448
R226	-200	-450	-200	-450	-200	-450	-199.998	-450	-24.966	-450	-3.763	-450	25	-450
R227	-200	-452	-200	-452	-200	-452	-199.999	-452	-25.868	-452	-3.941	-452	25	-452
R228	-200	-454	-200	-454	-200	-454	-200	-454	-26.811	-454	-4.123	-454	25	-454
R229	-200	-456	-200	-456	-200	-456	-200	-456	-27.798	-456	-4.308	-456	25	-456
R230	-200	-458	-200	-458	-200	-458	-200	-458	-28.832	-458	-4.497	-458	25	-458
R231	-200	-460	-200	-460	-200	-460	-200	-460	-29.915	-460	-4.689	-460	25	-460
R232	-200	-462	-200	-462	-200	-462	-200	-462	-31.05	-462	-4.884	-462	25	-462
R233	-200	-464	-200	-464	-200	-464	-200	-464	-32.242	-464	-5.083	-464	25	-464
R234	-200	-466	-200	-466	-200	-466	-200	-466	-33.498	-466	-5.286	-466	25	-466
R235	-200	-468	-200	-468	-200	-468	-200	-468	-34.824	-468	-5.493	-468	25	-468
R236	-200	-470	-200	-470	-200	-470	-200	-470	-36.225	-470	-5.704	-470	25	-470
R237	-200	-472	-200	-472	-200	-472	-200	-472	-37.702	-472	-5.919	-472	25	-472
R238	-200	-474	-200	-474	-200	-474	-200	-474	-39.265	-474	-6.138	-474	25	-474
R239	-200	-476	-200	-476	-200	-476	-200	-476	-40.925	-476	-6.361	-476	25	-476
R240	-200	-478	-200	-478	-200	-478	-200	-478	-42.695	-478	-6.589	-478	25	-478
R241	-200	-480	-200	-480	-200	-480	-200	-480	-44.587	-480	-6.821	-480	25	-480
R242	-200	-482	-200	-482	-200	-482	-200	-482	-46.6	-482	-7.058	-482	25	-482
R243	-200	-484	-200	-484	-200	-484	-200	-484	-48.752	-484	-7.3	-484	25	-484
R244	-200	-486	-200	-486	-200	-486	-200	-486	-51.069	-486	-7.547	-486	25	-486
R245	-200	-488	-200	-488	-200	-488	-200	-488	-53.584	-488	-7.799	-488	25	-488
R246	-200	-490	-200	-490	-200	-490	-200	-490	-56.296	-490	-8.055	-490	25	-490
R247	-200	-492	-200	-492	-200	-492	-200	-492	-59.222	-492	-8.318	-492	25	-492
R248	-200	-494	-200	-494	-200	-494	-200	-494	-62.413	-494	-8.585	-494	25	-494
R249	-200	-496	-200	-496	-200	-496	-200	-496	-65.946	-496	-8.858	-496	25	-496
R250	-200	-498	-200	-498	-200	-498	-200	-498	-69.828	-498	-9.137	-498	25	-498
R251	-200	-500	-200	-500	-200	-500	-200	-500	-74.078	-500	-9.421	-500	25	-500
R252	-200	-502	-200	-502	-200	-502	-200	-502	-78.835	-502	-9.711	-502	25	-502
R253	-200	-504	-200	-504	-200	-504	-200	-504	-84.207	-504	-10.008	-504	25	-504
R254	-200	-506	-200	-506	-200	-506	-200	-506	-90.203	-506	-10.31	-506	25	-506
R255	-200	-508	-200	-508	-200	-508	-200	-508	-97.012	-508	-10.619	-508	25	-508
R256	-200	-510	-200	-510	-200	-510	-200	-510	-104.821	-510	-10.933	-510	25	-510
R257	-200	-512	-200	-512	-200	-512	-200	-512	-113.618	-512	-11.255	-512	25	-512
R258	-200	-514	-200	-514	-200	-514	-200	-514	-123.69	-514	-11.583	-514	25	-514
R259	-200	-516	-200	-516	-200	-516	-200	-516	-135.197	-516	-11.917	-516	25	-516
R260	-200	-518	-200	-518	-200	-518	-200	-518	-147.519	-518	-12.259	-518	25	-518
R261	-200	-520	-200	-520	-200	-520	-200	-520	-160.204	-520	-12.607	-520	25	-520
R262	-200	-522	-200	-522	-200	-522	-200	-522	-172.05	-522	-12.962	-522	25	-522
R263	-200	-524	-200	-524	-200	-524	-200	-524	-181.801	-524	-13.323	-524	25	-524
R264	-200	-526	-200	-526	-200	-526	-200	-526	-188.743	-526	-13.692	-526	25	-526
R265	-200	-528	-200	-528	-200	-528	-200	-528	-193.49	-528	-14.067	-528	25	-528
R266	-200	-530	-200	-530	-200	-530	-200	-530	-196.335	-530	-14.45	-530	25	-530
R267	-200	-532	-200	-532	-200	-532	-200	-532	-197.972	-532	-14.839	-532	25	-532
R268	-200	-534	-200	-534	-200	-534	-200	-534	-198.889	-534	-15.236	-534	25	-534
R269	-200	-536	-200	-536	-200	-536	-200	-536	-199.396	-536	-15.639	-536	25	-536
R270	-200	-538	-200	-538	-200	-538	-200	-538	-199.672	-538	-16.047	-538	25	-538
R271	-200	-540	-200	-540	-200	-540	-200	-540	-199.822	-540	-16.462	-540	25	-540
R272	-200	-542	-200	-542	-200	-542	-200	-542	-199.904	-542	-16.882	-542	25	-542
R273	-200	-544	-200	-544	-200	-544	-200	-544	-199.948	-544	-17.309	-544	25	-544
R274	-200	-546	-200	-546	-200	-546	-200	-546	-199.972	-546	-17.741	-546	25	-546
R275	-200	-548	-200	-548	-200	-548	-200	-548	-199.985	-548	-18.179	-548	25	-548
R276	-200	-550	-200	-550	-200	-550	-200	-550	-199.992	-550	-18.622	-550	25	-550
R277	-200	-552	-200	-552	-200	-552	-200	-552	-199.996	-552	-19.068	-552	25	-552
R278	-200	-554	-200	-554	-200	-554	-200	-554	-199.998	-554	-19.515	-554	25	-554
R279	-200	-556	-200	-556	-200	-556	-200	-556	-199.999	-556	-19.965	-556	25	-556
R280	-200	-558	-200	-558	-200	-558	-200	-558	-199.999	-558	-20.415	-558	25	-558
R281	-200	-560	-200	-560	-200	-560	-200	-560	-200	-560	-20.865	-560	25	-560
