R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R142	0.0006369	-282	0.0006369	-282	0.001117	-282	8.691e-005	-282	0	-282	0	-282	0	-282
R143	0.0006369	-284	0.0006369	-284	0.001156	-284	9.274e-005	-284	0	-284	0	-284	0	-284
R144	0.0006369	-286	0.0006369	-286	0.0012	-286	9.9e-005	-286	0	-286	0	-286	0	-286
R145	0.0006369	-288	0.0006369	-288	0.001222	-288	0.0001054	-288	0	-288	0	-288	0	-288
R146	0.0006369	-290	0.0006369	-290	0.001244	-290	0.000112	-290	0	-290	0	-290	0	-290
R147	0.0006369	-292	0.0006369	-292	0.00127	-292	0.0001187	-292	0	-292	0	-292	0	-292
R148	0.0006369	-294	0.0006369	-294	0.001267	-294	0.000126	-294	0	-294	0	-294	0	-294
R149	0.0006369	-296	0.0006369	-296	0.001257	-296	0.0001335	-296	0	-296	0	-296	0	-296
R150	0.0006369	-298	0.0006369	-298	0.00124	-298	0.0001412	-298	0	-298	0	-298	0	-298
R151	0.0006369	-300	0.0006369	-300	0.001188	-300	0.0001491	-300	0	-300	0	-300	0	-300
R152	0.0006369	-302	0.0006369	-302	0.001129	-302	0.0001573	-302	0	-302	0	-302	0	-302
R153	0.0006369	-304	0.0006369	-304	0.001047	-304	0.0001661	-304	0	-304	0	-304	0	-304
R154	0.0006369	-306	0.0006369	-306	0.0009539	-306	0.0001752	-306	0	-306	0	-306	0	-306
R155	0.0006369	-308	0.0006369	-308	0.000864	-308	0.0001846	-308	0	-308	0	-308	0	-308
R156	0.0006369	-310	0.0006369	-310	0.0007845	-310	0.0001942	-310	0	-310	0	-310	0	-310
R157	0.0006369	-312	0.0006369	-312	0.0007208	-312	0.0002041	-312	3.349e-007	-312	0	-312	0	-312
R158	0.0006369	-314	0.0006369	-314	0.000682	-314	0.0002148	-314	1.306e-006	-314	0	-314	0	-314
R159	0.0006369	-316	0.0006369	-316	0.0006617	-316	0.0002259	-316	2.51e-006	-316	0	-316	0	-316
R160	0.0006369	-318	0.0006369	-318	0.0006502	-318	0.0002373	-318	3.887e-006	-318	0	-318	0	-318
R161	0.0006369	-320	0.0006369	-320	0.0006439	-320	0.0002491	-320	5.404e-006	-320	0	-320	0	-320
R162	0.0006369	-322	0.0006369	-322	0.0006405	-322	0.0002613	-322	7.046e-006	-322	0	-322	0	-322
R163	0.0006369	-324	0.0006369	-324	0.0006388	-324	0.0002742	-324	8.804e-006	-324	0	-324	0	-324
R164	0.0006369	-326	0.0006369	-326	0.0006379	-326	0.0002877	-326	1.066e-005	-326	0	-326	0	-326
R165	0.0006369	-328	0.0006369	-328	0.0006374	-328	0.0003018	-328	1.264e-005	-328	0	-328	0	-328
R166	0.0006369	-330	0.0006369	-330	0.0006371	-330	0.0003163	-330	1.472e-005	-330	0	-330	0	-330
R167	0.0006369	-332	0.0006369	-332	0.000637	-332	0.0003314	-332	1.689e-005	-332	0	-332	0	-332
R168	0.0006369	-334	0.0006369	-334	0.0006369	-334	0.000347	-334	1.917e-005	-334	0	-334	0	-334
R169	0.0006369	-336	0.0006369	-336	0.0006369	-336	0.0003637	-336	2.155e-005	-336	0	-336	0	-336
R170	0.0006369	-338	0.0006369	-338	0.0006369	-338	0.0003809	-338	2.401e-005	-338	0	-338	0	-338
R171	0.0006369	-340	0.0006369	-340	0.0006369	-340	0.0003989	-340	2.663e-005	-340	0	-340	0	-340
R172	0.0006369	-342	0.0006369	-342	0.0006369	-342	0.0004176	-342	2.929e-005	-342	0	-342	0	-342
R173	0.0006369	-344	0.0006369	-344	0.0006369	-344	0.0004371	-344	3.208e-005	-344	0	-344	0	-344
R174	0.0006369	-346	0.0006369	-346	0.0006369	-346	0.0004574	-346	3.502e-005	-346	0	-346	0	-346
R175	0.0006369	-348	0.0006369	-348	0.0006369	-348	0.0004786	-348	3.801e-005	-348	0	-348	0	-348
R176	0.0006369	-350	0.0006369	-350	0.0006369	-350	0.0005008	-350	4.109e-005	-350	0	-350	0	-350
R177	0.0006369	-352	0.0006369	-352	0.0006369	-352	0.000524	-352	4.439e-005	-352	0	-352	0	-352
R178	0.0006369	-354	0.0006369	-354	0.0006369	-354	0.0005482	-354	4.775e-005	-354	0	-354	0	-354
R179	0.0006369	-356	0.0006369	-356	0.0006369	-356	0.0005736	-356	5.119e-005	-356	0	-356	0	-356
R180	0.0006369	-358	0.0006369	-358	0.0006369	-358	0.0005995	-358	5.478e-005	-358	0	-358	0	-358
R181	0.0006369	-360	0.0006369	-360	0.0006369	-360	0.0006265	-360	5.858e-005	-360	0	-360	0	-360
R182	0.0006369	-362	0.0006369	-362	0.0006369	-362	0.0006549	-362	6.245e-005	-362	0	-362	0	-362
R183	0.0006369	-364	0.0006369	-364	0.0006369	-364	0.0006849	-364	6.641e-005	-364	0	-364	0	-364
R184	0.0006369	-366	0.0006369	-366	0.0006369	-366	0.0007165	-366	7.049e-005	-366	0	-366	0	-366
R185	0.0006369	-368	0.0006369	-368	0.0006369	-368	0.0007477	-368	7.488e-005	-368	0	-368	0	-368
R186	0.0006369	-370	0.0006369	-370	0.0006369	-370	0.0007799	-370	7.937e-005	-370	0	-370	0	-370
R187	0.0006369	-372	0.0006369	-372	0.0006369	-372	0.0008139	-372	8.395e-005	-372	0	-372	0	-372
R188	0.0006369	-374	0.0006369	-374	0.0006369	-374	0.0008502	-374	8.864e-005	-374	0	-374	0	-374
R189	0.0006369	-376	0.0006369	-376	0.0006369	-376	0.0008889	-376	9.356e-005	-376	0	-376	0	-376
R190	0.0006369	-378	0.0006369	-378	0.0006369	-378	0.0009234	-378	9.877e-005	-378	0	-378	0	-378
R191	0.0006369	-380	0.0006369	-380	0.0006369	-380	0.0009595	-380	0.0001041	-380	0	-380	0	-380
R192	0.0006369	-382	0.0006369	-382	0.0006369	-382	0.0009983	-382	0.0001096	-382	0	-382	0	-382
R193	0.0006369	-384	0.0006369	-384	0.0006369	-384	0.00104	-384	0.0001152	-384	0	-384	0	-384
R194	0.0006369	-386	0.0006369	-386	0.0006369	-386	0.001078	-386	0.000121	-386	0	-386	0	-386
R195	0.0006369	-388	0.0006369	-388	0.0006369	-388	0.001111	-388	0.0001272	-388	0	-388	0	-388
R196	0.0006369	-390	0.0006369	-390	0.0006369	-390	0.001147	-390	0.0001336	-390	0	-390	0	-390
R197	0.0006369	-392	0.0006369	-392	0.0006369	-392	0.001187	-392	0.0001401	-392	0	-392	0	-392
R198	0.0006369	-394	0.0006369	-394	0.0006369	-394	0.001214	-394	0.0001469	-394	0	-394	0	-394
R199	0.0006369	-396	0.0006369	-396	0.0006369	-396	0.001234	-396	0.0001538	-396	0	-396	0	-396
R200	0.0006369	-398	0.0006369	-398	0.0006369	-398	0.001257	-398	0.0001611	-398	0	-398	0	-398
R201	0.0006369	-400	0.0006369	-400	0.0006369	-400	0.001272	-400	0.0001688	-400	3.232e-007	-400	0	-400
R202	0.0006369	-402	0.0006369	-402	0.0006369	-402	0.001263	-402	0.0001767	-402	1.054e-006	-402	0	-402
R203	0.0006369	-404	0.0006369	-404	0.0006369	-404	0.001254	-404	0.0001849	-404	1.942e-006	-404	0	-404
R204	0.0006369	-406	0.0006369	-406	0.0006369	-406	0.001227	-406	0.0001932	-406	2.951e-006	-406	0	-406
R205	0.0006369	-408	0.0006369	-408	0.0006369	-408	0.001177	-408	0.0002019	-408	4.058e-006	-408	0	-408
R206	0.0006369	-410	0.0006369	-410	0.0006369	-410	0.00112	-410	0.000211	-410	5.252e-006	-410	0	-410
R207	0.0006369	-412	0.0006369	-412	0.0006369	-412	0.001038	-412	0.0002206	-412	6.525e-006	-412	0	-412
R208	0.0006369	-414	0.0006369	-414	0.0006369	-414	0.0009496	-414	0.0002305	-414	7.864e-006	-414	0	-414
R209	0.0006369	-416	0.0006369	-416	0.0006369	-416	0.0008643	-416	0.0002407	-416	9.303e-006	-416	0	-416
R210	0.0006369	-418	0.0006369	-418	0.0006369	-418	0.0007882	-418	0.0002513	-418	1.079e-005	-418	0	-418
R211	0.0006369	-420	0.0006369	-420	0.0006369	-420	0.0007262	-420	0.0002621	-420	1.236e-005	-420	0	-420
R212	0.0006369	-422	0.0006369	-422	0.0006369	-422	0.000686	-422	0.0002736	-422	1.398e-005	-422	0	-422
R213	0.0006369	-424	0.0006369	-424	0.0006369	-424	0.0006648	-424	0.0002857	-424	1.571e-005	-424	0	-424
R214	0.0006369	-426	0.0006369	-426	0.0006369	-426	0.0006523	-426	0.0002982	-426	1.746e-005	-426	0	-426
R215	0.0006369	-428	0.0006369	-428	0.0006369	-428	0.0006453	-428	0.0003111	-428	1.931e-005	-428	0	-428
R216	0.0006369	-430	0.0006369	-430	0.0006369	-430	0.0006414	-430	0.0003245	-430	2.123e-005	-430	0	-430
R217	0.0006369	-432	0.0006369	-432	0.0006369	-432	0.0006393	-432	0.0003383	-432	2.318e-005	-432	0	-432
R218	0.0006369	-434	0.0006369	-434	0.0006369	-434	0.0006382	-434	0.0003528	-434	2.526e-005	-434	0	-434
R219	0.0006369	-436	0.0006369	-436	0.0006369	-436	0.0006376	-436	0.0003681	-436	2.74e-005	-436	0	-436
R220	0.0006369	-438	0.0006369	-438	0.0006369	-438	0.0006372	-438	0.0003839	-438	2.957e-005	-438	0	-438
R221	0.0006369	-440	0.0006369	-440	0.0006369	-440	0.0006371	-440	0.0004004	-440	3.183e-005	-440	0	-440
R222	0.0006369	-442	0.0006369	-442	0.0006369	-442	0.000637	-442	0.0004175	-442	3.422e-005	-442	0	-442
R223	0.0006369	-444	0.0006369	-444	0.0006369	-444	0.0006369	-444	0.0004353	-444	3.665e-005	-444	0	-444
R224	0.0006369	-446	0.0006369	-446	0.0006369	-446	0.0006369	-446	0.0004539	-446	3.911e-005	-446	0	-446
R225	0.0006369	-448	0.0006369	-448	0.0006369	-448	0.0006369	-448	0.0004732	-448	4.17e-005	-448	0	-448
R226	0.0006369	-450	0.0006369	-450	0.0006369	-450	0.0006369	-450	0.0004934	-450	4.441e-005	-450	0	-450
R227	0.0006369	-452	0.0006369	-452	0.0006369	-452	0.0006369	-452	0.0005145	-452	4.718e-005	-452	0	-452
R228	0.0006369	-454	0.0006369	-454	0.0006369	-454	0.0006369	-454	0.0005365	-454	5e-005	-454	0	-454
R229	0.0006369	-456	0.0006369	-456	0.0006369	-456	0.0006369	-456	0.0005595	-456	5.286e-005	-456	0	-456
R230	0.0006369	-458	0.0006369	-458	0.0006369	-458	0.0006369	-458	0.0005834	-458	5.594e-005	-458	0	-458
R231	0.0006369	-460	0.0006369	-460	0.0006369	-460	0.0006369	-460	0.0006078	-460	5.91e-005	-460	0	-460
R232	0.0006369	-462	0.0006369	-462	0.0006369	-462	0.0006369	-462	0.0006334	-462	6.232e-005	-462	0	-462
R233	0.0006369	-464	0.0006369	-464	0.0006369	-464	0.0006369	-464	0.0006603	-464	6.56e-005	-464	0	-464
R234	0.0006369	-466	0.0006369	-466	0.0006369	-466	0.0006369	-466	0.0006886	-466	6.894e-005	-466	0	-466
R235	0.0006369	-468	0.0006369	-468	0.0006369	-468	0.0006369	-468	0.0007185	-468	7.251e-005	-468	0	-468
R236	0.0006369	-470	0.0006369	-470	0.0006369	-470	0.0006369	-470	0.0007478	-470	7.62e-005	-470	0	-470
R237	0.0006369	-472	0.0006369	-472	0.0006369	-472	0.0006369	-472	0.000778	-472	7.996e-005	-472	0	-472
R238	0.0006369	-474	0.0006369	-474	0.0006369	-474	0.0006369	-474	0.00081	-474	8.379e-005	-474	0	-474
R239	0.0006369	-476	0.0006369	-476	0.0006369	-476	0.0006369	-476	0.000844	-476	8.77e-005	-476	0	-476
R240	0.0006369	-478	0.0006369	-478	0.0006369	-478	0.0006369	-478	0.0008803	-478	9.17e-005	-478	0	-478
R241	0.0006369	-480	0.0006369	-480	0.0006369	-480	0.0006369	-480	0.0009141	-480	9.601e-005	-480	0	-480
R242	0.0006369	-482	0.0006369	-482	0.0006369	-482	0.0006369	-482	0.0009478	-482	0.0001004	-482	0	-482
R243	0.0006369	-484	0.0006369	-484	0.0006369	-484	0.0006369	-484	0.0009839	-484	0.0001049	-484	0	-484
R244	0.0006369	-486	0.0006369	-486	0.0006369	-486	0.0006369	-486	0.001023	-486	0.0001095	-486	0	-486
R245	0.0006369	-488	0.0006369	-488	0.0006369	-488	0.0006369	-488	0.001064	-488	0.0001142	-488	0	-488
R246	0.0006369	-490	0.0006369	-490	0.0006369	-490	0.0006369	-490	0.001094	-490	0.0001189	-490	0	-490
R247	0.0006369	-492	0.0006369	-492	0.0006369	-492	0.0006369	-492	0.001127	-492	0.000124	-492	0	-492
R248	0.0006369	-494	0.0006369	-494	0.0006369	-494	0.0006369	-494	0.001163	-494	0.0001293	-494	0	-494
R249	0.0006369	-496	0.0006369	-496	0.0006369	-496	0.0006369	-496	0.001202	-496	0.0001347	-496	0	-496
R250	0.0006369	-498	0.0006369	-498	0.0006369	-498	0.0006369	-498	0.001221	-498	0.0001401	-498	0	-498
R251	0.0006369	-500	0.0006369	-500	0.0006369	-500	0.0006369	-500	0.001241	-500	0.0001457	-500	0	-500
R252	0.0006369	-502	0.0006369	-502	0.0006369	-502	0.0006369	-502	0.001263	-502	0.0001514	-502	0	-502
R253	0.0006369	-504	0.0006369	-504	0.0006369	-504	0.0006369	-504	0.00127	-504	0.0001573	-504	0	-504
R254	0.0006369	-506	0.0006369	-506	0.0006369	-506	0.0006369	-506	0.001261	-506	0.0001636	-506	0	-506
R255	0.0006369	-508	0.0006369	-508	0.0006369	-508	0.0006369	-508	0.001252	-508	0.00017	-508	0	-508
R256	0.0006369	-510	0.0006369	-510	0.0006369	-510	0.0006369	-510	0.001221	-510	0.0001765	-510	0	-510
R257	0.0006369	-512	0.0006369	-512	0.0006369	-512	0.0006369	-512	0.001172	-512	0.0001832	-512	0	-512
R258	0.0006369	-514	0.0006369	-514	0.0006369	-514	0.0006369	-514	0.001115	-514	0.00019	-514	0	-514
R259	0.0006369	-516	0.0006369	-516	0.0006369	-516	0.0006369	-516	0.001034	-516	0.0001969	-516	0	-516
R260	0.0006369	-518	0.0006369	-518	0.0006369	-518	0.0006369	-518	0.000948	-518	0.000204	-518	0	-518
R261	0.0006369	-520	0.0006369	-520	0.0006369	-520	0.0006369	-520	0.000865	-520	0.0002115	-520	0	-520
