"N","Time","avg(BAP)","avg(DOC)","avg(EPS)","avg(NH4)","avg(NO3)","avg(O2)","avg(POCr)","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(X)","avg(XAR)","avg(XARp)","avg(XDN)","avg(XDNp)","avg(XI)","avg(XN)","avg(XNp)","avg(Y)","avg(Z)","avg(h)","avg(hydraulicCond)","avg(katt)","avg(kdet)","avg(n)","avg(perm)","avg(rDN)","avg(rH)","avg(rN)","avg(vtkOriginalPointIds)","max(BAP)","max(DOC)","max(EPS)","max(NH4)","max(NO3)","max(O2)","max(POCr)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(X)","max(XAR)","max(XARp)","max(XDN)","max(XDNp)","max(XI)","max(XN)","max(XNp)","max(Y)","max(Z)","max(h)","max(hydraulicCond)","max(katt)","max(kdet)","max(n)","max(perm)","max(rDN)","max(rH)","max(rN)","max(vtkOriginalPointIds)","med(BAP)","med(DOC)","med(EPS)","med(NH4)","med(NO3)","med(O2)","med(POCr)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(X)","med(XAR)","med(XARp)","med(XDN)","med(XDNp)","med(XI)","med(XN)","med(XNp)","med(Y)","med(Z)","med(h)","med(hydraulicCond)","med(katt)","med(kdet)","med(n)","med(perm)","med(rDN)","med(rH)","med(rN)","med(vtkOriginalPointIds)","min(BAP)","min(DOC)","min(EPS)","min(NH4)","min(NO3)","min(O2)","min(POCr)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(X)","min(XAR)","min(XARp)","min(XDN)","min(XDNp)","min(XI)","min(XN)","min(XNp)","min(Y)","min(Z)","min(h)","min(hydraulicCond)","min(katt)","min(kdet)","min(n)","min(perm)","min(rDN)","min(rH)","min(rN)","min(vtkOriginalPointIds)","q1(BAP)","q1(DOC)","q1(EPS)","q1(NH4)","q1(NO3)","q1(O2)","q1(POCr)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(X)","q1(XAR)","q1(XARp)","q1(XDN)","q1(XDNp)","q1(XI)","q1(XN)","q1(XNp)","q1(Y)","q1(Z)","q1(h)","q1(hydraulicCond)","q1(katt)","q1(kdet)","q1(n)","q1(perm)","q1(rDN)","q1(rH)","q1(rN)","q1(vtkOriginalPointIds)","q3(BAP)","q3(DOC)","q3(EPS)","q3(NH4)","q3(NO3)","q3(O2)","q3(POCr)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(X)","q3(XAR)","q3(XARp)","q3(XDN)","q3(XDNp)","q3(XI)","q3(XN)","q3(XNp)","q3(Y)","q3(Z)","q3(h)","q3(hydraulicCond)","q3(katt)","q3(kdet)","q3(n)","q3(perm)","q3(rDN)","q3(rH)","q3(rN)","q3(vtkOriginalPointIds)","std(BAP)","std(DOC)","std(EPS)","std(NH4)","std(NO3)","std(O2)","std(POCr)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(X)","std(XAR)","std(XARp)","std(XDN)","std(XDNp)","std(XI)","std(XN)","std(XNp)","std(Y)","std(Z)","std(h)","std(hydraulicCond)","std(katt)","std(kdet)","std(n)","std(perm)","std(rDN)","std(rH)","std(rN)","std(vtkOriginalPointIds)","vtkValidPointMask"
1,265,1.2351e-06,7.8663e-07,0.00025764,0.00039741,0,3.1095e-05,1.7525e-07,1.452e-26,6.5923e-27,-1.1336e-07,1.1336e-07,0.04,0.00017511,9.7201e-07,0,0,4.3588e-05,0,0,0.04,0.31,0.00018061,7.3585e-07,6.3556e-09,9.1868e-10,0.0015396,7.501e-14,0,5.769e-09,2.3885e-07,0,1.2351e-06,7.8663e-07,0.00025764,0.00039741,0,3.1095e-05,1.7525e-07,1.452e-26,6.5923e-27,-1.1336e-07,1.1336e-07,0.04,0.00017511,9.7201e-07,0,0,4.3588e-05,0,0,0.04,0.31,0.00018061,7.3585e-07,6.3556e-09,9.1868e-10,0.0015396,7.501e-14,0,5.769e-09,2.3885e-07,0,1.2351e-06,7.8663e-07,0.00025764,0.00039741,0,3.1095e-05,1.7525e-07,1.452e-26,6.5923e-27,-1.1336e-07,1.1336e-07,0.04,0.00017511,9.7201e-07,0,0,4.3588e-05,0,0,0.04,0.31,0.00018061,7.3585e-07,6.3556e-09,9.1868e-10,0.0015396,7.501e-14,0,5.769e-09,2.3885e-07,0,1.2351e-06,7.8663e-07,0.00025764,0.00039741,0,3.1095e-05,1.7525e-07,1.452e-26,6.5923e-27,-1.1336e-07,1.1336e-07,0.04,0.00017511,9.7201e-07,0,0,4.3588e-05,0,0,0.04,0.31,0.00018061,7.3585e-07,6.3556e-09,9.1868e-10,0.0015396,7.501e-14,0,5.769e-09,2.3885e-07,0,1.2351e-06,7.8663e-07,0.00025764,0.00039741,0,3.1095e-05,1.7525e-07,1.452e-26,6.5923e-27,-1.1336e-07,1.1336e-07,0.04,0.00017511,9.7201e-07,0,0,4.3588e-05,0,0,0.04,0.31,0.00018061,7.3585e-07,6.3556e-09,9.1868e-10,0.0015396,7.501e-14,0,5.769e-09,2.3885e-07,0,1.2351e-06,7.8663e-07,0.00025764,0.00039741,0,3.1095e-05,1.7525e-07,1.452e-26,6.5923e-27,-1.1336e-07,1.1336e-07,0.04,0.00017511,9.7201e-07,0,0,4.3588e-05,0,0,0.04,0.31,0.00018061,7.3585e-07,6.3556e-09,9.1868e-10,0.0015396,7.501e-14,0,5.769e-09,2.3885e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,266,1.2334e-06,7.3045e-07,0.0002574,0.00039769,0,3.4665e-05,1.7709e-07,1.4539e-26,6.604e-27,-1.1347e-07,1.1347e-07,0.04,0.00017292,9.5778e-07,0,0,4.3951e-05,0,0,0.04,0.31,0.00018072,7.3616e-07,6.3554e-09,9.1871e-10,0.0015398,7.5042e-14,0,5.4901e-09,2.4203e-07,0,1.2334e-06,7.3045e-07,0.0002574,0.00039769,0,3.4665e-05,1.7709e-07,1.4539e-26,6.604e-27,-1.1347e-07,1.1347e-07,0.04,0.00017292,9.5778e-07,0,0,4.3951e-05,0,0,0.04,0.31,0.00018072,7.3616e-07,6.3554e-09,9.1871e-10,0.0015398,7.5042e-14,0,5.4901e-09,2.4203e-07,0,1.2334e-06,7.3045e-07,0.0002574,0.00039769,0,3.4665e-05,1.7709e-07,1.4539e-26,6.604e-27,-1.1347e-07,1.1347e-07,0.04,0.00017292,9.5778e-07,0,0,4.3951e-05,0,0,0.04,0.31,0.00018072,7.3616e-07,6.3554e-09,9.1871e-10,0.0015398,7.5042e-14,0,5.4901e-09,2.4203e-07,0,1.2334e-06,7.3045e-07,0.0002574,0.00039769,0,3.4665e-05,1.7709e-07,1.4539e-26,6.604e-27,-1.1347e-07,1.1347e-07,0.04,0.00017292,9.5778e-07,0,0,4.3951e-05,0,0,0.04,0.31,0.00018072,7.3616e-07,6.3554e-09,9.1871e-10,0.0015398,7.5042e-14,0,5.4901e-09,2.4203e-07,0,1.2334e-06,7.3045e-07,0.0002574,0.00039769,0,3.4665e-05,1.7709e-07,1.4539e-26,6.604e-27,-1.1347e-07,1.1347e-07,0.04,0.00017292,9.5778e-07,0,0,4.3951e-05,0,0,0.04,0.31,0.00018072,7.3616e-07,6.3554e-09,9.1871e-10,0.0015398,7.5042e-14,0,5.4901e-09,2.4203e-07,0,1.2334e-06,7.3045e-07,0.0002574,0.00039769,0,3.4665e-05,1.7709e-07,1.4539e-26,6.604e-27,-1.1347e-07,1.1347e-07,0.04,0.00017292,9.5778e-07,0,0,4.3951e-05,0,0,0.04,0.31,0.00018072,7.3616e-07,6.3554e-09,9.1871e-10,0.0015398,7.5042e-14,0,5.4901e-09,2.4203e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,267,1.2307e-06,7.3605e-07,0.00025715,0.00039768,0,3.4668e-05,1.7885e-07,1.4558e-26,6.6156e-27,-1.1357e-07,1.1357e-07,0.04,0.00017076,9.4335e-07,0,0,4.4308e-05,0,0,0.04,0.31,0.00018083,7.3648e-07,6.3553e-09,9.1874e-10,0.00154,7.5074e-14,0,5.5314e-09,2.4203e-07,0,1.2307e-06,7.3605e-07,0.00025715,0.00039768,0,3.4668e-05,1.7885e-07,1.4558e-26,6.6156e-27,-1.1357e-07,1.1357e-07,0.04,0.00017076,9.4335e-07,0,0,4.4308e-05,0,0,0.04,0.31,0.00018083,7.3648e-07,6.3553e-09,9.1874e-10,0.00154,7.5074e-14,0,5.5314e-09,2.4203e-07,0,1.2307e-06,7.3605e-07,0.00025715,0.00039768,0,3.4668e-05,1.7885e-07,1.4558e-26,6.6156e-27,-1.1357e-07,1.1357e-07,0.04,0.00017076,9.4335e-07,0,0,4.4308e-05,0,0,0.04,0.31,0.00018083,7.3648e-07,6.3553e-09,9.1874e-10,0.00154,7.5074e-14,0,5.5314e-09,2.4203e-07,0,1.2307e-06,7.3605e-07,0.00025715,0.00039768,0,3.4668e-05,1.7885e-07,1.4558e-26,6.6156e-27,-1.1357e-07,1.1357e-07,0.04,0.00017076,9.4335e-07,0,0,4.4308e-05,0,0,0.04,0.31,0.00018083,7.3648e-07,6.3553e-09,9.1874e-10,0.00154,7.5074e-14,0,5.5314e-09,2.4203e-07,0,1.2307e-06,7.3605e-07,0.00025715,0.00039768,0,3.4668e-05,1.7885e-07,1.4558e-26,6.6156e-27,-1.1357e-07,1.1357e-07,0.04,0.00017076,9.4335e-07,0,0,4.4308e-05,0,0,0.04,0.31,0.00018083,7.3648e-07,6.3553e-09,9.1874e-10,0.00154,7.5074e-14,0,5.5314e-09,2.4203e-07,0,1.2307e-06,7.3605e-07,0.00025715,0.00039768,0,3.4668e-05,1.7885e-07,1.4558e-26,6.6156e-27,-1.1357e-07,1.1357e-07,0.04,0.00017076,9.4335e-07,0,0,4.4308e-05,0,0,0.04,0.31,0.00018083,7.3648e-07,6.3553e-09,9.1874e-10,0.00154,7.5074e-14,0,5.5314e-09,2.4203e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,268,1.2279e-06,7.4164e-07,0.00025687,0.00039766,0,3.4672e-05,1.8056e-07,1.4577e-26,6.6273e-27,-1.1367e-07,1.1367e-07,0.04,0.00016863,9.2916e-07,0,0,4.466e-05,0,0,0.04,0.31,0.00018094,7.3679e-07,6.3551e-09,9.1877e-10,0.0015402,7.5106e-14,0,5.5727e-09,2.4204e-07,0,1.2279e-06,7.4164e-07,0.00025687,0.00039766,0,3.4672e-05,1.8056e-07,1.4577e-26,6.6273e-27,-1.1367e-07,1.1367e-07,0.04,0.00016863,9.2916e-07,0,0,4.466e-05,0,0,0.04,0.31,0.00018094,7.3679e-07,6.3551e-09,9.1877e-10,0.0015402,7.5106e-14,0,5.5727e-09,2.4204e-07,0,1.2279e-06,7.4164e-07,0.00025687,0.00039766,0,3.4672e-05,1.8056e-07,1.4577e-26,6.6273e-27,-1.1367e-07,1.1367e-07,0.04,0.00016863,9.2916e-07,0,0,4.466e-05,0,0,0.04,0.31,0.00018094,7.3679e-07,6.3551e-09,9.1877e-10,0.0015402,7.5106e-14,0,5.5727e-09,2.4204e-07,0,1.2279e-06,7.4164e-07,0.00025687,0.00039766,0,3.4672e-05,1.8056e-07,1.4577e-26,6.6273e-27,-1.1367e-07,1.1367e-07,0.04,0.00016863,9.2916e-07,0,0,4.466e-05,0,0,0.04,0.31,0.00018094,7.3679e-07,6.3551e-09,9.1877e-10,0.0015402,7.5106e-14,0,5.5727e-09,2.4204e-07,0,1.2279e-06,7.4164e-07,0.00025687,0.00039766,0,3.4672e-05,1.8056e-07,1.4577e-26,6.6273e-27,-1.1367e-07,1.1367e-07,0.04,0.00016863,9.2916e-07,0,0,4.466e-05,0,0,0.04,0.31,0.00018094,7.3679e-07,6.3551e-09,9.1877e-10,0.0015402,7.5106e-14,0,5.5727e-09,2.4204e-07,0,1.2279e-06,7.4164e-07,0.00025687,0.00039766,0,3.4672e-05,1.8056e-07,1.4577e-26,6.6273e-27,-1.1367e-07,1.1367e-07,0.04,0.00016863,9.2916e-07,0,0,4.466e-05,0,0,0.04,0.31,0.00018094,7.3679e-07,6.3551e-09,9.1877e-10,0.0015402,7.5106e-14,0,5.5727e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,269,1.225e-06,7.4723e-07,0.00025657,0.00039765,0,3.4675e-05,1.8223e-07,1.4596e-26,6.639e-27,-1.1377e-07,1.1377e-07,0.04,0.00016653,9.1521e-07,0,0,4.5005e-05,0,0,0.04,0.31,0.00018105,7.3711e-07,6.3549e-09,9.1879e-10,0.0015404,7.5138e-14,0,5.614e-09,2.4204e-07,0,1.225e-06,7.4723e-07,0.00025657,0.00039765,0,3.4675e-05,1.8223e-07,1.4596e-26,6.639e-27,-1.1377e-07,1.1377e-07,0.04,0.00016653,9.1521e-07,0,0,4.5005e-05,0,0,0.04,0.31,0.00018105,7.3711e-07,6.3549e-09,9.1879e-10,0.0015404,7.5138e-14,0,5.614e-09,2.4204e-07,0,1.225e-06,7.4723e-07,0.00025657,0.00039765,0,3.4675e-05,1.8223e-07,1.4596e-26,6.639e-27,-1.1377e-07,1.1377e-07,0.04,0.00016653,9.1521e-07,0,0,4.5005e-05,0,0,0.04,0.31,0.00018105,7.3711e-07,6.3549e-09,9.1879e-10,0.0015404,7.5138e-14,0,5.614e-09,2.4204e-07,0,1.225e-06,7.4723e-07,0.00025657,0.00039765,0,3.4675e-05,1.8223e-07,1.4596e-26,6.639e-27,-1.1377e-07,1.1377e-07,0.04,0.00016653,9.1521e-07,0,0,4.5005e-05,0,0,0.04,0.31,0.00018105,7.3711e-07,6.3549e-09,9.1879e-10,0.0015404,7.5138e-14,0,5.614e-09,2.4204e-07,0,1.225e-06,7.4723e-07,0.00025657,0.00039765,0,3.4675e-05,1.8223e-07,1.4596e-26,6.639e-27,-1.1377e-07,1.1377e-07,0.04,0.00016653,9.1521e-07,0,0,4.5005e-05,0,0,0.04,0.31,0.00018105,7.3711e-07,6.3549e-09,9.1879e-10,0.0015404,7.5138e-14,0,5.614e-09,2.4204e-07,0,1.225e-06,7.4723e-07,0.00025657,0.00039765,0,3.4675e-05,1.8223e-07,1.4596e-26,6.639e-27,-1.1377e-07,1.1377e-07,0.04,0.00016653,9.1521e-07,0,0,4.5005e-05,0,0,0.04,0.31,0.00018105,7.3711e-07,6.3549e-09,9.1879e-10,0.0015404,7.5138e-14,0,5.614e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,270,1.2219e-06,7.5283e-07,0.00025626,0.00039764,0,3.4678e-05,1.8386e-07,1.4615e-26,6.6507e-27,-1.1387e-07,1.1387e-07,0.04,0.00016446,9.0147e-07,0,0,4.5345e-05,0,0,0.04,0.31,0.00018116,7.3742e-07,6.3548e-09,9.1881e-10,0.0015406,7.517e-14,0,5.6553e-09,2.4204e-07,0,1.2219e-06,7.5283e-07,0.00025626,0.00039764,0,3.4678e-05,1.8386e-07,1.4615e-26,6.6507e-27,-1.1387e-07,1.1387e-07,0.04,0.00016446,9.0147e-07,0,0,4.5345e-05,0,0,0.04,0.31,0.00018116,7.3742e-07,6.3548e-09,9.1881e-10,0.0015406,7.517e-14,0,5.6553e-09,2.4204e-07,0,1.2219e-06,7.5283e-07,0.00025626,0.00039764,0,3.4678e-05,1.8386e-07,1.4615e-26,6.6507e-27,-1.1387e-07,1.1387e-07,0.04,0.00016446,9.0147e-07,0,0,4.5345e-05,0,0,0.04,0.31,0.00018116,7.3742e-07,6.3548e-09,9.1881e-10,0.0015406,7.517e-14,0,5.6553e-09,2.4204e-07,0,1.2219e-06,7.5283e-07,0.00025626,0.00039764,0,3.4678e-05,1.8386e-07,1.4615e-26,6.6507e-27,-1.1387e-07,1.1387e-07,0.04,0.00016446,9.0147e-07,0,0,4.5345e-05,0,0,0.04,0.31,0.00018116,7.3742e-07,6.3548e-09,9.1881e-10,0.0015406,7.517e-14,0,5.6553e-09,2.4204e-07,0,1.2219e-06,7.5283e-07,0.00025626,0.00039764,0,3.4678e-05,1.8386e-07,1.4615e-26,6.6507e-27,-1.1387e-07,1.1387e-07,0.04,0.00016446,9.0147e-07,0,0,4.5345e-05,0,0,0.04,0.31,0.00018116,7.3742e-07,6.3548e-09,9.1881e-10,0.0015406,7.517e-14,0,5.6553e-09,2.4204e-07,0,1.2219e-06,7.5283e-07,0.00025626,0.00039764,0,3.4678e-05,1.8386e-07,1.4615e-26,6.6507e-27,-1.1387e-07,1.1387e-07,0.04,0.00016446,9.0147e-07,0,0,4.5345e-05,0,0,0.04,0.31,0.00018116,7.3742e-07,6.3548e-09,9.1881e-10,0.0015406,7.517e-14,0,5.6553e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,271,1.2188e-06,7.5842e-07,0.00025593,0.00039762,0,3.4682e-05,1.8545e-07,1.4634e-26,6.6624e-27,-1.1397e-07,1.1397e-07,0.04,0.00016242,8.8797e-07,0,0,4.5679e-05,0,0,0.04,0.31,0.00018126,7.3774e-07,6.3546e-09,9.1884e-10,0.0015408,7.5202e-14,0,5.6966e-09,2.4204e-07,0,1.2188e-06,7.5842e-07,0.00025593,0.00039762,0,3.4682e-05,1.8545e-07,1.4634e-26,6.6624e-27,-1.1397e-07,1.1397e-07,0.04,0.00016242,8.8797e-07,0,0,4.5679e-05,0,0,0.04,0.31,0.00018126,7.3774e-07,6.3546e-09,9.1884e-10,0.0015408,7.5202e-14,0,5.6966e-09,2.4204e-07,0,1.2188e-06,7.5842e-07,0.00025593,0.00039762,0,3.4682e-05,1.8545e-07,1.4634e-26,6.6624e-27,-1.1397e-07,1.1397e-07,0.04,0.00016242,8.8797e-07,0,0,4.5679e-05,0,0,0.04,0.31,0.00018126,7.3774e-07,6.3546e-09,9.1884e-10,0.0015408,7.5202e-14,0,5.6966e-09,2.4204e-07,0,1.2188e-06,7.5842e-07,0.00025593,0.00039762,0,3.4682e-05,1.8545e-07,1.4634e-26,6.6624e-27,-1.1397e-07,1.1397e-07,0.04,0.00016242,8.8797e-07,0,0,4.5679e-05,0,0,0.04,0.31,0.00018126,7.3774e-07,6.3546e-09,9.1884e-10,0.0015408,7.5202e-14,0,5.6966e-09,2.4204e-07,0,1.2188e-06,7.5842e-07,0.00025593,0.00039762,0,3.4682e-05,1.8545e-07,1.4634e-26,6.6624e-27,-1.1397e-07,1.1397e-07,0.04,0.00016242,8.8797e-07,0,0,4.5679e-05,0,0,0.04,0.31,0.00018126,7.3774e-07,6.3546e-09,9.1884e-10,0.0015408,7.5202e-14,0,5.6966e-09,2.4204e-07,0,1.2188e-06,7.5842e-07,0.00025593,0.00039762,0,3.4682e-05,1.8545e-07,1.4634e-26,6.6624e-27,-1.1397e-07,1.1397e-07,0.04,0.00016242,8.8797e-07,0,0,4.5679e-05,0,0,0.04,0.31,0.00018126,7.3774e-07,6.3546e-09,9.1884e-10,0.0015408,7.5202e-14,0,5.6966e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,272,1.2156e-06,7.6402e-07,0.00025558,0.00039761,0,3.4685e-05,1.87e-07,1.4653e-26,6.6741e-27,-1.1408e-07,1.1408e-07,0.04,0.0001604,8.7468e-07,0,0,4.6007e-05,0,0,0.04,0.31,0.00018137,7.3805e-07,6.3544e-09,9.1886e-10,0.001541,7.5234e-14,0,5.7379e-09,2.4204e-07,0,1.2156e-06,7.6402e-07,0.00025558,0.00039761,0,3.4685e-05,1.87e-07,1.4653e-26,6.6741e-27,-1.1408e-07,1.1408e-07,0.04,0.0001604,8.7468e-07,0,0,4.6007e-05,0,0,0.04,0.31,0.00018137,7.3805e-07,6.3544e-09,9.1886e-10,0.001541,7.5234e-14,0,5.7379e-09,2.4204e-07,0,1.2156e-06,7.6402e-07,0.00025558,0.00039761,0,3.4685e-05,1.87e-07,1.4653e-26,6.6741e-27,-1.1408e-07,1.1408e-07,0.04,0.0001604,8.7468e-07,0,0,4.6007e-05,0,0,0.04,0.31,0.00018137,7.3805e-07,6.3544e-09,9.1886e-10,0.001541,7.5234e-14,0,5.7379e-09,2.4204e-07,0,1.2156e-06,7.6402e-07,0.00025558,0.00039761,0,3.4685e-05,1.87e-07,1.4653e-26,6.6741e-27,-1.1408e-07,1.1408e-07,0.04,0.0001604,8.7468e-07,0,0,4.6007e-05,0,0,0.04,0.31,0.00018137,7.3805e-07,6.3544e-09,9.1886e-10,0.001541,7.5234e-14,0,5.7379e-09,2.4204e-07,0,1.2156e-06,7.6402e-07,0.00025558,0.00039761,0,3.4685e-05,1.87e-07,1.4653e-26,6.6741e-27,-1.1408e-07,1.1408e-07,0.04,0.0001604,8.7468e-07,0,0,4.6007e-05,0,0,0.04,0.31,0.00018137,7.3805e-07,6.3544e-09,9.1886e-10,0.001541,7.5234e-14,0,5.7379e-09,2.4204e-07,0,1.2156e-06,7.6402e-07,0.00025558,0.00039761,0,3.4685e-05,1.87e-07,1.4653e-26,6.6741e-27,-1.1408e-07,1.1408e-07,0.04,0.0001604,8.7468e-07,0,0,4.6007e-05,0,0,0.04,0.31,0.00018137,7.3805e-07,6.3544e-09,9.1886e-10,0.001541,7.5234e-14,0,5.7379e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,273,1.2123e-06,7.6961e-07,0.00025521,0.0003976,0,3.4689e-05,1.8851e-07,1.4672e-26,6.6858e-27,-1.1417e-07,1.1417e-07,0.04,0.00015841,8.616e-07,0,0,4.633e-05,0,0,0.04,0.31,0.00018148,7.3836e-07,6.3543e-09,9.1888e-10,0.0015412,7.5266e-14,0,5.7791e-09,2.4204e-07,0,1.2123e-06,7.6961e-07,0.00025521,0.0003976,0,3.4689e-05,1.8851e-07,1.4672e-26,6.6858e-27,-1.1417e-07,1.1417e-07,0.04,0.00015841,8.616e-07,0,0,4.633e-05,0,0,0.04,0.31,0.00018148,7.3836e-07,6.3543e-09,9.1888e-10,0.0015412,7.5266e-14,0,5.7791e-09,2.4204e-07,0,1.2123e-06,7.6961e-07,0.00025521,0.0003976,0,3.4689e-05,1.8851e-07,1.4672e-26,6.6858e-27,-1.1417e-07,1.1417e-07,0.04,0.00015841,8.616e-07,0,0,4.633e-05,0,0,0.04,0.31,0.00018148,7.3836e-07,6.3543e-09,9.1888e-10,0.0015412,7.5266e-14,0,5.7791e-09,2.4204e-07,0,1.2123e-06,7.6961e-07,0.00025521,0.0003976,0,3.4689e-05,1.8851e-07,1.4672e-26,6.6858e-27,-1.1417e-07,1.1417e-07,0.04,0.00015841,8.616e-07,0,0,4.633e-05,0,0,0.04,0.31,0.00018148,7.3836e-07,6.3543e-09,9.1888e-10,0.0015412,7.5266e-14,0,5.7791e-09,2.4204e-07,0,1.2123e-06,7.6961e-07,0.00025521,0.0003976,0,3.4689e-05,1.8851e-07,1.4672e-26,6.6858e-27,-1.1417e-07,1.1417e-07,0.04,0.00015841,8.616e-07,0,0,4.633e-05,0,0,0.04,0.31,0.00018148,7.3836e-07,6.3543e-09,9.1888e-10,0.0015412,7.5266e-14,0,5.7791e-09,2.4204e-07,0,1.2123e-06,7.6961e-07,0.00025521,0.0003976,0,3.4689e-05,1.8851e-07,1.4672e-26,6.6858e-27,-1.1417e-07,1.1417e-07,0.04,0.00015841,8.616e-07,0,0,4.633e-05,0,0,0.04,0.31,0.00018148,7.3836e-07,6.3543e-09,9.1888e-10,0.0015412,7.5266e-14,0,5.7791e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,274,1.2089e-06,7.7521e-07,0.00025483,0.00039758,0,3.4692e-05,1.8998e-07,1.4691e-26,6.6975e-27,-1.1427e-07,1.1427e-07,0.04,0.00015645,8.4874e-07,0,0,4.6647e-05,0,0,0.04,0.31,0.00018158,7.3868e-07,6.3541e-09,9.189e-10,0.0015414,7.5298e-14,0,5.8204e-09,2.4204e-07,0,1.2089e-06,7.7521e-07,0.00025483,0.00039758,0,3.4692e-05,1.8998e-07,1.4691e-26,6.6975e-27,-1.1427e-07,1.1427e-07,0.04,0.00015645,8.4874e-07,0,0,4.6647e-05,0,0,0.04,0.31,0.00018158,7.3868e-07,6.3541e-09,9.189e-10,0.0015414,7.5298e-14,0,5.8204e-09,2.4204e-07,0,1.2089e-06,7.7521e-07,0.00025483,0.00039758,0,3.4692e-05,1.8998e-07,1.4691e-26,6.6975e-27,-1.1427e-07,1.1427e-07,0.04,0.00015645,8.4874e-07,0,0,4.6647e-05,0,0,0.04,0.31,0.00018158,7.3868e-07,6.3541e-09,9.189e-10,0.0015414,7.5298e-14,0,5.8204e-09,2.4204e-07,0,1.2089e-06,7.7521e-07,0.00025483,0.00039758,0,3.4692e-05,1.8998e-07,1.4691e-26,6.6975e-27,-1.1427e-07,1.1427e-07,0.04,0.00015645,8.4874e-07,0,0,4.6647e-05,0,0,0.04,0.31,0.00018158,7.3868e-07,6.3541e-09,9.189e-10,0.0015414,7.5298e-14,0,5.8204e-09,2.4204e-07,0,1.2089e-06,7.7521e-07,0.00025483,0.00039758,0,3.4692e-05,1.8998e-07,1.4691e-26,6.6975e-27,-1.1427e-07,1.1427e-07,0.04,0.00015645,8.4874e-07,0,0,4.6647e-05,0,0,0.04,0.31,0.00018158,7.3868e-07,6.3541e-09,9.189e-10,0.0015414,7.5298e-14,0,5.8204e-09,2.4204e-07,0,1.2089e-06,7.7521e-07,0.00025483,0.00039758,0,3.4692e-05,1.8998e-07,1.4691e-26,6.6975e-27,-1.1427e-07,1.1427e-07,0.04,0.00015645,8.4874e-07,0,0,4.6647e-05,0,0,0.04,0.31,0.00018158,7.3868e-07,6.3541e-09,9.189e-10,0.0015414,7.5298e-14,0,5.8204e-09,2.4204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
