R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R251	0.0326	-500	0.0326	-500	0.0326	-500	0.0326	-500	0.0326	-500	0.0326	-500	0.1307	-500
R252	0.0326	-502	0.0326	-502	0.0326	-502	0.0326	-502	0.0326	-502	0.0326	-502	0.0861	-502
R253	0.0326	-504	0.0326	-504	0.0326	-504	0.0326	-504	0.0326	-504	0.0326	-504	0.0442	-504
R254	0.0326	-506	0.0326	-506	0.0326	-506	0.0326	-506	0.0326	-506	0.0326	-506	0.0329	-506
R255	0.0326	-508	0.0326	-508	0.0326	-508	0.0326	-508	0.0326	-508	0.0326	-508	0.0326	-508
R256	0.0326	-510	0.0326	-510	0.0326	-510	0.0326	-510	0.0326	-510	0.0326	-510	0.0326	-510
R257	0.0326	-512	0.0326	-512	0.0326	-512	0.0326	-512	0.0326	-512	0.0326	-512	0.0326	-512
R258	0.0326	-514	0.0326	-514	0.0326	-514	0.0326	-514	0.0326	-514	0.0326	-514	0.0326	-514
R259	0.0326	-516	0.0326	-516	0.0326	-516	0.0326	-516	0.0326	-516	0.0326	-516	0.0326	-516
R260	0.0326	-518	0.0326	-518	0.0326	-518	0.0326	-518	0.0326	-518	0.0326	-518	0.0326	-518
R261	0.0326	-520	0.0326	-520	0.0326	-520	0.0326	-520	0.0326	-520	0.0326	-520	0.0326	-520
R262	0.0326	-522	0.0326	-522	0.0326	-522	0.0326	-522	0.0326	-522	0.0326	-522	0.0326	-522
R263	0.0326	-524	0.0326	-524	0.0326	-524	0.0326	-524	0.0326	-524	0.0326	-524	0.0326	-524
R264	0.0326	-526	0.0326	-526	0.0326	-526	0.0326	-526	0.0326	-526	0.0326	-526	0.0326	-526
R265	0.0326	-528	0.0326	-528	0.0326	-528	0.0326	-528	0.0326	-528	0.0326	-528	0.0326	-528
R266	0.0326	-530	0.0326	-530	0.0326	-530	0.0326	-530	0.0326	-530	0.0326	-530	0.0326	-530
R267	0.0326	-532	0.0326	-532	0.0326	-532	0.0326	-532	0.0326	-532	0.0326	-532	0.0326	-532
R268	0.0326	-534	0.0326	-534	0.0326	-534	0.0326	-534	0.0326	-534	0.0326	-534	0.0326	-534
R269	0.0326	-536	0.0326	-536	0.0326	-536	0.0326	-536	0.0326	-536	0.0326	-536	0.0326	-536
R270	0.0326	-538	0.0326	-538	0.0326	-538	0.0326	-538	0.0326	-538	0.0326	-538	0.0326	-538
R271	0.0326	-540	0.0326	-540	0.0326	-540	0.0326	-540	0.0326	-540	0.0326	-540	0.0326	-540
R272	0.0326	-542	0.0326	-542	0.0326	-542	0.0326	-542	0.0326	-542	0.0326	-542	0.0326	-542
R273	0.0326	-544	0.0326	-544	0.0326	-544	0.0326	-544	0.0326	-544	0.0326	-544	0.0326	-544
R274	0.0326	-546	0.0326	-546	0.0326	-546	0.0326	-546	0.0326	-546	0.0326	-546	0.0326	-546
R275	0.0326	-548	0.0326	-548	0.0326	-548	0.0326	-548	0.0326	-548	0.0326	-548	0.0326	-548
R276	0.0326	-550	0.0326	-550	0.0326	-550	0.0326	-550	0.0326	-550	0.0326	-550	0.0326	-550
R277	0.0326	-552	0.0326	-552	0.0326	-552	0.0326	-552	0.0326	-552	0.0326	-552	0.0326	-552
R278	0.0326	-554	0.0326	-554	0.0326	-554	0.0326	-554	0.0326	-554	0.0326	-554	0.0326	-554
R279	0.0326	-556	0.0326	-556	0.0326	-556	0.0326	-556	0.0326	-556	0.0326	-556	0.0326	-556
R280	0.0326	-558	0.0326	-558	0.0326	-558	0.0326	-558	0.0326	-558	0.0326	-558	0.0326	-558
R281	0.0326	-560	0.0326	-560	0.0326	-560	0.0326	-560	0.0326	-560	0.0326	-560	0.0326	-560
R282	0.0326	-562	0.0326	-562	0.0326	-562	0.0326	-562	0.0326	-562	0.0326	-562	0.0326	-562
R283	0.0326	-564	0.0326	-564	0.0326	-564	0.0326	-564	0.0326	-564	0.0326	-564	0.0326	-564
R284	0.0326	-566	0.0326	-566	0.0326	-566	0.0326	-566	0.0326	-566	0.0326	-566	0.0326	-566
R285	0.0326	-568	0.0326	-568	0.0326	-568	0.0326	-568	0.0326	-568	0.0326	-568	0.0326	-568
R286	0.0326	-570	0.0326	-570	0.0326	-570	0.0326	-570	0.0326	-570	0.0326	-570	0.0326	-570
R287	0.0326	-572	0.0326	-572	0.0326	-572	0.0326	-572	0.0326	-572	0.0326	-572	0.0326	-572
R288	0.0326	-574	0.0326	-574	0.0326	-574	0.0326	-574	0.0326	-574	0.0326	-574	0.0326	-574
R289	0.0326	-576	0.0326	-576	0.0326	-576	0.0326	-576	0.0326	-576	0.0326	-576	0.0326	-576
R290	0.0326	-578	0.0326	-578	0.0326	-578	0.0326	-578	0.0326	-578	0.0326	-578	0.0326	-578
R291	0.0326	-580	0.0326	-580	0.0326	-580	0.0326	-580	0.0326	-580	0.0326	-580	0.0326	-580
R292	0.0326	-582	0.0326	-582	0.0326	-582	0.0326	-582	0.0326	-582	0.0326	-582	0.0326	-582
R293	0.0326	-584	0.0326	-584	0.0326	-584	0.0326	-584	0.0326	-584	0.0326	-584	0.0326	-584
R294	0.0326	-586	0.0326	-586	0.0326	-586	0.0326	-586	0.0326	-586	0.0326	-586	0.0326	-586
R295	0.0326	-588	0.0326	-588	0.0326	-588	0.0326	-588	0.0326	-588	0.0326	-588	0.0326	-588
R296	0.0326	-590	0.0326	-590	0.0326	-590	0.0326	-590	0.0326	-590	0.0326	-590	0.0326	-590
R297	0.0326	-592	0.0326	-592	0.0326	-592	0.0326	-592	0.0326	-592	0.0326	-592	0.0326	-592
R298	0.0326	-594	0.0326	-594	0.0326	-594	0.0326	-594	0.0326	-594	0.0326	-594	0.0326	-594
R299	0.0326	-596	0.0326	-596	0.0326	-596	0.0326	-596	0.0326	-596	0.0326	-596	0.0326	-596
R300	0.0326	-598	0.0326	-598	0.0326	-598	0.0326	-598	0.0326	-598	0.0326	-598	0.0326	-598
R301	0.0326	-600	0.0326	-600	0.0326	-600	0.0326	-600	0.0326	-600	0.0326	-600	0.0326	-600
