R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R225	1.668e-006	-448	1.668e-006	-448	1.668e-006	-448	1.668e-006	-448	1.668e-006	-448	1.668e-006	-448	0.1141	-448
R226	1.668e-006	-450	1.668e-006	-450	1.668e-006	-450	1.668e-006	-450	1.668e-006	-450	1.668e-006	-450	0.1116	-450
R227	1.668e-006	-452	1.668e-006	-452	1.668e-006	-452	1.668e-006	-452	1.668e-006	-452	1.668e-006	-452	0.1089	-452
R228	1.668e-006	-454	1.668e-006	-454	1.668e-006	-454	1.668e-006	-454	1.668e-006	-454	1.668e-006	-454	0.1062	-454
R229	1.668e-006	-456	1.668e-006	-456	1.668e-006	-456	1.668e-006	-456	1.668e-006	-456	1.668e-006	-456	0.1032	-456
R230	1.668e-006	-458	1.668e-006	-458	1.668e-006	-458	1.668e-006	-458	1.668e-006	-458	1.668e-006	-458	0.1002	-458
R231	1.668e-006	-460	1.668e-006	-460	1.668e-006	-460	1.668e-006	-460	1.668e-006	-460	1.668e-006	-460	0.09701	-460
R232	1.668e-006	-462	1.668e-006	-462	1.668e-006	-462	1.668e-006	-462	1.668e-006	-462	1.668e-006	-462	0.09366	-462
R233	1.668e-006	-464	1.668e-006	-464	1.668e-006	-464	1.668e-006	-464	1.668e-006	-464	1.668e-006	-464	0.09007	-464
R234	1.668e-006	-466	1.668e-006	-466	1.668e-006	-466	1.668e-006	-466	1.668e-006	-466	1.668e-006	-466	0.08621	-466
R235	1.668e-006	-468	1.668e-006	-468	1.668e-006	-468	1.668e-006	-468	1.668e-006	-468	1.668e-006	-468	0.0824	-468
R236	1.668e-006	-470	1.668e-006	-470	1.668e-006	-470	1.668e-006	-470	1.668e-006	-470	1.668e-006	-470	0.0784	-470
R237	1.668e-006	-472	1.668e-006	-472	1.668e-006	-472	1.668e-006	-472	1.668e-006	-472	1.668e-006	-472	0.07406	-472
R238	1.668e-006	-474	1.668e-006	-474	1.668e-006	-474	1.668e-006	-474	1.668e-006	-474	1.668e-006	-474	0.0693	-474
R239	1.668e-006	-476	1.668e-006	-476	1.668e-006	-476	1.668e-006	-476	1.668e-006	-476	1.668e-006	-476	0.06463	-476
R240	1.668e-006	-478	1.668e-006	-478	1.668e-006	-478	1.668e-006	-478	1.668e-006	-478	1.668e-006	-478	0.05988	-478
R241	1.668e-006	-480	1.668e-006	-480	1.668e-006	-480	1.668e-006	-480	1.668e-006	-480	1.668e-006	-480	0.0546	-480
R242	1.668e-006	-482	1.668e-006	-482	1.668e-006	-482	1.668e-006	-482	1.668e-006	-482	1.668e-006	-482	0.04871	-482
R243	1.668e-006	-484	1.668e-006	-484	1.668e-006	-484	1.668e-006	-484	1.668e-006	-484	1.668e-006	-484	0.04366	-484
R244	1.668e-006	-486	1.668e-006	-486	1.668e-006	-486	1.668e-006	-486	1.668e-006	-486	1.668e-006	-486	0.03788	-486
R245	1.668e-006	-488	1.668e-006	-488	1.668e-006	-488	1.668e-006	-488	1.668e-006	-488	1.668e-006	-488	0.03152	-488
R246	1.668e-006	-490	1.668e-006	-490	1.668e-006	-490	1.668e-006	-490	1.668e-006	-490	1.668e-006	-490	0.02618	-490
R247	1.668e-006	-492	1.668e-006	-492	1.668e-006	-492	1.668e-006	-492	1.668e-006	-492	1.668e-006	-492	0.01951	-492
R248	1.668e-006	-494	1.668e-006	-494	1.668e-006	-494	1.668e-006	-494	1.668e-006	-494	1.668e-006	-494	0.01451	-494
R249	1.668e-006	-496	1.668e-006	-496	1.668e-006	-496	1.668e-006	-496	1.668e-006	-496	1.668e-006	-496	0.00908	-496
R250	1.668e-006	-498	1.668e-006	-498	1.668e-006	-498	1.668e-006	-498	1.668e-006	-498	1.668e-006	-498	0.004541	-498
R251	1.668e-006	-500	1.668e-006	-500	1.668e-006	-500	1.668e-006	-500	1.668e-006	-500	1.668e-006	-500	0.001615	-500
R252	1.668e-006	-502	1.668e-006	-502	1.668e-006	-502	1.668e-006	-502	1.668e-006	-502	1.668e-006	-502	0.0002411	-502
R253	1.668e-006	-504	1.668e-006	-504	1.668e-006	-504	1.668e-006	-504	1.668e-006	-504	1.668e-006	-504	9.525e-006	-504
R254	1.668e-006	-506	1.668e-006	-506	1.668e-006	-506	1.668e-006	-506	1.668e-006	-506	1.668e-006	-506	1.785e-006	-506
R255	1.668e-006	-508	1.668e-006	-508	1.668e-006	-508	1.668e-006	-508	1.668e-006	-508	1.668e-006	-508	1.669e-006	-508
R256	1.668e-006	-510	1.668e-006	-510	1.668e-006	-510	1.668e-006	-510	1.668e-006	-510	1.668e-006	-510	1.668e-006	-510
R257	1.668e-006	-512	1.668e-006	-512	1.668e-006	-512	1.668e-006	-512	1.668e-006	-512	1.668e-006	-512	1.668e-006	-512
R258	1.668e-006	-514	1.668e-006	-514	1.668e-006	-514	1.668e-006	-514	1.668e-006	-514	1.668e-006	-514	1.668e-006	-514
R259	1.668e-006	-516	1.668e-006	-516	1.668e-006	-516	1.668e-006	-516	1.668e-006	-516	1.668e-006	-516	1.668e-006	-516
R260	1.668e-006	-518	1.668e-006	-518	1.668e-006	-518	1.668e-006	-518	1.668e-006	-518	1.668e-006	-518	1.668e-006	-518
R261	1.668e-006	-520	1.668e-006	-520	1.668e-006	-520	1.668e-006	-520	1.668e-006	-520	1.668e-006	-520	1.668e-006	-520
R262	1.668e-006	-522	1.668e-006	-522	1.668e-006	-522	1.668e-006	-522	1.668e-006	-522	1.668e-006	-522	1.668e-006	-522
R263	1.668e-006	-524	1.668e-006	-524	1.668e-006	-524	1.668e-006	-524	1.668e-006	-524	1.668e-006	-524	1.668e-006	-524
R264	1.668e-006	-526	1.668e-006	-526	1.668e-006	-526	1.668e-006	-526	1.668e-006	-526	1.668e-006	-526	1.668e-006	-526
R265	1.668e-006	-528	1.668e-006	-528	1.668e-006	-528	1.668e-006	-528	1.668e-006	-528	1.668e-006	-528	1.668e-006	-528
R266	1.668e-006	-530	1.668e-006	-530	1.668e-006	-530	1.668e-006	-530	1.668e-006	-530	1.668e-006	-530	1.668e-006	-530
R267	1.668e-006	-532	1.668e-006	-532	1.668e-006	-532	1.668e-006	-532	1.668e-006	-532	1.668e-006	-532	1.668e-006	-532
R268	1.668e-006	-534	1.668e-006	-534	1.668e-006	-534	1.668e-006	-534	1.668e-006	-534	1.668e-006	-534	1.668e-006	-534
R269	1.668e-006	-536	1.668e-006	-536	1.668e-006	-536	1.668e-006	-536	1.668e-006	-536	1.668e-006	-536	1.668e-006	-536
R270	1.668e-006	-538	1.668e-006	-538	1.668e-006	-538	1.668e-006	-538	1.668e-006	-538	1.668e-006	-538	1.668e-006	-538
R271	1.668e-006	-540	1.668e-006	-540	1.668e-006	-540	1.668e-006	-540	1.668e-006	-540	1.668e-006	-540	1.668e-006	-540
R272	1.668e-006	-542	1.668e-006	-542	1.668e-006	-542	1.668e-006	-542	1.668e-006	-542	1.668e-006	-542	1.668e-006	-542
R273	1.668e-006	-544	1.668e-006	-544	1.668e-006	-544	1.668e-006	-544	1.668e-006	-544	1.668e-006	-544	1.668e-006	-544
R274	1.668e-006	-546	1.668e-006	-546	1.668e-006	-546	1.668e-006	-546	1.668e-006	-546	1.668e-006	-546	1.668e-006	-546
R275	1.668e-006	-548	1.668e-006	-548	1.668e-006	-548	1.668e-006	-548	1.668e-006	-548	1.668e-006	-548	1.668e-006	-548
R276	1.668e-006	-550	1.668e-006	-550	1.668e-006	-550	1.668e-006	-550	1.668e-006	-550	1.668e-006	-550	1.668e-006	-550
R277	1.668e-006	-552	1.668e-006	-552	1.668e-006	-552	1.668e-006	-552	1.668e-006	-552	1.668e-006	-552	1.668e-006	-552
R278	1.668e-006	-554	1.668e-006	-554	1.668e-006	-554	1.668e-006	-554	1.668e-006	-554	1.668e-006	-554	1.668e-006	-554
R279	1.668e-006	-556	1.668e-006	-556	1.668e-006	-556	1.668e-006	-556	1.668e-006	-556	1.668e-006	-556	1.668e-006	-556
R280	1.668e-006	-558	1.668e-006	-558	1.668e-006	-558	1.668e-006	-558	1.668e-006	-558	1.668e-006	-558	1.668e-006	-558
R281	1.668e-006	-560	1.668e-006	-560	1.668e-006	-560	1.668e-006	-560	1.668e-006	-560	1.668e-006	-560	1.668e-006	-560
R282	1.668e-006	-562	1.668e-006	-562	1.668e-006	-562	1.668e-006	-562	1.668e-006	-562	1.668e-006	-562	1.668e-006	-562
R283	1.668e-006	-564	1.668e-006	-564	1.668e-006	-564	1.668e-006	-564	1.668e-006	-564	1.668e-006	-564	1.668e-006	-564
R284	1.668e-006	-566	1.668e-006	-566	1.668e-006	-566	1.668e-006	-566	1.668e-006	-566	1.668e-006	-566	1.668e-006	-566
R285	1.668e-006	-568	1.668e-006	-568	1.668e-006	-568	1.668e-006	-568	1.668e-006	-568	1.668e-006	-568	1.668e-006	-568
R286	1.668e-006	-570	1.668e-006	-570	1.668e-006	-570	1.668e-006	-570	1.668e-006	-570	1.668e-006	-570	1.668e-006	-570
R287	1.668e-006	-572	1.668e-006	-572	1.668e-006	-572	1.668e-006	-572	1.668e-006	-572	1.668e-006	-572	1.668e-006	-572
R288	1.668e-006	-574	1.668e-006	-574	1.668e-006	-574	1.668e-006	-574	1.668e-006	-574	1.668e-006	-574	1.668e-006	-574
R289	1.668e-006	-576	1.668e-006	-576	1.668e-006	-576	1.668e-006	-576	1.668e-006	-576	1.668e-006	-576	1.668e-006	-576
R290	1.668e-006	-578	1.668e-006	-578	1.668e-006	-578	1.668e-006	-578	1.668e-006	-578	1.668e-006	-578	1.668e-006	-578
R291	1.668e-006	-580	1.668e-006	-580	1.668e-006	-580	1.668e-006	-580	1.668e-006	-580	1.668e-006	-580	1.668e-006	-580
R292	1.668e-006	-582	1.668e-006	-582	1.668e-006	-582	1.668e-006	-582	1.668e-006	-582	1.668e-006	-582	1.668e-006	-582
R293	1.668e-006	-584	1.668e-006	-584	1.668e-006	-584	1.668e-006	-584	1.668e-006	-584	1.668e-006	-584	1.668e-006	-584
R294	1.668e-006	-586	1.668e-006	-586	1.668e-006	-586	1.668e-006	-586	1.668e-006	-586	1.668e-006	-586	1.668e-006	-586
R295	1.668e-006	-588	1.668e-006	-588	1.668e-006	-588	1.668e-006	-588	1.668e-006	-588	1.668e-006	-588	1.668e-006	-588
R296	1.668e-006	-590	1.668e-006	-590	1.668e-006	-590	1.668e-006	-590	1.668e-006	-590	1.668e-006	-590	1.668e-006	-590
R297	1.668e-006	-592	1.668e-006	-592	1.668e-006	-592	1.668e-006	-592	1.668e-006	-592	1.668e-006	-592	1.668e-006	-592
R298	1.668e-006	-594	1.668e-006	-594	1.668e-006	-594	1.668e-006	-594	1.668e-006	-594	1.668e-006	-594	1.668e-006	-594
R299	1.668e-006	-596	1.668e-006	-596	1.668e-006	-596	1.668e-006	-596	1.668e-006	-596	1.668e-006	-596	1.668e-006	-596
R300	1.668e-006	-598	1.668e-006	-598	1.668e-006	-598	1.668e-006	-598	1.668e-006	-598	1.668e-006	-598	1.668e-006	-598
R301	1.668e-006	-600	1.668e-006	-600	1.668e-006	-600	1.668e-006	-600	1.668e-006	-600	1.668e-006	-600	1.668e-006	-600
