R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R273	-800	-544	-800	-544	-800	-544	-800	-544	-800	-544	-800	-544	-800	-544
R274	-800	-546	-800	-546	-800	-546	-800	-546	-800	-546	-800	-546	-800	-546
R275	-800	-548	-800	-548	-800	-548	-800	-548	-800	-548	-800	-548	-800	-548
R276	-800	-550	-800	-550	-800	-550	-800	-550	-800	-550	-800	-550	-800	-550
R277	-800	-552	-800	-552	-800	-552	-800	-552	-800	-552	-800	-552	-800	-552
R278	-800	-554	-800	-554	-800	-554	-800	-554	-800	-554	-800	-554	-800	-554
R279	-800	-556	-800	-556	-800	-556	-800	-556	-800	-556	-800	-556	-800	-556
R280	-800	-558	-800	-558	-800	-558	-800	-558	-800	-558	-800	-558	-800	-558
R281	-800	-560	-800	-560	-800	-560	-800	-560	-800	-560	-800	-560	-800	-560
R282	-800	-562	-800	-562	-800	-562	-800	-562	-800	-562	-800	-562	-800	-562
R283	-800	-564	-800	-564	-800	-564	-800	-564	-800	-564	-800	-564	-800	-564
R284	-800	-566	-800	-566	-800	-566	-800	-566	-800	-566	-800	-566	-800	-566
R285	-800	-568	-800	-568	-800	-568	-800	-568	-800	-568	-800	-568	-800	-568
R286	-800	-570	-800	-570	-800	-570	-800	-570	-800	-570	-800	-570	-800	-570
R287	-800	-572	-800	-572	-800	-572	-800	-572	-800	-572	-800	-572	-800	-572
R288	-800	-574	-800	-574	-800	-574	-800	-574	-800	-574	-800	-574	-800	-574
R289	-800	-576	-800	-576	-800	-576	-800	-576	-800	-576	-800	-576	-800	-576
R290	-800	-578	-800	-578	-800	-578	-800	-578	-800	-578	-800	-578	-800	-578
R291	-800	-580	-800	-580	-800	-580	-800	-580	-800	-580	-800	-580	-800	-580
R292	-800	-582	-800	-582	-800	-582	-800	-582	-800	-582	-800	-582	-800	-582
R293	-800	-584	-800	-584	-800	-584	-800	-584	-800	-584	-800	-584	-800	-584
R294	-800	-586	-800	-586	-800	-586	-800	-586	-800	-586	-800	-586	-800	-586
R295	-800	-588	-800	-588	-800	-588	-800	-588	-800	-588	-800	-588	-800	-588
R296	-800	-590	-800	-590	-800	-590	-800	-590	-800	-590	-800	-590	-800	-590
R297	-800	-592	-800	-592	-800	-592	-800	-592	-800	-592	-800	-592	-800	-592
R298	-800	-594	-800	-594	-800	-594	-800	-594	-800	-594	-800	-594	-800	-594
R299	-800	-596	-800	-596	-800	-596	-800	-596	-800	-596	-800	-596	-800	-596
R300	-800	-598	-800	-598	-800	-598	-800	-598	-800	-598	-800	-598	-800	-598
R301	-800	-600	-800	-600	-800	-600	-800	-600	-800	-600	-800	-600	-800	-600
